transaction_id,transaction_date,transaction_type,asset_side,asset_type,player_name,player_url,team_from,team_to,pick_year,pick_round,pick_description,raw_asset_text
d3caacb6978dda0b9b,2026-04-03,expansion_draft,selected,player,Nyadiew Puoch,,Atlanta Dream,Portland Fire,,,,The Portland Fire drafted Nyadiew Puoch from the Atlanta Dream in the WNBA expansion draft.
1326dd9fc7ec4cb6d3,2026-04-03,expansion_draft,selected,player,Adja Kane,,New York Liberty,Toronto Tempo,,,,The Toronto Tempo drafted Adja Kane from the New York Liberty in the WNBA expansion draft.
a43a4c6c649fb56b3e,2026-04-03,expansion_draft,selected,player,Sarah Ashlee Barker,,Los Angeles Sparks,Portland Fire,,,,The Portland Fire drafted Sarah Ashlee Barker from the Los Angeles Sparks in the WNBA expansion draft.
05b0de447614cb5143,2026-04-03,expansion_draft,selected,player,Nikolina Milic,,Connecticut Sun,Toronto Tempo,,,,The Toronto Tempo drafted Nikolina Milic from the Connecticut Sun in the WNBA expansion draft.
12737eaa63b29db106,2026-04-03,expansion_draft,selected,player,Sug Sutton,,Washington Mystics,Portland Fire,,,,The Portland Fire drafted Sug Sutton from the Washington Mystics in the WNBA expansion draft.
73baa3fe69366ab565,2026-04-03,expansion_draft,selected,player,Kitija Laksa,,Phoenix Mercury,Toronto Tempo,,,,The Toronto Tempo drafted Kitija Laksa from the Phoenix Mercury in the WNBA expansion draft.
4e3f9300628789255c,2026-04-03,expansion_draft,selected,player,Kristy Wallace,,Indiana Fever,Toronto Tempo,,,,The Toronto Tempo drafted Kristy Wallace from the Indiana Fever in the WNBA expansion draft.
3a6121cf9cb4ce2581,2026-04-03,expansion_draft,selected,player,Nika Mühl,,Seattle Storm,Portland Fire,,,,The Portland Fire drafted Nika Mühl from the Seattle Storm in the WNBA expansion draft.
082b463a8190ec6988,2026-04-06,trade,sent,player,Angel Reese,,Chicago Sky,Atlanta Dream,,,,Angel Reese and a 2028 2nd round pick (later selected) (2028 2nd-rd pick is a right to swap)
082b463a8190ec6988,2026-04-06,trade,sent,pick,,,Chicago Sky,Atlanta Dream,2028,2,2028 2 round pick,Angel Reese and a 2028 2nd round pick (later selected) (2028 2nd-rd pick is a right to swap)
082b463a8190ec6988,2026-04-06,trade,received,pick,,,Atlanta Dream,Chicago Sky,2027,1,2027 1 round pick,a 2027 1st round pick (later selected) and a 2028 1st round pick (later selected)
082b463a8190ec6988,2026-04-06,trade,received,pick,,,Atlanta Dream,Chicago Sky,2028,1,2028 1 round pick,a 2027 1st round pick (later selected) and a 2028 1st round pick (later selected)
9a8d7a9bf04f5c561b,2026-04-07,training_camp_signing,signed,player,Lexi Held,,,Toronto Tempo,,,,The Toronto Tempo signed Lexi Held to a training camp contract.
0267dd36bddf2ff186,2026-04-07,training_camp_signing,signed,player,Nikolina Milic,,,Toronto Tempo,,,,The Toronto Tempo signed Nikolina Milic to a training camp contract.
c111b04db4f6ff314a,2026-04-07,training_camp_signing,signed,player,Chloe Bibby,,,Portland Fire,,,,The Portland Fire signed Chloe Bibby to a training camp contract.
def20dc55b159e557c,2026-04-07,training_camp_signing,signed,player,Madison Scott,,,Washington Mystics,,,,The Washington Mystics signed Madison Scott to a training camp contract.
786a7635de0b3549e0,2026-04-07,training_camp_signing,signed,player,Emily Engstler,,,Portland Fire,,,,The Portland Fire signed Emily Engstler to a training camp contract.
96fe2e700aaa18db41,2026-04-08,training_camp_signing,signed,player,Jaylyn Sherrod,,,Minnesota Lynx,,,,The Minnesota Lynx signed Jaylyn Sherrod to a training camp contract.
e0ab5a653d4c7ea305,2026-04-08,training_camp_signing,signed,player,Li Yueru,,,Dallas Wings,,,,The Dallas Wings signed Li Yueru to a training camp contract.
57d70ad6ad97cd5783,2026-04-08,training_camp_signing,signed,player,Grace Berger,,,Dallas Wings,,,,The Dallas Wings signed Grace Berger to a training camp contract.
e5b56f1186ceb41664,2026-04-08,training_camp_signing,signed,player,Maya Caldwell,,,Portland Fire,,,,The Portland Fire signed Maya Caldwell to a training camp contract.
839a1cacac14a82381,2026-04-08,training_camp_signing,signed,player,Sika Koné,,,Atlanta Dream,,,,The Atlanta Dream signed Sika Koné to a training camp contract.
56b3705415660c1eb5,2026-04-09,signing,signed,player,Kierstan Bell,,,Las Vegas Aces,,,,The Las Vegas Aces signed Kierstan Bell.
2242982776df0e9597,2026-04-09,trade,sent,player,Diamond Miller,,Dallas Wings,Connecticut Sun,,,,Diamond Miller
2242982776df0e9597,2026-04-09,trade,received,player,Rayah Marshall,,Connecticut Sun,Dallas Wings,,,,Rayah Marshall
f4beeb851caf8bc826,2026-04-09,training_camp_signing,signed,player,Mamignan Touré,,,Connecticut Sun,,,,The Connecticut Sun signed Mamignan Touré to a training camp contract.
55e5788d473fa6ba75,2026-04-11,training_camp_signing,signed,player,Zia Cooke,,,Seattle Storm,,,,The Seattle Storm signed Zia Cooke to a training camp contract.
40b6028a5a3e6c0b71,2026-04-11,training_camp_signing,signed,player,Mackenzie Holmes,,,Seattle Storm,,,,The Seattle Storm signed Mackenzie Holmes to a training camp contract.
2629b4aeeaf9f7b497,2026-04-11,signing,signed,player,Haley Jones,,,Portland Fire,,,,The Portland Fire signed Haley Jones.
3994dbdde8fe8d264c,2026-04-11,signing,signed,player,Erica Wheeler,,,Los Angeles Sparks,,,,The Los Angeles Sparks signed Erica Wheeler.
e85ca0056c117bca0f,2026-04-11,signing,signed,player,Alanna Smith,,,Dallas Wings,,,,The Dallas Wings signed Alanna Smith.
0b5c72ee25c3de934f,2026-04-11,signing,signed,player,Nyadiew Puoch,,,Portland Fire,,,,The Portland Fire signed Nyadiew Puoch.
c23d5d7c36936fc987,2026-04-11,signing,signed,player,Rachel Banham,,,Chicago Sky,,,,The Chicago Sky signed Rachel Banham.
4152549c090fc2ce91,2026-04-11,signing,signed,player,Veronica Burton,,,Golden State Valkyries,,,,The Golden State Valkyries signed Veronica Burton.
24114096eafbea63c9,2026-04-11,signing,signed,player,Karlie Samuelson,,,Portland Fire,,,,The Portland Fire signed Karlie Samuelson.
a87f2b39ebae3506f9,2026-04-11,signing,signed,player,Rhyne Howard,,,Atlanta Dream,,,,The Atlanta Dream signed Rhyne Howard.
13b7cb2b5432d04f6d,2026-04-11,signing,signed,player,Bridget Carleton,,,Portland Fire,,,,The Portland Fire signed Bridget Carleton.
632ef0ed9eb3f27a1e,2026-04-11,signing,signed,player,Skylar Diggins,,,Chicago Sky,,,,The Chicago Sky signed Skylar Diggins.
472bce6d3142b6a1eb,2026-04-11,signing,signed,player,Monique Billings,,,Indiana Fever,,,,The Indiana Fever signed Monique Billings.
723d3fbb15339274ae,2026-04-11,trade,sent,player,Jacy Sheldon,,Washington Mystics,Chicago Sky,,,,Jacy Sheldon
723d3fbb15339274ae,2026-04-11,trade,received,pick,,,Chicago Sky,Washington Mystics,2028,1,2028 1 round pick,a 2028 1st round pick (later selected)
4e44a1b838cbdc0656,2026-04-11,training_camp_signing,signed,player,Elizabeth Balogun,,,Toronto Tempo,,,,The Toronto Tempo signed Elizabeth Balogun to a training camp contract.
eac9d5eb7fc14864f6,2026-04-11,signing,signed,player,Lexie Hull,,,Indiana Fever,,,,The Indiana Fever signed Lexie Hull.
eec83a44968023c450,2026-04-11,training_camp_signing,signed,player,Maria Conde,,,Toronto Tempo,,,,The Toronto Tempo signed Maria Conde to a training camp contract.
d3c6d0d2a10e51424d,2026-04-11,signing,signed,player,Olivia Nelson-Ododa,,,Connecticut Sun,,,,The Connecticut Sun signed Olivia Nelson-Ododa.
92762281aa75c08ac4,2026-04-11,training_camp_signing,signed,player,Kristy Wallace,,,Toronto Tempo,,,,The Toronto Tempo signed Kristy Wallace to a training camp contract.
0a1ea69d0bb4eaf0d0,2026-04-11,signing,signed,player,Laura Juškaitė,,,Toronto Tempo,,,,The Toronto Tempo signed Laura Juškaitė.
b60a83458683e7746d,2026-04-11,signing,signed,player,Azura Stevens,,,Chicago Sky,,,,The Chicago Sky signed Azura Stevens.
06cc474dfe941a67ee,2026-04-11,signing,signed,player,Julie Allemand,,,Toronto Tempo,,,,The Toronto Tempo signed Julie Allemand.
c5de46acaf5d3d7ad8,2026-04-11,signing,signed,player,Brittney Griner,,,Connecticut Sun,,,,The Connecticut Sun signed Brittney Griner.
0808e5f39f7d51e479,2026-04-11,signing,signed,player,Jordin Canada,,,Atlanta Dream,,,,The Atlanta Dream signed Jordin Canada.
6576d5ed3e88f022bf,2026-04-11,signing,signed,player,Elizabeth Williams,,,Chicago Sky,,,,The Chicago Sky signed Elizabeth Williams.
70d873a6273b28735b,2026-04-11,signing,signed,player,Natisha Hiedeman,,,Seattle Storm,,,,The Seattle Storm signed Natisha Hiedeman.
209da2e4e8c7da83d4,2026-04-11,signing,signed,player,Jessica Shepard,,,Dallas Wings,,,,The Dallas Wings signed Jessica Shepard.
349b0d834dafb21107,2026-04-11,signing,signed,player,Naz Hillmon,,,Atlanta Dream,,,,The Atlanta Dream signed Naz Hillmon.
c29c2749192fed8890,2026-04-11,signing,signed,player,Kelsey Mitchell,,,Indiana Fever,,,,The Indiana Fever signed Kelsey Mitchell.
634ac003b1ba814dce,2026-04-11,signing,signed,player,Arike Ogunbowale,,,Dallas Wings,,,,The Dallas Wings signed Arike Ogunbowale.
a6001faef38fc2ce17,2026-04-11,signing,signed,player,Allisha Gray,,,Atlanta Dream,,,,The Atlanta Dream signed Allisha Gray.
b22d4ad0a4a86f6496,2026-04-11,signing,signed,player,Brittney Sykes,,,Toronto Tempo,,,,The Toronto Tempo signed Brittney Sykes.
cf4644cefbc129f6e1,2026-04-11,signing,signed,player,Marina Mabrey,,,Toronto Tempo,,,,The Toronto Tempo signed Marina Mabrey.
176ffbc37a004244c8,2026-04-11,signing,signed,player,Brionna Jones,,,Atlanta Dream,,,,The Atlanta Dream signed Brionna Jones.
f83dc99388f5be7f54,2026-04-11,signing,signed,player,Awak Kuier,,,Dallas Wings,,,,The Dallas Wings signed Awak Kuier.
61e79caf434286d601,2026-04-12,training_camp_signing,signed,player,Julie Vanloo,,,Los Angeles Sparks,,,,The Los Angeles Sparks signed Julie Vanloo to a training camp contract.
cb6fed02a688b2ea02,2026-04-12,signing,signed,player,Lindsay Allen,,,Dallas Wings,,,,The Dallas Wings signed Lindsay Allen.
15c361342b33dbcb92,2026-04-12,signing,signed,player,Michaela Onyenwere,,,Washington Mystics,,,,The Washington Mystics signed Michaela Onyenwere.
e35e8feeb8a764f2d3,2026-04-12,signing,signed,player,Sami Whitcomb,,,Phoenix Mercury,,,,The Phoenix Mercury signed Sami Whitcomb.
cf2f4409a05a1e0c34,2026-04-12,signing,signed,player,DeWanna Bonner,,,Phoenix Mercury,,,,The Phoenix Mercury signed DeWanna Bonner.
ac7d61aa21d4211a6a,2026-04-12,signing,signed,player,Antonia Delaere,,,Minnesota Lynx,,,,The Minnesota Lynx signed Antonia Delaere.
607e1f3e1c812f500d,2026-04-12,signing,signed,player,Aubrey Griffin,,,Minnesota Lynx,,,,The Minnesota Lynx signed Aubrey Griffin.
6429977ec09b4b8010,2026-04-12,training_camp_signing,signed,player,Reigan Richardson,,,Minnesota Lynx,,,,The Minnesota Lynx signed Reigan Richardson to a training camp contract.
7c1d4600c2fad95c03,2026-04-12,signing,signed,player,Kahleah Copper,,,Phoenix Mercury,,,,The Phoenix Mercury signed Kahleah Copper.
8a3569fa08999b08f8,2026-04-12,signing,signed,player,Jade Melbourne,,,Seattle Storm,,,,The Seattle Storm signed Jade Melbourne.
71bda17bee3a386e6f,2026-04-12,signing,signed,player,Megan Gustafson,,,Portland Fire,,,,The Portland Fire signed Megan Gustafson.
ad1108938fd46cf4bf,2026-04-12,training_camp_signing,signed,player,Morgan Maly,,,Phoenix Mercury,,,,The Phoenix Mercury signed Morgan Maly to a training camp contract.
65eeebd46533fe2015,2026-04-12,training_camp_signing,signed,player,Lauren Jensen,,,Phoenix Mercury,,,,The Phoenix Mercury signed Lauren Jensen to a training camp contract.
3441427a3a78bb89ad,2026-04-12,training_camp_signing,signed,player,Kyara Linskens,,,Phoenix Mercury,,,,The Phoenix Mercury signed Kyara Linskens to a training camp contract.
b8a200911d9bc19677,2026-04-12,training_camp_signing,signed,player,Kiana Williams,,,Phoenix Mercury,,,,The Phoenix Mercury signed Kiana Williams to a training camp contract.
97f8baaf919f518ccd,2026-04-12,training_camp_signing,signed,player,Ally Wilson,,,Washington Mystics,,,,The Washington Mystics signed Ally Wilson to a training camp contract.
0f61a6a2b20d7a95ce,2026-04-12,training_camp_signing,signed,player,Aisha Sheppard,,,Phoenix Mercury,,,,The Phoenix Mercury signed Aisha Sheppard to a training camp contract.
be10d2b586b6655d98,2026-04-12,training_camp_signing,signed,player,Ashten Prechtel,,,Phoenix Mercury,,,,The Phoenix Mercury signed Ashten Prechtel to a training camp contract.
2ce2673abb776b2f8d,2026-04-12,signing,signed,player,Valeriane Ayayi,,,Phoenix Mercury,,,,The Phoenix Mercury signed Valeriane Ayayi.
0ee177cc0c22d256df,2026-04-12,signing,signed,player,Sha Carter,,,Phoenix Mercury,,,,The Phoenix Mercury signed Sha Carter.
4be2bdcc9315982d96,2026-04-12,signing,signed,player,Kitija Laksa,,,Toronto Tempo,,,,The Toronto Tempo signed Kitija Laksa.
2209c263d13d452325,2026-04-12,signing,signed,player,Kaila Charles,,,Golden State Valkyries,,,,The Golden State Valkyries signed Kaila Charles.
471c0eb86030d963f2,2026-04-12,signing,signed,player,Emma Čechová,,,Minnesota Lynx,,,,The Minnesota Lynx signed Emma Čechová.
6d4d3fea406b8758fe,2026-04-12,signing,signed,player,Eliška Hamzová,,,Minnesota Lynx,,,,The Minnesota Lynx signed Eliška Hamzová.
d30aa2afa886c8abdb,2026-04-12,signing,signed,player,Katie Lou Samuelson,,,Seattle Storm,,,,The Seattle Storm signed Katie Lou Samuelson.
70728380a63fcb9867,2026-04-12,signing,signed,player,DiJonai Carrington,,,Chicago Sky,,,,The Chicago Sky signed DiJonai Carrington.
6b7e750d862f9f8109,2026-04-12,signing,signed,player,Nia Coffey,,,Minnesota Lynx,,,,The Minnesota Lynx signed Nia Coffey.
5decce6889271c4292,2026-04-12,signing,signed,player,Natasha Howard,,,Minnesota Lynx,,,,The Minnesota Lynx signed Natasha Howard.
4e65d657001ef9ed04,2026-04-12,signing,signed,player,Costanza Verona,,,Dallas Wings,,,,The Dallas Wings signed Costanza Verona.
88e62a801e2ab634cb,2026-04-12,signing,signed,player,Miela Sowah,,,Golden State Valkyries,,,,The Golden State Valkyries signed Miela Sowah.
29360e9835b30a1aee,2026-04-12,signing,signed,player,Mariella Fasoula,,,Golden State Valkyries,,,,The Golden State Valkyries signed Mariella Fasoula.
9e3a09e55a581c0785,2026-04-12,signing,signed,player,Kayla McBride,,,Minnesota Lynx,,,,The Minnesota Lynx signed Kayla McBride.
5f86b995cb2183acc5,2026-04-12,signing,signed,player,Maddison Rocci,,,Toronto Tempo,,,,The Toronto Tempo signed Maddison Rocci.
cea39f6e0863c877a0,2026-04-12,multi_year_signing,signed,player,Iliana Rupert,,,Golden State Valkyries,,,,The Golden State Valkyries signed Iliana Rupert to a multi-year contract.
4215cffcc5bad09f39,2026-04-12,signing,signed,player,Damiris Dantas,,,Indiana Fever,,,,The Indiana Fever signed Damiris Dantas.
17584558346f88516c,2026-04-12,signing,signed,player,Ezi Magbegor,,,Seattle Storm,,,,The Seattle Storm signed Ezi Magbegor.
8322e3ded568269106,2026-04-12,training_camp_signing,signed,player,Shyanne Sellers,,,Dallas Wings,,,,The Dallas Wings signed Shyanne Sellers to a training camp contract.
35ad1485f83f97b63d,2026-04-12,signing,signed,player,Courtney Vandersloot,,,Chicago Sky,,,,The Chicago Sky signed Courtney Vandersloot.
af772fe6dc06253b7a,2026-04-12,signing,signed,player,Justė Jocytė,,,Golden State Valkyries,,,,The Golden State Valkyries signed Justė Jocytė.
1b178edf337664b5fd,2026-04-12,training_camp_signing,signed,player,Dulcy Fankam Mendjiadeu,,,Dallas Wings,,,,The Dallas Wings signed Dulcy Fankam Mendjiadeu to a training camp contract.
6f0135b9e2301c30cd,2026-04-12,signing,signed,player,Cecilia Zandalasini,,,Golden State Valkyries,,,,The Golden State Valkyries signed Cecilia Zandalasini.
d82758187238eb7bf8,2026-04-12,training_camp_signing,signed,player,Amy Okonkwo,,,Dallas Wings,,,,The Dallas Wings signed Amy Okonkwo to a training camp contract.
1428167184b3351d92,2026-04-12,signing,signed,player,Isobel Borlase,,,Atlanta Dream,,,,The Atlanta Dream signed Isobel Borlase.
f77e24c054e863e83b,2026-04-12,training_camp_signing,signed,player,Emma Cannon,,,Los Angeles Sparks,,,,The Los Angeles Sparks signed Emma Cannon to a training camp contract.
79a22d74d982c729af,2026-04-12,training_camp_signing,signed,player,Anneli Maley,,,New York Liberty,,,,The New York Liberty signed Anneli Maley to a training camp contract.
5705fce8a3a299919d,2026-04-12,signing,signed,player,Courtney Williams,,,Minnesota Lynx,,,,The Minnesota Lynx signed Courtney Williams.
3eaca5ccd21467dc25,2026-04-12,signing,signed,player,Ariel Atkins,,,Chicago Sky,,,,The Chicago Sky signed Ariel Atkins.
3b6c75d5aa3bcaecb6,2026-04-12,trade,sent,player,Ariel Atkins,,Chicago Sky,Los Angeles Sparks,,,,Ariel Atkins
3b6c75d5aa3bcaecb6,2026-04-12,trade,received,player,Rickea Jackson,,Los Angeles Sparks,Chicago Sky,,,,Rickea Jackson
a79d0950d1e235af9e,2026-04-12,signing,signed,player,Kelsey Plum,,,Los Angeles Sparks,,,,The Los Angeles Sparks signed Kelsey Plum.
f1b09ee31901be7125,2026-04-12,signing,signed,player,Gabby Williams,,,Golden State Valkyries,,,,The Golden State Valkyries signed Gabby Williams.
4abac7972ea7a5d633,2026-04-12,signing,signed,player,Isabelle Harrison,,,Toronto Tempo,,,,The Toronto Tempo signed Isabelle Harrison.
f8d204b5091c242573,2026-04-12,signing,signed,player,Sophie Cunningham,,,Indiana Fever,,,,The Indiana Fever signed Sophie Cunningham.
2eaa17576ce8e2a418,2026-04-12,signing,signed,player,Cheyenne Parker-Tyus,,,Las Vegas Aces,,,,The Las Vegas Aces signed Cheyenne Parker-Tyus.
d45e227342c362f35d,2026-04-12,signing,signed,player,Stefanie Dolson,,,Seattle Storm,,,,The Seattle Storm signed Stefanie Dolson.
da42ae1e96d3a83e3f,2026-04-12,signing,signed,player,Kennedy Burke,,,Connecticut Sun,,,,The Connecticut Sun signed Kennedy Burke.
5fa6be15de96533d1a,2026-04-12,signing,signed,player,Tyasha Harris,,,Indiana Fever,,,,The Indiana Fever signed Tyasha Harris.
53cc53251ee2b88934,2026-04-12,training_camp_signing,signed,player,Raquel Carrera,,,New York Liberty,,,,The New York Liberty signed Raquel Carrera to a training camp contract.
577187ca1d457a503b,2026-04-12,signing,signed,player,Dearica Hamby,,,Los Angeles Sparks,,,,The Los Angeles Sparks signed Dearica Hamby.
e5718555c7d26015aa,2026-04-12,signing,signed,player,Chelsea Gray,,,Las Vegas Aces,,,,The Las Vegas Aces signed Chelsea Gray.
19308f433c643a6b8f,2026-04-12,signing,signed,player,Alyssa Thomas,,,Phoenix Mercury,,,,The Phoenix Mercury signed Alyssa Thomas.
ff7d675791902885e2,2026-04-12,signing,signed,player,Nneka Ogwumike,,,Los Angeles Sparks,,,,The Los Angeles Sparks signed Nneka Ogwumike.
fd237ed8d3da332a5d,2026-04-12,signing,signed,player,Jackie Young,,,Las Vegas Aces,,,,The Las Vegas Aces signed Jackie Young.
15131eba79d4ff0aec,2026-04-12,signing,signed,player,Dana Evans,,,Las Vegas Aces,,,,The Las Vegas Aces signed Dana Evans.
b654264a52584fd359,2026-04-12,signing,signed,player,Stephanie Talbot,,,Las Vegas Aces,,,,The Las Vegas Aces signed Stephanie Talbot.
4abaafe7d32ec1c752,2026-04-12,training_camp_signing,signed,player,Jaime Nared,,,Phoenix Mercury,,,,The Phoenix Mercury signed Jaime Nared to a training camp contract.
e602c72d0df46627c8,2026-04-13,training_camp_signing,signed,player,Shey Peddy,,,Connecticut Sun,,,,The Connecticut Sun signed Shey Peddy to a training camp contract.
455f72e8b9b9456707,2026-04-13,signing,signed,player,Kayla Thornton,,,Golden State Valkyries,,,,The Golden State Valkyries signed Kayla Thornton.
15c6fb913c01bc06f8,2026-04-13,signing,signed,player,Luisa Geiselsoder,,,Portland Fire,,,,The Portland Fire signed Luisa Geiselsoder.
4c49b43761772e49df,2026-04-13,signing,signed,player,Cate Reese,,,Golden State Valkyries,,,,The Golden State Valkyries signed Cate Reese.
09f11622615664fda2,2026-04-13,signing,signed,player,Aicha Coulibaly,,,Chicago Sky,,,,The Chicago Sky signed Aicha Coulibaly.
0341e027440da3032e,2026-04-13,signing,signed,player,Sydney Taylor,,,Chicago Sky,,,,The Chicago Sky signed Sydney Taylor.
f3470cfffe9d27bc95,2026-04-13,signing,signed,player,Kiah Stokes,,,Golden State Valkyries,,,,The Golden State Valkyries signed Kiah Stokes.
e908465ceb0a42fb63,2026-04-13,signing,signed,player,NaLyssa Smith,,,Las Vegas Aces,,,,The Las Vegas Aces signed NaLyssa Smith.
08005423c4801dfb21,2026-04-13,training_camp_signing,signed,player,Paige Robinson,,,Atlanta Dream,,,,The Atlanta Dream signed Paige Robinson to a training camp contract.
2e5230306d79079ed4,2026-04-13,training_camp_signing,signed,player,Maite Cazorla,,,Atlanta Dream,,,,The Atlanta Dream signed Maite Cazorla to a training camp contract.
09f418c050619d420c,2026-04-13,training_camp_signing,signed,player,Holly Winterburn,,,Atlanta Dream,,,,The Atlanta Dream signed Holly Winterburn to a training camp contract.
a0f08d134205c1503c,2026-04-13,signing,signed,player,Pauline Astier,,,New York Liberty,,,,The New York Liberty signed Pauline Astier.
e1b8a3e5863f963ae9,2026-04-13,signing,signed,player,Rebecca Allen,,,New York Liberty,,,,The New York Liberty signed Rebecca Allen.
8a4bc40bb0ddf7a492,2026-04-13,signing,signed,player,Jewell Loyd,,,Las Vegas Aces,,,,The Las Vegas Aces signed Jewell Loyd.
b63995129dbf812014,2026-04-13,training_camp_signing,signed,player,Noémie Brochant,,,Phoenix Mercury,,,,The Phoenix Mercury signed Noémie Brochant to a training camp contract.
782ea1c8482ced18c2,2026-04-13,signing,signed,player,Brianna Turner,,,Las Vegas Aces,,,,The Las Vegas Aces signed Brianna Turner.
332228c4305a73d61e,2026-04-13,signing,signed,player,Shakira Austin,,,Washington Mystics,,,,The Washington Mystics signed Shakira Austin.
7dfa83510df3267f8d,2026-04-13,draft_pick,selected,player,Azzi Fudd,,,Dallas Wings,,,,The Dallas Wings drafted Azzi Fudd in the 1st round (1st pick) of the 2026 WNBA Draft.
8edcba21d01ae97fb2,2026-04-13,draft_pick,selected,player,Olivia Miles,,,Minnesota Lynx,,,,The Minnesota Lynx drafted Olivia Miles in the 1st round (2nd pick) of the 2026 WNBA Draft.
20e73ace8b13606e9b,2026-04-13,draft_pick,selected,player,Awa Fam,,,Seattle Storm,,,,The Seattle Storm drafted Awa Fam in the 1st round (3rd pick) of the 2026 WNBA Draft.
4ee9b18f0a59ceaf1f,2026-04-13,draft_pick,selected,player,Lauren Betts,,,Washington Mystics,,,,The Washington Mystics drafted Lauren Betts in the 1st round (4th pick) of the 2026 WNBA Draft.
d8d2a77f498ebf5c9f,2026-04-13,draft_pick,selected,player,Gabriela Jaquez,,,Chicago Sky,,,,The Chicago Sky drafted Gabriela Jaquez in the 1st round (5th pick) of the 2026 WNBA Draft.
a2b2ceb3bfc9f5876e,2026-04-13,draft_pick,selected,player,Kiki Rice,,,Toronto Tempo,,,,The Toronto Tempo drafted Kiki Rice in the 1st round (6th pick) of the 2026 WNBA Draft.
c99e3eb21c0bc84920,2026-04-13,draft_pick,selected,player,Iyana Martín,,,Portland Fire,,,,The Portland Fire drafted Iyana Martín in the 1st round (7th pick) of the 2026 WNBA Draft.
fdd977939203000e8f,2026-04-13,draft_pick,selected,player,Flau'jae Johnson,,,Golden State Valkyries,,,,The Golden State Valkyries drafted Flau'jae Johnson in the 1st round (8th pick) of the 2026 WNBA Draft.
ff0793991c0fa88d3c,2026-04-13,draft_pick,selected,player,Angela Dugalić,,,Washington Mystics,,,,The Washington Mystics drafted Angela Dugalić in the 1st round (9th pick) of the 2026 WNBA Draft.
bc9fef488ef4bbcf01,2026-04-13,draft_pick,selected,player,Raven Johnson,,,Indiana Fever,,,,The Indiana Fever drafted Raven Johnson in the 1st round (10th pick) of the 2026 WNBA Draft.
38b157c3c075994b00,2026-04-13,draft_pick,selected,player,Cotie McMahon,,,Washington Mystics,,,,The Washington Mystics drafted Cotie McMahon in the 1st round (11th pick) of the 2026 WNBA Draft.
