transaction_id,season,transaction_date,source,source_url,raw_text,transaction_type,team_primary,team_secondary,from_team,to_team,player_primary,player_secondary,player_primary_url,player_secondary_url,contract_detail,draft_year,draft_round,draft_pick_overall,draft_pick_in_round,pick_asset_1,pick_asset_2,pick_swap_flag,school,player_status_after_preseason,retention_flag,is_expansion_team,is_expansion_draft_pick,is_training_camp_contract,is_rookie_draft_pick,last_updated_date,parse_status,parse_notes,college,former_country,school_or_origin,origin_type,draft_source_page
5681de9036d9db9a6a,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Chloe Bibby from the Indiana Fever in the WNBA expansion draft.,expansion_draft,Portland Fire,Indiana Fever,Indiana Fever,Portland Fire,Chloe Bibby,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
590c7c1053f3de3a1c,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Emily Engstler from the Washington Mystics in the WNBA expansion draft.,expansion_draft,Portland Fire,Washington Mystics,Washington Mystics,Portland Fire,Emily Engstler,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
5ed997fb7b67a0941e,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo drafted Maria Kliundikova from the Minnesota Lynx in the WNBA expansion draft.,expansion_draft,Toronto Tempo,Minnesota Lynx,Minnesota Lynx,Toronto Tempo,Maria Kliundikova,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
615a2d8e1692e0e3a4,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo drafted Aaliyah Nye from the Las Vegas Aces in the WNBA expansion draft.,expansion_draft,Toronto Tempo,Las Vegas Aces,Las Vegas Aces,Toronto Tempo,Aaliyah Nye,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
73baa3fe69366ab565,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo drafted Kitija Laksa from the Phoenix Mercury in the WNBA expansion draft.,expansion_draft,Toronto Tempo,Phoenix Mercury,Phoenix Mercury,Toronto Tempo,Kitija Laksa,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
a0708827d74d48d310,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Luisa Geiselsoder from the Dallas Wings in the WNBA expansion draft.,expansion_draft,Portland Fire,Dallas Wings,Dallas Wings,Portland Fire,Luisa Geiselsoder,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
a43a4c6c649fb56b3e,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Sarah Ashlee Barker from the Los Angeles Sparks in the WNBA expansion draft.,expansion_draft,Portland Fire,Los Angeles Sparks,Los Angeles Sparks,Portland Fire,Sarah Ashlee Barker,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
b83dd75d3b506553ff,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Carla Leite from the Golden State Valkyries in the WNBA expansion draft.,expansion_draft,Portland Fire,Golden State Valkyries,Golden State Valkyries,Portland Fire,Carla Leite,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
bf0fe7863ed507a8b8,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Maya Caldwell from the Atlanta Dream in the WNBA expansion draft.,expansion_draft,Portland Fire,Atlanta Dream,Atlanta Dream,Portland Fire,Maya Caldwell,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
c24d7558629a0fbd49,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Bridget Carleton from the Minnesota Lynx in the WNBA expansion draft.,expansion_draft,Portland Fire,Minnesota Lynx,Minnesota Lynx,Portland Fire,Bridget Carleton,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
d3caacb6978dda0b9b,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire drafted Nyadiew Puoch from the Atlanta Dream in the WNBA expansion draft.,expansion_draft,Portland Fire,Atlanta Dream,Atlanta Dream,Portland Fire,Nyadiew Puoch,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
ecd8d742977ecdb548,2026,2026-04-03,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo drafted Maria Conde from the Golden State Valkyries in the WNBA expansion draft.,expansion_draft,Toronto Tempo,Golden State Valkyries,Golden State Valkyries,Toronto Tempo,Maria Conde,,,,,,,,,,,False,,,,True,True,False,False,2026-05-03,parsed,,,,,,
082b463a8190ec6988,2026,2026-04-06,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Chicago Sky traded Angel Reese and a 2028 2nd round pick (later selected) (2028 2nd-rd pick is a right to swap) to the Atlanta Dream for a 2027 1st round pick (later selected) and a 2028 1st round pick (later selected).,trade,Chicago Sky,Atlanta Dream,Chicago Sky,Atlanta Dream,Angel Reese,,,,,,,,,2028 2 round pick,2027 1 round pick,True,,,,False,False,False,False,2026-05-03,partial,"Trade return is pick-only in captured text. More than two pick assets found; first two stored in master columns, all stored in assets table.",,,,,
0267dd36bddf2ff186,2026,2026-04-07,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Nikolina Milic to a training camp contract.,training_camp_signing,Toronto Tempo,,,Toronto Tempo,Nikolina Milic,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
786a7635de0b3549e0,2026,2026-04-07,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Emily Engstler to a training camp contract.,training_camp_signing,Portland Fire,,,Portland Fire,Emily Engstler,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
9a8d7a9bf04f5c561b,2026,2026-04-07,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Lexi Held to a training camp contract.,training_camp_signing,Toronto Tempo,,,Toronto Tempo,Lexi Held,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
c111b04db4f6ff314a,2026,2026-04-07,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Chloe Bibby to a training camp contract.,training_camp_signing,Portland Fire,,,Portland Fire,Chloe Bibby,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
def20dc55b159e557c,2026,2026-04-07,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Washington Mystics signed Madison Scott to a training camp contract.,training_camp_signing,Washington Mystics,,,Washington Mystics,Madison Scott,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
57d70ad6ad97cd5783,2026,2026-04-08,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Grace Berger to a training camp contract.,training_camp_signing,Dallas Wings,,,Dallas Wings,Grace Berger,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
839a1cacac14a82381,2026,2026-04-08,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Sika Koné to a training camp contract.,training_camp_signing,Atlanta Dream,,,Atlanta Dream,Sika Koné,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
96fe2e700aaa18db41,2026,2026-04-08,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Minnesota Lynx signed Jaylyn Sherrod to a training camp contract.,training_camp_signing,Minnesota Lynx,,,Minnesota Lynx,Jaylyn Sherrod,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
e0ab5a653d4c7ea305,2026,2026-04-08,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Li Yueru to a training camp contract.,training_camp_signing,Dallas Wings,,,Dallas Wings,Li Yueru,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
e5b56f1186ceb41664,2026,2026-04-08,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Maya Caldwell to a training camp contract.,training_camp_signing,Portland Fire,,,Portland Fire,Maya Caldwell,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
2242982776df0e9597,2026,2026-04-09,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings traded Diamond Miller to the Connecticut Sun for Rayah Marshall.,trade,Dallas Wings,Connecticut Sun,Dallas Wings,Connecticut Sun,Diamond Miller,Rayah Marshall,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
56b3705415660c1eb5,2026,2026-04-09,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Las Vegas Aces signed Kierstan Bell.,signing,Las Vegas Aces,,,Las Vegas Aces,Kierstan Bell,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
f4beeb851caf8bc826,2026,2026-04-09,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Connecticut Sun signed Mamignan Touré to a training camp contract.,training_camp_signing,Connecticut Sun,,,Connecticut Sun,Mamignan Touré,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
06cc474dfe941a67ee,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Julie Allemand.,signing,Toronto Tempo,,,Toronto Tempo,Julie Allemand,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
0808e5f39f7d51e479,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Jordin Canada.,signing,Atlanta Dream,,,Atlanta Dream,Jordin Canada,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
0a1ea69d0bb4eaf0d0,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Laura Juškaitė.,signing,Toronto Tempo,,,Toronto Tempo,Laura Juškaitė,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
0b5c72ee25c3de934f,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Nyadiew Puoch.,signing,Portland Fire,,,Portland Fire,Nyadiew Puoch,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
13b7cb2b5432d04f6d,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Bridget Carleton.,signing,Portland Fire,,,Portland Fire,Bridget Carleton,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
176ffbc37a004244c8,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Brionna Jones.,signing,Atlanta Dream,,,Atlanta Dream,Brionna Jones,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
209da2e4e8c7da83d4,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Jessica Shepard.,signing,Dallas Wings,,,Dallas Wings,Jessica Shepard,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
24114096eafbea63c9,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Karlie Samuelson.,signing,Portland Fire,,,Portland Fire,Karlie Samuelson,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
2629b4aeeaf9f7b497,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Portland Fire signed Haley Jones.,signing,Portland Fire,,,Portland Fire,Haley Jones,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
349b0d834dafb21107,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Naz Hillmon.,signing,Atlanta Dream,,,Atlanta Dream,Naz Hillmon,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
3994dbdde8fe8d264c,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Los Angeles Sparks signed Erica Wheeler.,signing,Los Angeles Sparks,,,Los Angeles Sparks,Erica Wheeler,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
40b6028a5a3e6c0b71,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Seattle Storm signed Mackenzie Holmes to a training camp contract.,training_camp_signing,Seattle Storm,,,Seattle Storm,Mackenzie Holmes,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
4152549c090fc2ce91,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Golden State Valkyries signed Veronica Burton.,signing,Golden State Valkyries,,,Golden State Valkyries,Veronica Burton,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
472bce6d3142b6a1eb,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Indiana Fever signed Monique Billings.,signing,Indiana Fever,,,Indiana Fever,Monique Billings,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
4e44a1b838cbdc0656,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Elizabeth Balogun to a training camp contract.,training_camp_signing,Toronto Tempo,,,Toronto Tempo,Elizabeth Balogun,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
55e5788d473fa6ba75,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Seattle Storm signed Zia Cooke to a training camp contract.,training_camp_signing,Seattle Storm,,,Seattle Storm,Zia Cooke,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
632ef0ed9eb3f27a1e,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Chicago Sky signed Skylar Diggins.,signing,Chicago Sky,,,Chicago Sky,Skylar Diggins,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
634ac003b1ba814dce,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Arike Ogunbowale.,signing,Dallas Wings,,,Dallas Wings,Arike Ogunbowale,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
6576d5ed3e88f022bf,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Chicago Sky signed Elizabeth Williams.,signing,Chicago Sky,,,Chicago Sky,Elizabeth Williams,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
70d873a6273b28735b,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Seattle Storm signed Natisha Hiedeman.,signing,Seattle Storm,,,Seattle Storm,Natisha Hiedeman,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
723d3fbb15339274ae,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Washington Mystics traded Jacy Sheldon to the Chicago Sky for a 2028 1st round pick (later selected).,trade,Washington Mystics,Chicago Sky,Washington Mystics,Chicago Sky,Jacy Sheldon,,,,,,,,,2028 1 round pick,,False,,,,False,False,False,False,2026-05-03,partial,Trade return is pick-only in captured text.,,,,,
92762281aa75c08ac4,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Kristy Wallace to a training camp contract.,training_camp_signing,Toronto Tempo,,,Toronto Tempo,Kristy Wallace,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
a6001faef38fc2ce17,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Allisha Gray.,signing,Atlanta Dream,,,Atlanta Dream,Allisha Gray,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
a87f2b39ebae3506f9,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Rhyne Howard.,signing,Atlanta Dream,,,Atlanta Dream,Rhyne Howard,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
b22d4ad0a4a86f6496,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Brittney Sykes.,signing,Toronto Tempo,,,Toronto Tempo,Brittney Sykes,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
b60a83458683e7746d,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Chicago Sky signed Azura Stevens.,signing,Chicago Sky,,,Chicago Sky,Azura Stevens,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
c23d5d7c36936fc987,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Chicago Sky signed Rachel Banham.,signing,Chicago Sky,,,Chicago Sky,Rachel Banham,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
c29c2749192fed8890,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Indiana Fever signed Kelsey Mitchell.,signing,Indiana Fever,,,Indiana Fever,Kelsey Mitchell,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
c5de46acaf5d3d7ad8,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Connecticut Sun signed Brittney Griner.,signing,Connecticut Sun,,,Connecticut Sun,Brittney Griner,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
cf4644cefbc129f6e1,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Marina Mabrey.,signing,Toronto Tempo,,,Toronto Tempo,Marina Mabrey,,,,,,,,,,,False,,,,True,False,False,False,2026-05-03,parsed,,,,,,
d3c6d0d2a10e51424d,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Connecticut Sun signed Olivia Nelson-Ododa.,signing,Connecticut Sun,,,Connecticut Sun,Olivia Nelson-Ododa,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
e85ca0056c117bca0f,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Alanna Smith.,signing,Dallas Wings,,,Dallas Wings,Alanna Smith,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
eac9d5eb7fc14864f6,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Indiana Fever signed Lexie Hull.,signing,Indiana Fever,,,Indiana Fever,Lexie Hull,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
eec83a44968023c450,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Toronto Tempo signed Maria Conde to a training camp contract.,training_camp_signing,Toronto Tempo,,,Toronto Tempo,Maria Conde,,,,training camp contract,,,,,,,False,,,,True,False,True,False,2026-05-03,parsed,,,,,,
f83dc99388f5be7f54,2026,2026-04-11,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Awak Kuier.,signing,Dallas Wings,,,Dallas Wings,Awak Kuier,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
0ee177cc0c22d256df,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Phoenix Mercury signed Sha Carter.,signing,Phoenix Mercury,,,Phoenix Mercury,Sha Carter,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
0f61a6a2b20d7a95ce,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Phoenix Mercury signed Aisha Sheppard to a training camp contract.,training_camp_signing,Phoenix Mercury,,,Phoenix Mercury,Aisha Sheppard,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
1428167184b3351d92,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Atlanta Dream signed Isobel Borlase.,signing,Atlanta Dream,,,Atlanta Dream,Isobel Borlase,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
15131eba79d4ff0aec,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Las Vegas Aces signed Dana Evans.,signing,Las Vegas Aces,,,Las Vegas Aces,Dana Evans,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
15c361342b33dbcb92,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Washington Mystics signed Michaela Onyenwere.,signing,Washington Mystics,,,Washington Mystics,Michaela Onyenwere,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
17584558346f88516c,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Seattle Storm signed Ezi Magbegor.,signing,Seattle Storm,,,Seattle Storm,Ezi Magbegor,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
19308f433c643a6b8f,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Phoenix Mercury signed Alyssa Thomas.,signing,Phoenix Mercury,,,Phoenix Mercury,Alyssa Thomas,,,,,,,,,,,False,,,,False,False,False,False,2026-05-03,parsed,,,,,,
1b178edf337664b5fd,2026,2026-04-12,Basketball-Reference,https://www.basketball-reference.com/wnba/years/2026_transactions.html,The Dallas Wings signed Dulcy Fankam Mendjiadeu to a training camp contract.,training_camp_signing,Dallas Wings,,,Dallas Wings,Dulcy Fankam Mendjiadeu,,,,training camp contract,,,,,,,False,,,,False,False,True,False,2026-05-03,parsed,,,,,,
