player_id,player_name,team_id,team_name,season,player_archetype,player_role_band,comparable_player_id,comparable_player_name,comparable_team_id,comparable_team_name,comparable_archetype,comparable_role_band,comp_rank,similarity_score,same_team_flag,same_archetype_family_flag,same_salary_tier_flag,salary_gap,salary_gap_pct,usage_gap,ts_gap,ast_gap,reb_gap,playoff_gap,onoff_gap,playoff_performance_gap,comp_basis
player:isobel_borlase__atlanta_dream,Isobel Borlase,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:indya_nivar__atlanta_dream,Indya Nivar,1611661330,Atlanta Dream,Rotation Forward,nan,3,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:isobel_borlase__atlanta_dream,Isobel Borlase,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,Rotation Forward,nan,4,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:isobel_borlase__atlanta_dream,Isobel Borlase,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,Rotation Forward,nan,5,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
1628886,Jordin Canada,1611661330,Atlanta Dream,2026,Primary Creator,Rotation,204365,Erica Wheeler,1611661320,Los Angeles Sparks,Scoring Guard,Rotation,1,98.57,False,true,True,25000.0,0.04,1.3883175841038877,-0.014451238677601064,,,0.5199999999999996,-5.22,0.0,Guard similarity
1628886,Jordin Canada,1611661330,Atlanta Dream,2026,Primary Creator,Rotation,203829,Bria Hartley,1611661323,Connecticut Sun,Scoring Guard,Rotation,2,97.19,False,true,False,,,1.239968867382622,-0.0016808774368027857,,,,0.0,0.0,Guard similarity
1628886,Jordin Canada,1611661330,Atlanta Dream,2026,Primary Creator,Rotation,1642767,Janelle Salaün,1611661331,Golden State Valkyries,Versatile Wing,Rotation,3,97.15,False,false,False,150000.0,0.3,0.7670919744141038,-0.02501545670495603,,,13.719999999999999,0.0,0.0,Guard similarity
1628886,Jordin Canada,1611661330,Atlanta Dream,2026,Primary Creator,Rotation,1642287,Cameron Brink,1611661320,Los Angeles Sparks,Rim Protector,Bench,4,97.09,False,false,False,156149.0,0.31618646109859044,1.3345717587462076,-0.030637084434552875,,,,0.0,0.0,Guard similarity
1628886,Jordin Canada,1611661330,Atlanta Dream,2026,Primary Creator,Rotation,1642797,Anastasiia Olairi Kosu,1611661324,Minnesota Lynx,Versatile Wing,Development,5,97.03,False,false,False,372500.0,1.3423423423423424,-0.6930995509667959,0.010724331926863506,,,10.559999999999999,0.0,0.0,Guard similarity
player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:bella_fontleroy__atlanta_dream,Bella Fontleroy,1611661330,Atlanta Dream,Rotation Forward,nan,1,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:holly_winterburn__atlanta_dream,Holly Winterburn,1611661330,Atlanta Dream,Rotation Forward,nan,2,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:indya_nivar__atlanta_dream,Indya Nivar,1611661330,Atlanta Dream,Rotation Forward,nan,3,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:isobel_borlase__atlanta_dream,Isobel Borlase,1611661330,Atlanta Dream,Rotation Forward,nan,4,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,Rotation Forward,nan,5,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
1631032,Lorela Cubaj,1611661330,Atlanta Dream,2026,Rotation Forward,Bench,1642320,Jaylyn Sherrod,1611661324,Minnesota Lynx,Rotation Forward,Development,1,97.32,False,true,False,,,-4.306583072100313,-0.008599508599508587,,,-7.76,,0.0,Forward similarity
1631032,Lorela Cubaj,1611661330,Atlanta Dream,2026,Rotation Forward,Bench,203855,Stephanie Talbot,1611661319,Las Vegas Aces,Scoring Guard,Bench,2,96.78,False,false,False,,,-3.189175686927559,-0.03268653268653271,,,4.26,,0.0,Forward similarity
1631032,Lorela Cubaj,1611661330,Atlanta Dream,2026,Rotation Forward,Bench,1629478,Katie Lou Samuelson,1611661328,Seattle Storm,Rotation Forward,Rotation,3,96.56,False,true,False,,,-1.3829347123464757,-0.05723876742985029,,,4.34,,0.0,Forward similarity
1631032,Lorela Cubaj,1611661330,Atlanta Dream,2026,Rotation Forward,Bench,1629488,Brianna Turner,1611661319,Las Vegas Aces,Versatile Wing,Bench,4,96.54,False,false,False,,,1.0959381044487433,0.029279279279279202,,,-26.400000000000006,,0.0,Forward similarity
1631032,Lorela Cubaj,1611661330,Atlanta Dream,2026,Rotation Forward,Bench,1642768,Kyara Linskens,1611661317,Phoenix Mercury,Rotation Forward,Development,5,96.24,False,true,False,,,-1.1374999999999993,0.045945945945945865,,,,,0.0,Forward similarity
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:aj_a_sivka__chicago_sky,Ajša Sivka,1611661329,Chicago Sky,Rotation Forward,nan,1,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:gianna_kneepkens__connecticut_sun,Gianna Kneepkens,1611661323,Connecticut Sun,Rotation Forward,nan,2,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:leila_lacan__connecticut_sun,Leila Lacan,1611661323,Connecticut Sun,Rotation Forward,nan,3,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:nell_angloma__connecticut_sun,Nell Angloma,1611661323,Connecticut Sun,Rotation Forward,nan,4,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:raven_johnson__indiana_fever,Raven Johnson,1611661325,Indiana Fever,Rotation Forward,nan,5,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,Rotation Forward,nan,1,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:beatrice_mompremier__seattle_storm,Beatrice Mompremier,1611661328,Seattle Storm,Rotation Forward,nan,2,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:rennia_davis__seattle_storm,Rennia Davis,1611661328,Seattle Storm,Rotation Forward,nan,3,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:nikolina_mili__toronto_tempo,Nikolina Milić,team:toronto_tempo,Toronto Tempo,Rotation Forward,nan,4,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:helena_pueyo__phoenix_mercury,Helena Pueyo,1611661317,Phoenix Mercury,Rotation Forward,nan,5,100.0,False,true,False,,,,,,,,,0.0,Forward similarity
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,3&D Wing,Rotation,1629568,Kennedy Burke,1611661323,Connecticut Sun,Rotation Forward,Rotation,1,96.6,False,false,False,-160000.0,-0.16,-0.7772490797661966,-0.0237320706372931,,,-6.379999999999999,-23.25,0.0,Wing similarity
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,3&D Wing,Rotation,1628881,Monique Billings,1611661325,Indiana Fever,Rotation Forward,Rotation,2,96.5,False,false,True,40000.0,0.05,-3.06284246078361,0.031530587289941625,,,5.48,13.86,0.0,Wing similarity
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,3&D Wing,Rotation,1628922,Azurá Stevens,1611661329,Chicago Sky,3&D Wing,Starter,3,96.48,False,true,False,-160000.0,-0.16,-3.9354839462208773,-0.018033802489690776,,,,13.86,0.0,Wing similarity
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,3&D Wing,Rotation,1642292,Jacy Sheldon,1611661329,Chicago Sky,Rotation Forward,Rotation,4,96.4,False,false,False,437845.0,1.0887468762044485,1.2143068103665087,-0.018237082066869248,,,,13.86,0.0,Wing similarity
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,3&D Wing,Rotation,1642820,Liatu King,1611661324,Minnesota Lynx,Rotation Forward,Bench,5,96.37,False,false,False,562500.0,2.027027027027027,1.435919197909902,0.0017500230266187522,,,,13.86,0.0,Wing similarity
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Scoring Guard,Starter,1628279,Brittney Sykes,team:toronto_tempo,Toronto Tempo,Scoring Guard,Starter,1,97.48,False,true,False,-90000.0,-0.07563025210084033,-1.0829394327231725,0.02833031946956005,,,10.099999999999998,0.0,0.0,Guard similarity
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Scoring Guard,Starter,203400,Skylar Diggins,1611661329,Chicago Sky,Primary Creator,Starter,2,97.38,False,true,True,180000.0,0.1956521739130435,-0.3942349811429615,-0.008448540706605168,,,19.04,0.0,0.0,Guard similarity
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Scoring Guard,Starter,1629481,Arike Ogunbowale,1611661321,Dallas Wings,Scoring Guard,Starter,3,97.26,False,true,False,-90000.0,-0.07563025210084033,0.8967920288259599,0.038126704426263924,,,9.199999999999996,0.0,0.0,Guard similarity
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Scoring Guard,Starter,1628277,Allisha Gray,1611661330,Atlanta Dream,3&D Wing,Starter,4,96.68,True,false,False,-90000.0,-0.07563025210084033,1.221795908876139,-0.07120605251446366,,,0.21999999999999886,0.0,0.0,Guard similarity
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Scoring Guard,Starter,1631022,Shakira Austin,1611661322,Washington Mystics,Versatile Wing,Rotation,5,96.66,False,false,False,-90000.0,-0.07563025210084033,-5.96281875695648,0.01319381255686991,,,,0.0,0.0,Guard similarity
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:bella_fontleroy__atlanta_dream,Bella Fontleroy,1611661330,Atlanta Dream,Rotation Forward,nan,1,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:holly_winterburn__atlanta_dream,Holly Winterburn,1611661330,Atlanta Dream,Rotation Forward,nan,2,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:indya_nivar__atlanta_dream,Indya Nivar,1611661330,Atlanta Dream,Rotation Forward,nan,3,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:isobel_borlase__atlanta_dream,Isobel Borlase,1611661330,Atlanta Dream,Rotation Forward,nan,4,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,Rotation Forward,nan,5,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1641650,Haley Jones,team:portland_fire,Portland Fire,Rotation Forward,Rotation,1,98.91,False,true,False,-22500.0,-0.075,-1.0583010124220245,-0.007462686567164201,,,3.8199999999999985,0.0,0.0,Forward similarity
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1629490,Kitija Laksa,team:toronto_tempo,Toronto Tempo,Rotation Forward,Rotation,2,97.99,False,true,True,0.0,0.0,2.4704693671351166,-0.01041666666666663,,,8.059999999999999,,0.0,Forward similarity
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1642818,Maddy Westbeld,1611661329,Chicago Sky,Rotation Forward,Bench,3,97.97,False,true,True,0.0,0.0,0.07748691099476446,0.026548672566371723,,,,0.0,0.0,Forward similarity
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1629574,Li Yueru,1611661321,Dallas Wings,Stretch Big,Rotation,4,97.92,False,false,True,0.0,0.0,-0.044688821222809594,-0.02824858757062143,,,,0.0,0.0,Forward similarity
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1627671,Rachel Banham,1611661329,Chicago Sky,Scoring Guard,Rotation,5,97.77,False,false,False,-147500.0,-0.34705882352941175,-0.5840961805924714,-0.03185595567867039,,,3.259999999999998,0.0,0.0,Forward similarity
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,Rotation Forward,nan,1,100.0,True,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:beatrice_mompremier__seattle_storm,Beatrice Mompremier,1611661328,Seattle Storm,Rotation Forward,nan,2,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:rennia_davis__seattle_storm,Rennia Davis,1611661328,Seattle Storm,Rotation Forward,nan,3,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:nikolina_mili__toronto_tempo,Nikolina Milić,team:toronto_tempo,Toronto Tempo,Rotation Forward,nan,4,100.0,False,true,True,0.0,0.0,,,,,,,0.0,Forward similarity
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Rotation Forward,nan,player:helena_pueyo__phoenix_mercury,Helena Pueyo,1611661317,Phoenix Mercury,Rotation Forward,nan,5,100.0,False,true,False,,,,,,,,,0.0,Forward similarity
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1641658,Grace Berger,1611661321,Dallas Wings,Scoring Guard,Rotation,1,94.29,False,false,True,0.0,0.0,5.111862474576709,-0.10607287449392719,,,0.0,0.0,0.0,Forward similarity
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1641661,Lou Lopez Sénéchal,1611661321,Dallas Wings,Rotation Forward,Development,2,92.85,False,true,False,,,2.7510786449656113,-0.11645299145299151,,,,,0.0,Forward similarity
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1641672,Kayana Traylor,1611661325,Indiana Fever,Rotation Forward,Development,3,92.82,False,true,True,7500.0,0.027777777777777776,-1.3827160493827186,-0.1328671328671329,,,,,0.0,Forward similarity
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1642790,Sania Feagin,1611661320,Los Angeles Sparks,Versatile Wing,Development,4,92.66,False,false,True,0.0,0.0,-3.4057045551298444,-0.11405835543766588,,,,0.0,0.0,Forward similarity
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Rotation Forward,Development,1642244,Sevgi Uzun,1611661320,Los Angeles Sparks,Scoring Guard,Rotation,5,92.09,False,false,True,0.0,0.0,1.9799673887724172,-0.14787154592979843,,,,0.0,0.0,Forward similarity
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Scoring Guard,Rotation,1641651,Jordan Horston,1611661328,Seattle Storm,Rotation Forward,Rotation,1,98.04,False,false,False,-54778.0,-0.16485593388668524,1.4073297005926797,0.010473588342440832,,,3.880000000000001,11.409999999999997,0.0,Guard similarity
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Scoring Guard,Rotation,1630471,Maya Caldwell,team:portland_fire,Portland Fire,Rotation Forward,Rotation,2,98.02,False,false,True,0.0,0.0,2.2925067040572884,0.011220580186097506,,,-8.58,0.0,0.0,Guard similarity
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Scoring Guard,Rotation,1642815,Makayla Timpson,1611661325,Indiana Fever,Stretch Big,Development,3,96.95,False,false,True,0.0,0.0,1.0094446112900375,-0.030158730158730163,,,-20.440000000000005,0.0,0.0,Guard similarity
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Scoring Guard,Rotation,1631118,Lexi Held,team:toronto_tempo,Toronto Tempo,Rotation Forward,Bench,4,96.49,False,false,True,0.0,0.0,-1.938532711370403,0.06992337164750967,,,4.34,0.0,0.0,Guard similarity
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Scoring Guard,Rotation,1628915,Kia Nurse,team:toronto_tempo,Toronto Tempo,Rotation Forward,Rotation,5,96.35,False,false,True,0.0,0.0,-0.09785792224200307,0.064872325741891,,,,0.0,0.0,Guard similarity
