league,season,season_type,team_id,team_abbreviation,team_name,player_id,player_name,player_order,request_url,request_status,request_params,raw_path
wnba,2023,Regular Season,1611661321,DAL,Dallas Wings,1631007,Veronica Burton,13,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661321,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661321'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661321.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1641648,Aliyah Boston,12,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,204320,Amanda Zahui B,8,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1628242,Emma Cannon,2,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,204365,Erica Wheeler,11,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1641658,Grace Berger,7,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1628909,Kelsey Mitchell,10,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1628929,Kristy Wallace,6,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1631086,Lexie Hull,0,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
wnba,2023,Regular Season,1611661325,IND,Indiana Fever,1630471,Maya Caldwell,4,https://api.pbpstats.com/get-team-players-for-season?Season=2023&SeasonType=Regular+Season&TeamId=1611661325,200,"{'Season': 2023, 'SeasonType': 'Regular Season', 'TeamId': '1611661325'}",data/pbpstats_jobs/wnba_team_roster_history/raw/get-team-players-for-season/team_players__season-2023__season_type-Regular_Season__team_id-1611661325.json
