season,player_name,season_plusone_salary_usd,season_plusone_signing,games_played,minutes_total,PER,PER_per_min,win_shares,off_ws,def_ws,ws_per40,off_ws_per40,def_ws_per40,player_off_rtg,player_def_rtg
2024,Damiris Dantas,100000,UFA,20,210,13.7,2870,0.4,0.3,0.1,0.08,0.06,0.02,103.6,103.4
2024,Cecilia Zandalasini,100000,SuspCE,40,487,11.5,5602,1.2,0.5,0.7,0.1,0.04,0.05,100.1,97.8
2024,Sophie Cunningham,100000,RFA,40,1109,12.6,14001,2.6,2.2,0.4,0.09,0.08,0.01,116,105.8
2024,Megan Gustafson,96820,UFA,38,405,12.8,5162,1.2,0.8,0.4,0.12,0.08,0.04,114.3,100.8
2024,Lexie Brown,96408,UFA,16,379,9.3,3525,0,-0.1,0.1,0,-0.01,0.01,87.6,105.4
2024,Katie Lou Samuelson,95835,UFA,37,674,8.8,5905,0.8,0.9,-0.1,0.05,0.05,-0.01,109.1,109.8
2024,Rachel Banham,95000,UFA,37,586,9.9,5813,1.2,0.7,0.5,0.08,0.05,0.03,102,101.7
2024,Sug Sutton,93831,Reserved,29,380,5.6,2107,-0.2,-0.3,0.2,-0.02,-0.04,0.02,81.4,105.2
2024,Shakira Austin,91981,Rookie,12,238,17.7,4223,0.4,-0.1,0.5,0.06,-0.02,0.08,87.6,92.3
2024,Rhyne Howard,91981,Rookie,30,1018,17.5,17786,3.2,1.9,1.2,0.12,0.08,0.05,103.5,98.7
2024,NaLyssa Smith,91981,Rookie,40,990,16.1,15913,2.1,1.5,0.6,0.09,0.06,0.02,103,103.4
2024,Lindsay Allen,90000,UFA,40,950,11.9,11347,1.6,1.2,0.4,0.07,0.05,0.02,103.8,105.2
2024,Sydney Colson,90000,UFA,31,248,12.5,3091,0.6,0.3,0.3,0.1,0.05,0.05,103.2,99.3
2024,Katie Lou Samuelson,90000,UFA,37,674,8.8,5905,0.8,0.9,-0.1,0.05,0.05,-0.01,109.1,109.8
2024,Temi Fágbénlé,90000,Reserved,22,415,12.6,5248,0.7,0.6,0.2,0.07,0.05,0.02,103.7,105.1
2024,Dana Evans,89000,RFA,39,743,11.5,8513,1,0.8,0.2,0.06,0.04,0.01,99.4,105.7
2024,Lexie Hull,88261,Rookie,34,671,10.5,7049,1.2,1.2,0,0.07,0.07,0,114.6,108.7
2024,Brianna Turner,85000,UFA,27,253,8.8,2216,0.4,0.1,0.3,0.06,0.01,0.04,96.3,99.5
2024,Kierstan Bell,84543,Rookie,6,43,11.6,502,0.1,0.1,0,0.09,0.07,0.02,106.1,105.3
2024,Aliyah Boston,83371,Rookie,40,1236,20.3,25101,4.4,3.7,0.6,0.14,0.12,0.02,113.5,104.2
2024,Maddy Siegrist,83371,Rookie,27,644,15.2,9772,1.2,1.7,-0.5,0.07,0.11,-0.03,118.4,114.6
2024,Diamond Miller,83371,--,21,213,3.5,748,-0.1,-0.5,0.3,-0.03,-0.09,0.06,73.9,96.6
2024,Emily Engstler,81079,Reserved,32,464,21.5,9984,2.2,1.5,0.7,0.19,0.13,0.06,118.5,96.8
2024,Kristy Wallace,80823,Rookie,26,447,11,4914,0.6,0.5,0,0.05,0.05,0,104,108
2024,Naz Hillmon,80823,Rookie,40,868,14.1,12205,2.5,1.6,0.9,0.12,0.08,0.04,115,100
2024,Olivia Nelson-Ododa,80823,Rookie,37,437,10.5,4567,1.1,0.2,0.9,0.1,0.02,0.08,95,92.1
2024,Mercedes Russell,80672,UFA,37,583,10.9,6325,1.3,0.5,0.8,0.09,0.03,0.06,101.7,97.1
2024,Nyara Sabally,79999,Rookie,26,352,20.6,7237,1.9,1.1,0.9,0.22,0.12,0.1,123.1,88.6
2024,Lou Lopez Sénéchal,79999,Rookie,27,125,2.4,302,-0.2,-0.1,-0.1,-0.07,-0.04,-0.03,78.9,114.8
2024,Kennedy Burke,78831,UFA,38,459,9.8,4516,0.8,0,0.8,0.07,0,0.07,91.3,94.9
2024,Isabelle Harrison,78831,UFA,36,587,12.1,7069,0.6,0,0.5,0.04,0,0.04,90.8,101.3
2024,Cheyenne Parker-Tyus,78831,UFA,25,492,15.3,7512,1.1,0.4,0.7,0.09,0.03,0.06,95.7,97.4
2024,Erica Wheeler,78831,UFA,39,546,8.6,4710,0.2,0.3,-0.1,0.01,0.02,-0.01,95.6,109.2
2024,Cameron Brink,78066,Rookie,15,330,12.6,4162,0.3,-0.1,0.5,0.04,-0.02,0.06,86.8,96.2
2024,Kamilla Cardoso,78066,Rookie,32,876,17.3,15133,2.7,1.9,0.8,0.13,0.09,0.04,111.2,100.7
2024,Rickea Jackson,78066,Rookie,40,1152,13.8,15937,1.7,1.5,0.1,0.06,0.05,0,100.7,107.4
2024,Caitlin Clark,78066,--,40,1416,18.9,26739,3.6,3.2,0.4,0.1,0.09,0.01,102.8,105.9
2024,Jordan Horston,76630,Rookie,39,871,13.4,11678,2.1,0.6,1.5,0.1,0.03,0.07,97.1,94.4
2024,Aaliyah Edwards,74909,Rookie,34,741,13.4,9910,1.6,0.7,1,0.09,0.04,0.05,98.5,98
2024,Angel Reese,74909,Rookie,34,1104,17.5,19264,2.9,1.6,1.3,0.11,0.06,0.05,100.6,98.8
2024,Jacy Sheldon,74909,Rookie,40,931,6.8,6367,-0.4,0.3,-0.7,-0.02,0.01,-0.03,94.8,114.1
2024,Dorka Juhász,73258,Rookie,34,547,13.5,7375,1.7,0.8,1,0.13,0.06,0.07,106,94.5
2024,DeWanna Bonner,72269,UFA,40,1272,16.7,21286,4.9,2.3,2.5,0.15,0.07,0.08,104.4,92.6
2024,Leonie Fiebich,68595,--,40,837,13.5,11330,3,1.8,1.3,0.14,0.08,0.06,115.2,96.5
2024,Kate Martin,68595,--,34,392,6.5,2547,0.2,-0.1,0.3,0.02,-0.01,0.03,87.9,102
2024,Nika Mühl,68595,--,16,57,-3,-172,-0.2,-0.2,0.1,-0.11,-0.15,0.04,50.7,100.5
2024,Sika Koné,66710,--,27,217,16,3480,0.8,0.4,0.4,0.15,0.08,0.07,104.1,94.5
2024,Jade Melbourne,66710,--,37,525,9.8,5162,0.3,-0.1,0.4,0.02,-0.01,0.03,88.3,101.8
2024,Zia Cooke,66079,UFA,29,258,5.4,1401,-0.4,-0.5,0,-0.07,-0.07,0.01,78,107
2024,Julie Vanloo,66079,Rookie,40,926,6.9,6420,-0.2,-0.5,0.3,-0.01,-0.02,0.01,86,105.5
2024,Jaylyn Sherrod,66079,Reserved,10,37,22.1,812,0.2,0.1,0.1,0.22,0.14,0.08,114.7,92.7
2024,Maya Caldwell,66079,Reserved,25,405,10.8,4373,0.6,0.3,0.4,0.06,0.03,0.04,96.8,100.8
2024,Li Yueru,66079,--,38,546,12.9,7026,1.2,1,0.2,0.09,0.07,0.01,107.5,105.3
2024,DeWanna Bonner,63721,UFA,40,1272,16.7,21286,4.9,2.3,2.5,0.15,0.07,0.08,104.4,92.6
2024,Odyssey Sims,54622,UFA,24,700,17.1,11989,1.6,1.7,-0.1,0.09,0.1,-0.01,109.6,109.7
2024,Laeticia Amihere,53307,UFA,16,83,3.7,306,-0.2,-0.3,0.1,-0.1,-0.15,0.05,65,98.6
2024,Aari McDonald,52333,UFA,26,568,13.7,7757,0.9,0.8,0.1,0.07,0.06,0.01,101,106.2
2024,Jaelyn Brown,42757,UFA,14,141,7.8,1100,-0.1,0,-0.1,-0.02,0,-0.02,90.4,111.6
2024,Tiffany Mitchell,42397,UFA,24,391,8,3127,0.7,0.2,0.5,0.07,0.02,0.05,95.2,97.8
2024,Tiffany Mitchell,40789,UFA,24,391,8,3127,0.7,0.2,0.5,0.07,0.02,0.05,95.2,97.8
2024,Alissa Pili,37769,--,22,138,5.3,727,0,-0.2,0.2,0,-0.07,0.07,77.8,94.7
2024,Marquesha Davis,36178,Rookie,20,80,8.4,673,0.2,0.1,0.1,0.08,0.02,0.06,97.1,97.4
2024,Haley Jones,36094,UFA,40,712,5.2,3683,-0.1,-0.7,0.5,-0.01,-0.04,0.03,80.6,102.3
2024,Stephanie Talbot,35110,UFA,37,600,9.9,5931,0.6,0.3,0.3,0.04,0.02,0.02,95.4,104.3
2024,Sevgi Uzun,25543,UFA,40,820,6.4,5255,-1,-0.6,-0.4,-0.05,-0.03,-0.02,82.7,111.7
2024,Diamond DeShields,20294,UFA,32,441,7.2,3185,-0.1,-0.4,0.3,0,-0.03,0.03,83.5,102.7
2024,Jaylyn Sherrod,18880,UFA,10,37,22.1,812,0.2,0.1,0.1,0.22,0.14,0.08,114.7,92.7
2024,Joyner Holmes,17223,UFA,27,231,10.6,2445,0.3,0,0.3,0.05,-0.01,0.05,89.4,97.6
2024,Grace Berger,17214,UFA,11,102,7.5,764,0,0,0,-0.01,-0.01,0.01,87.6,107
2024,Sika Koné,15548,UFA,27,217,16,3480,0.8,0.4,0.4,0.15,0.08,0.07,104.1,94.5
2024,Odyssey Sims,13911,UFA,24,700,17.1,11989,1.6,1.7,-0.1,0.09,0.1,-0.01,109.6,109.7
2024,Zia Cooke,13882,UFA,29,258,5.4,1401,-0.4,-0.5,0,-0.07,-0.07,0.01,78,107
2024,Kiana Williams,12772,UFA,13,45,1.6,70,0,-0.1,0,-0.03,-0.06,0.02,76.8,104
2024,Aerial Powers,11924,UFA,17,304,14.4,4372,0.6,0.2,0.4,0.09,0.03,0.05,95.7,98
2024,Alissa Pili,11661,UFA,22,138,5.3,727,0,-0.2,0.2,0,-0.07,0.07,77.8,94.7
2024,Kiana Williams,11661,UFA,13,45,1.6,70,0,-0.1,0,-0.03,-0.06,0.02,76.8,104
2024,Grace Berger,11661,Hardship,11,102,7.5,764,0,0,0,-0.01,-0.01,0.01,87.6,107
2024,Sevgi Uzun,11106,Reserved,40,820,6.4,5255,-1,-0.6,-0.4,-0.05,-0.03,-0.02,82.7,111.7
2024,Alissa Pili,10550,UFA,22,138,5.3,727,0,-0.2,0.2,0,-0.07,0.07,77.8,94.7
2024,Kiana Williams,9440,UFA,13,45,1.6,70,0,-0.1,0,-0.03,-0.06,0.02,76.8,104
2024,Aerial Powers,9274,Hardship,17,304,14.4,4372,0.6,0.2,0.4,0.09,0.03,0.05,95.7,98
2024,Odyssey Sims,7949,UFA,24,700,17.1,11989,1.6,1.7,-0.1,0.09,0.1,-0.01,109.6,109.7
2024,Aari McDonald,6459,Hardship,26,568,13.7,7757,0.9,0.8,0.1,0.07,0.06,0.01,101,106.2
2024,Haley Jones,5553,Hardship,40,712,5.2,3683,-0.1,-0.7,0.5,-0.01,-0.04,0.03,80.6,102.3
2024,Haley Jones,4998,Hardship,40,712,5.2,3683,-0.1,-0.7,0.5,-0.01,-0.04,0.03,80.6,102.3
2024,Aerial Powers,3975,Hardship,17,304,14.4,4372,0.6,0.2,0.4,0.09,0.03,0.05,95.7,98
2024,Marquesha Davis,3887,UFA,20,80,8.4,673,0.2,0.1,0.1,0.08,0.02,0.06,97.1,97.4
2024,Grace Berger,1666,Hardship,11,102,7.5,764,0,0,0,-0.01,-0.01,0.01,87.6,107
2024,Astou Ndour-Fall,,UFA,22,92,6.8,632,0.1,0,0.2,0.06,-0.01,0.07,87.2,93.9
2024,Charisma Osborne,,UFA,2,10,-2.9,-29,0,0,0,-0.19,-0.17,-0.02,55.9,113
2024,Aerial Powers,,UFA,17,304,14.4,4372,0.6,0.2,0.4,0.09,0.03,0.05,95.7,98
2024,Victoria Vivians,,UFA,35,445,7.2,3214,0.5,0,0.5,0.04,0,0.05,89.2,99
2024,Olivia Époupa,,UFA,17,114,11,1254,0.2,-0.1,0.3,0.09,-0.03,0.11,83.5,86.3
2024,Lorela Cubaj,,UFA,28,221,6.9,1514,0.2,0,0.2,0.04,0,0.04,91.7,100.5
2024,Ivana Dojkić,,UFA,26,257,9.4,2427,0.6,0.3,0.3,0.09,0.05,0.05,101.6,99.3
2023,Arike Ogunbowale,241984,--,40,1489,16.8,25011,4.6,3.7,0.8,0.12,0.1,0.02,107.5,104.7
2023,Kahleah Copper,241984,Core,38,1184,16.7,19752,2.6,1.8,0.8,0.09,0.06,0.03,100.7,104.1
2023,Jewell Loyd,241984,Core,38,1344,20.2,27137,4.1,3.4,0.6,0.12,0.1,0.02,104.1,105.4
2023,Diana Taurasi,234936,UFA,26,709,17.9,12687,1.5,1.5,0.1,0.09,0.08,0,102.6,108.2
2023,Natasha Howard,234350,Core,39,1289,17.5,22547,3.9,2.5,1.4,0.12,0.08,0.04,104.8,100.6
2023,A'ja Wilson,227303,RFA,40,1228,32.8,40301,9.5,6.7,2.8,0.31,0.22,0.09,122.9,91.3
2023,Alyssa Thomas,218000,UFA,40,1446,20.6,29827,6.1,3.4,2.7,0.17,0.09,0.08,106.1,94.3
2023,Marina Mabrey,217592,RFA,39,1169,16,18697,3,2.3,0.6,0.1,0.08,0.02,104.8,104.9
2023,Napheesa Collier,215469,--,37,1238,24.9,30888,5.3,3.8,1.5,0.17,0.12,0.05,109,99.9
2023,Azurá Stevens,215000,UFA,35,910,13.8,12550,1.6,0.1,1.4,0.07,0,0.06,92,96.7
2023,Kelsey Mitchell,212000,--,40,1349,16.7,22530,3.6,3.7,-0.1,0.11,0.11,0,110.4,109.6
2023,Brionna Jones,212000,Core,13,412,22.6,9310,2.2,1.4,0.7,0.21,0.14,0.07,117.1,95
2023,DeWanna Bonner,209593,UFA,40,1203,20.6,24791,5.3,3.5,1.8,0.18,0.12,0.06,110.5,97.5
2023,Skylar Diggins,208219,UFA,0,0,--,--,--,0,--,--,--,--,--,--
2023,Kayla McBride,208000,UFA,38,1208,14.7,17716,2.5,2,0.5,0.08,0.07,0.02,104.9,106.2
2023,Breanna Stewart,205000,Core,40,1365,28.5,38912,9.5,6.8,2.7,0.28,0.2,0.08,122.1,93.8
2023,Nneka Ogwumike,204500,UFA,36,1119,25,28021,5.5,3.4,2.1,0.2,0.12,0.07,110,94.7
2023,Erica Wheeler,202154,UFA,40,1071,13.6,14576,1.8,1.4,0.4,0.07,0.05,0.02,101.2,106.1
2023,Sabrina Ionescu,202000,Rookie,36,1134,20.8,23533,5.4,3.9,1.4,0.19,0.14,0.05,114.8,99.3
2023,Natasha Cloud,200000,UFA,37,1199,14.3,17087,2.9,1.7,1.2,0.1,0.06,0.04,101.4,101.6
2023,Cheyenne Parker-Tyus,200000,UFA,40,1066,20.9,22246,3.8,2.1,1.7,0.14,0.08,0.06,103.7,96.8
2023,Brittney Sykes,200000,UFA,40,1252,18.7,23371,4.1,2.2,2,0.13,0.07,0.06,102.2,97.1
2023,Ariel Atkins,200000,--,27,679,16,10858,2.1,1.3,0.8,0.13,0.08,0.05,106.3,100
2023,Kelsey Plum,200000,--,39,1265,20.5,25882,6,4.8,1.2,0.19,0.15,0.04,117,101.9
2023,Chelsea Gray,196267,UFA,40,1288,21.8,28033,6.5,4.7,1.8,0.2,0.15,0.06,117,98.4
2023,Teaira McCowan,195700,RFA,30,783,20.6,16108,3.2,2.3,0.9,0.16,0.12,0.04,115.2,100.5
2023,Satou Sabally,195000,RFA,38,1258,21.8,27378,5.7,4.3,1.4,0.18,0.14,0.05,113.6,100.3
2023,Courtney Vandersloot,194670,UFA,39,1187,16.7,19813,4.4,2.9,1.5,0.15,0.1,0.05,109.7,99
2023,Jonquel Jones,190000,UFA,40,1001,20,20022,4.5,2.7,1.8,0.18,0.11,0.07,112.5,95.2
2023,Sophie Cunningham,189500,RFA,31,898,12.1,10890,1.5,1.6,-0.1,0.07,0.07,0,107.3,109.7
2023,Dearica Hamby,189000,--,40,990,12.8,12624,1.9,0.6,1.3,0.08,0.02,0.05,96,98.7
2023,Stefanie Dolson,185000,UFA,23,273,11.2,3056,0.7,0.5,0.2,0.11,0.07,0.03,109.4,102.4
2023,Jordin Canada,185000,UFA,38,1237,16.7,20655,3.7,1.9,1.8,0.12,0.06,0.06,102.4,98.1
2023,Allisha Gray,185000,RFA,38,1244,18.7,23291,4.9,3.7,1.2,0.16,0.12,0.04,113.3,101.9
2023,Myisha Hines-Allen,180200,RFA,35,617,9.5,5862,0.4,-0.5,0.8,0.02,-0.03,0.06,85.6,98.5
2023,Betnijah Laney-Hamilton,180000,UFA,40,1201,14,16830,3.4,2.3,1.1,0.11,0.08,0.04,108.6,102
2023,Katie Lou Samuelson,175000,UFA,0,0,--,--,--,0,--,--,--,--,--,--
2023,Courtney Williams,175000,UFA,40,1204,15.4,18590,2.7,1.6,1.1,0.09,0.05,0.04,101.8,102.3
2023,Jackie Young,169950,--,40,1259,22.7,28528,6.9,5.4,1.5,0.22,0.17,0.05,123.6,99.8
2023,Elizabeth Williams,165000,UFA,40,1188,16.7,19841,3.6,2.3,1.3,0.12,0.08,0.05,110.1,100.4
2023,Isabelle Harrison,160000,UFA,0,0,--,--,--,0,--,--,--,--,--,--
2023,Rebecca Allen,160000,UFA,40,858,11.8,10099,1.9,0.5,1.4,0.09,0.02,0.07,97.5,96.2
2023,Mercedes Russell,160000,RFA,37,705,10.1,7110,0.6,0.1,0.5,0.03,0.01,0.03,92.8,103.7
2023,Aerial Powers,155000,UFA,20,195,14.7,2857,0.1,0.1,0.1,0.03,0.02,0.01,93.7,106.5
2023,Ezi Magbegor,155000,Reserved,40,1304,17.8,23256,3.9,2.2,1.6,0.12,0.07,0.05,105.3,99.3
2023,Nia Coffey,150000,UFA,31,680,11.6,7857,1.2,0.2,1,0.07,0.01,0.06,93.7,97.6
2023,Brittney Griner,150000,UFA,31,856,25.1,21443,3.2,2.7,0.6,0.15,0.12,0.03,110,104
2023,Alanna Smith,150000,UFA,38,1007,16.9,17049,3.4,1.9,1.5,0.13,0.08,0.06,110.3,97.9
2023,Brianna Turner,150000,--,40,1052,9.7,10196,1.2,0.3,0.9,0.04,0.01,0.03,96.4,102.5
2023,Kia Nurse,142500,UFA,40,789,8,6299,0.7,0.4,0.3,0.04,0.02,0.02,96.1,105.7
2023,Moriah Jefferson,141500,UFA,39,972,14.1,13725,1.2,1.1,0.2,0.05,0.04,0.01,99.1,107.9
2023,Sami Whitcomb,140000,UFA,40,978,13.3,13016,1.8,1.2,0.6,0.07,0.05,0.02,101.3,104.6
2023,Tiffany Mitchell,139050,UFA,33,763,6.9,5275,-0.1,-0.2,0.1,-0.01,-0.01,0,88.9,108.6
2023,Bridget Carleton,125000,UFA,38,573,7.7,4420,0.6,0.4,0.2,0.04,0.03,0.01,101.5,106.9
2023,Rae Burrell,125000,UFA,29,322,10.7,3430,0.5,0.2,0.3,0.06,0.03,0.03,98.4,102.5
2023,Kalani Brown,125000,UFA,32,524,21,11020,2.3,1.9,0.4,0.18,0.15,0.03,123.7,103.2
2023,Karlie Samuelson,125000,UFA,34,888,11.7,10389,2.6,1.9,0.7,0.12,0.08,0.03,120.2,102.7
2023,Jessica Shepard,123600,--,21,565,15.8,8919,1.7,1.4,0.3,0.12,0.1,0.02,115.8,105.1
2023,Natisha Hiedeman,120000,RFA,40,1066,9.4,10007,1.7,0.7,1.1,0.06,0.03,0.04,97.3,101.3
2023,Alysha Clark,110000,UFA,39,876,10.7,9395,2.4,1.4,1,0.11,0.06,0.05,111.6,100.4
2023,Kayla Thornton,110000,--,40,693,11.7,8100,2.1,1.2,1,0.12,0.07,0.05,114,98.5
2023,Diamond DeShields,100000,UFA,0,0,--,--,--,0,--,--,--,--,--,--
2023,Layshia Clarendon,100000,UFA,24,687,14.6,10008,1.9,1.3,0.6,0.11,0.08,0.04,107.5,102.1
2023,Kiah Stokes,100000,UFA,40,792,9.4,7469,2.1,0.6,1.5,0.11,0.03,0.08,107.2,94.1
2023,Shatori Walker-Kimbrough,97850,UFA,40,993,10.3,10213,2.1,1.2,0.8,0.08,0.05,0.03,109,102.6
2023,Tyasha Harris,97100,Rookie,40,668,10.7,7157,1.1,0.4,0.7,0.07,0.03,0.04,97,101.1
2023,Rachel Banham,95000,UFA,32,435,10,4325,0.2,0.2,0,0.02,0.01,0,93.9,108.4
2023,Megan Gustafson,94000,UFA,34,514,20.1,10340,1.6,1.4,0.2,0.13,0.11,0.02,110.7,105.5
2023,Lindsay Allen,90000,UFA,29,698,11.3,7884,1.1,1,0.1,0.06,0.06,0,105.1,108.2
2023,Awak Kuier,89302,Rookie,37,399,10.2,4053,0.5,0.1,0.4,0.05,0.01,0.04,95,101.4
2023,Aari McDonald,89302,Rookie,24,565,10.2,5788,0.8,0.4,0.4,0.05,0.03,0.03,98,104.2
2023,Tiffany Hayes,88000,UFA,40,1082,15.9,17166,4,3,1.1,0.15,0.11,0.04,114.3,101.4
2023,Michaela Onyenwere,85690,Rookie,40,953,9.5,9060,0,-0.2,0.2,0,-0.01,0.01,89.3,107.4
2023,Victoria Vivians,85000,RFA,38,674,9.9,6654,0.8,0.4,0.4,0.05,0.02,0.02,97.2,104.3
2023,Shakira Austin,80943,Rookie,19,440,15.7,6905,1,0.2,0.8,0.09,0.02,0.07,94.4,95.5
2023,NaLyssa Smith,80943,Rookie,31,885,16.6,14696,1.6,1.1,0.6,0.07,0.05,0.03,98.5,104.3
2023,Rhyne Howard,80943,Rookie,39,1283,16.7,21481,3.7,2.2,1.5,0.12,0.07,0.05,102.8,100.1
2023,Lexie Brown,80340,UFA,12,364,15.3,5552,1.1,0.8,0.3,0.12,0.08,0.03,112.6,102.9
2023,Dana Evans,78469,Rookie,39,837,12,10009,1.1,0.7,0.3,0.05,0.04,0.01,97.5,106.3
2023,DiJonai Carrington,78469,Rookie,32,550,14.2,7836,1.5,0.8,0.7,0.11,0.06,0.05,101.1,99.3
2023,Lexie Hull,77669,Rookie,30,619,7.3,4528,0.4,0.1,0.3,0.02,0,0.02,92.2,105.2
2023,Sydney Colson,76535,UFA,28,135,13,1757,0.5,0.4,0.2,0.16,0.11,0.06,122.1,98
2023,Victoria Vivians,76535,UFA,38,674,9.9,6654,0.8,0.4,0.4,0.05,0.02,0.02,97.2,104.3
2023,Maddy Siegrist,75792,Rookie,39,319,19,6072,1.3,1.2,0.1,0.16,0.15,0.02,126.2,105.7
2023,Aliyah Boston,75792,Rookie,40,1249,23,28687,5.6,4.4,1.2,0.18,0.14,0.04,120,101.6
2023,Diamond Miller,75792,--,32,834,12.5,10438,0.7,0.2,0.4,0.03,0.01,0.02,93.1,105.4
2023,Kierstan Bell,74398,Rookie,36,424,7,2960,0.3,-0.2,0.5,0.03,-0.02,0.05,86.4,100.1
2023,Iliana Rupert,74398,Rookie,20,158,8.8,1397,0.3,-0.1,0.3,0.06,-0.01,0.08,87.1,93.8
2023,Lou Lopez Sénéchal,72727,Rookie,0,0,--,--,--,0,--,--,--,--,--,--
2023,Nyara Sabally,72727,Rookie,33,260,8.9,2305,0.5,0.2,0.4,0.08,0.03,0.05,97.6,98.5
2023,Haley Jones,72727,--,40,584,6.8,3976,0,-0.6,0.6,0,-0.04,0.04,81.8,101.1
2023,Laeticia Amihere,72727,--,20,147,8.9,1304,0.1,-0.1,0.2,0.03,-0.03,0.05,86.2,98.9
2023,Grace Berger,72727,--,36,524,11.3,5907,0.7,0.5,0.2,0.05,0.04,0.01,101.8,106.7
2023,Kristy Wallace,71124,Rookie,37,728,10.5,7620,0.6,0.5,0.2,0.04,0.02,0.01,96.7,107.1
2023,Naz Hillmon,71124,Rookie,40,541,11.6,6282,1.2,0.8,0.5,0.09,0.06,0.03,106.5,102.6
2023,Olivia Nelson-Ododa,71124,Rookie,39,585,14.6,8519,2.1,1.1,1,0.15,0.07,0.07,112,95.2
2023,Zia Cooke,69663,Rookie,39,549,4.8,2639,-0.7,-1.1,0.4,-0.05,-0.08,0.03,76.6,103.1
2023,Jordan Horston,69663,Rookie,36,806,9.2,7435,-0.1,-1.1,1,0,-0.05,0.05,80.8,99.8
2023,Dorka Juhász,66597,Rookie,38,919,14.3,13170,2.1,1.2,0.9,0.09,0.05,0.04,105.5,101.5
2023,Lorela Cubaj,64154,UFA,3,19,-2.4,-44,0,0,0,-0.01,-0.1,0.1,0,90.3
2023,Emily Engstler,64154,UFA,12,93,9.4,881,0,-0.1,0.1,0,-0.04,0.04,81.5,100.4
2023,Ivana Dojkić,64154,UFA,23,461,11.2,5151,0.7,0.5,0.2,0.06,0.04,0.02,100.7,104.9
2023,Victaria Saxton,64154,Rookie,15,54,2.1,112,-0.1,-0.1,0,-0.07,-0.08,0.01,76.8,107.1
2023,Sug Sutton,64154,Reserved,40,1051,9.8,10276,-0.2,-0.1,-0.1,-0.01,0,0,90.3,109.7
2023,Jade Melbourne,64154,--,29,307,6.5,1996,0.1,0,0.2,0.02,0,0.02,90.2,104.9
2023,Sika Koné,64154,--,20,186,12.9,2403,0.4,0.3,0.2,0.09,0.06,0.03,102.7,102.5
2023,Joyner Holmes,61380,UFA,34,356,11.6,4113,0.6,0.3,0.3,0.06,0.03,0.03,97.6,102.3
2023,Veronica Burton,50180,UFA,40,555,11.5,6385,1.5,1,0.4,0.11,0.07,0.03,119.7,102.8
2023,Maya Caldwell,36841,UFA,30,304,2.4,742,-0.4,-0.5,0,-0.06,-0.06,0.01,73.8,108.1
2023,Crystal Dangerfield,36436,Reserved,35,973,11.6,11233,1.7,1.3,0.4,0.07,0.05,0.02,106.6,105.8
2023,Monique Billings,35237,Hardship,39,653,10.6,6949,1.2,0.4,0.8,0.07,0.02,0.05,96.8,99.3
2023,Liz Dixon,32395,UFA,14,78,15.6,1220,0.3,0.2,0,0.13,0.1,0.02,117.5,104.4
2023,Emma Cannon,27280,UFA,30,314,16.7,5235,0.7,0.6,0.2,0.09,0.07,0.02,102.5,105.2
2023,Gabby Williams,23491,UFA,10,285,10.4,2957,0.1,-0.1,0.2,0.02,-0.01,0.03,88.6,103.1
2023,Crystal Dangerfield,21218,Hardship,35,973,11.6,11233,1.7,1.3,0.4,0.07,0.05,0.02,106.6,105.8
2023,Monique Billings,19702,UFA,39,653,10.6,6949,1.2,0.4,0.8,0.07,0.02,0.05,96.8,99.3
2023,Morgan Bertsch,19056,Reserved,28,398,7.8,3090,0.3,0.1,0.2,0.03,0.01,0.02,92.7,104.9
2023,Queen Egbo,18415,--,37,475,13.7,6500,0.9,0.3,0.6,0.08,0.02,0.05,96.1,98.8
2023,Odyssey Sims,15912,Hardship,28,335,7,2350,0.2,0.1,0.1,0.02,0.01,0.01,93.5,106.3
2023,Crystal Dangerfield,15912,Hardship,35,973,11.6,11233,1.7,1.3,0.4,0.07,0.05,0.02,106.6,105.8
2023,Dulcy Fankam Mendjiadeu,13188,--,33,470,12.2,5729,0.9,0.5,0.4,0.08,0.04,0.04,102.2,102
2023,Odyssey Sims,13072,Hardship,28,335,7,2350,0.2,0.1,0.1,0.02,0.01,0.01,93.5,106.3
2023,Odyssey Sims,9851,Hardship,28,335,7,2350,0.2,0.1,0.1,0.02,0.01,0.01,93.5,106.3
2023,Taylor Soule,8893,UFA,15,53,-2.6,-140,-0.2,-0.2,0,-0.14,-0.14,0,61.1,109.1
2023,Queen Egbo,8892,UFA,37,475,13.7,6500,0.9,0.3,0.6,0.08,0.02,0.05,96.1,98.8
2023,Destanni Henderson,8892,Hardship,15,200,7.4,1486,0,-0.1,0.1,0,-0.02,0.02,87.5,106
2023,Queen Egbo,6352,Hardship,37,475,13.7,6500,0.9,0.3,0.6,0.08,0.02,0.05,96.1,98.8
2023,Monique Billings,5304,Hardship,39,653,10.6,6949,1.2,0.4,0.8,0.07,0.02,0.05,96.8,99.3
2023,Liz Dixon,4446,UFA,14,78,15.6,1220,0.3,0.2,0,0.13,0.1,0.02,117.5,104.4
2023,Morgan Bertsch,2858,Reserved,28,398,7.8,3090,0.3,0.1,0.2,0.03,0.01,0.02,92.7,104.9
2023,Queen Egbo,2541,UFA,37,475,13.7,6500,0.9,0.3,0.6,0.08,0.02,0.05,96.1,98.8
2023,Riquna Williams,,UFA,0,0,--,--,--,0,--,--,--,--,--,--
2023,Natalie Achonwa,,UFA,0,0,--,--,--,0,--,--,--,--,--,--
