team,team_slug,view_mode,player,column,value,core_years
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Maximum Protected Veterans,2026,7,
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Supermaximum,2026,"$1,400,000",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Maximum,2026,"$1,190,000",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (0 YOS),2026,"$270,000",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (1 YOS),2026,"$277,500",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (2 YOS),2026,"$277,500",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (3 YOS),2026,"$277,500",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (4-6 YOS),2026,"$277,500",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (7-9 YOS),2026,"$277,500",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,Player Minimum (10+ YOS),2026,"$277,500",
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,pct_team,"All values shown reflect cap hit, not base salary.",2026,"All values shown reflect cap hit, not base salary.",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-10648').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',10648)  });  $('#aja-wilson-pronounce-name-audio-10648').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-10648',10648)  });",2026,"$1,400,000  20.0%  24.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-10648').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',10648)  });  $('#aja-wilson-pronounce-name-audio-10648').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-10648',10648)  });",2027,"$1,470,000  $???,???  33.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-10648').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',10648)  });  $('#aja-wilson-pronounce-name-audio-10648').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-10648',10648)  });",2028,"$1,543,500  $???,???  37.1%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-10648').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',10648)  });  $('#aja-wilson-pronounce-name-audio-10648').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-10648',10648)  });",2029,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Jackie Young  This HTML5 audio player is not supported by your browser  $('#jackie-young-pronounce-name-icon-41598').click(function (event) {  toggle_play_player_name_pronunciation('jackie-young',41598)  });  $('#jackie-young-pronounce-name-audio-41598').on('ended',function (event) {  pronounce_icon_not_playing('jackie-young-pronounce-name-icon-41598',41598)  });",2026,"$1,190,000  17.0%  21.2%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Jackie Young  This HTML5 audio player is not supported by your browser  $('#jackie-young-pronounce-name-icon-41598').click(function (event) {  toggle_play_player_name_pronunciation('jackie-young',41598)  });  $('#jackie-young-pronounce-name-audio-41598').on('ended',function (event) {  pronounce_icon_not_playing('jackie-young-pronounce-name-icon-41598',41598)  });",2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-83719').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',83719)  });  $('#chelsea-gray-pronounce-name-audio-83719').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-83719',83719)  });",2026,"$1,000,000  14.3%  17.8%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-83719').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',83719)  });  $('#chelsea-gray-pronounce-name-audio-83719').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-83719',83719)  });",2027,"$1,050,000  $???,???  24.2%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-83719').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',83719)  });  $('#chelsea-gray-pronounce-name-audio-83719').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-83719',83719)  });",2028,"$1,100,000  $???,???  26.5%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-83719').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',83719)  });  $('#chelsea-gray-pronounce-name-audio-83719').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-83719',83719)  });",2029,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-72533').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',72533)  });  $('#jewell-loyd-pronounce-name-audio-72533').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-72533',72533)  });",2026,"$800,000  11.4%  14.3%","2022, 2023"
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-72533').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',72533)  });  $('#jewell-loyd-pronounce-name-audio-72533').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-72533',72533)  });",2027,"$840,000  $???,???  19.4%","2022, 2023"
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-72533').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',72533)  });  $('#jewell-loyd-pronounce-name-audio-72533').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-72533',72533)  });",2028,"$880,000  $???,???  21.2%","2022, 2023"
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-72533').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',72533)  });  $('#jewell-loyd-pronounce-name-audio-72533').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-72533',72533)  });",2029,UFA,"2022, 2023"
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,NaLyssa Smith,2026,"$450,000  6.4%  8.0%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,NaLyssa Smith,2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Stephanie Talbot  This HTML5 audio player is not supported by your browser  $('#stephanie-talbot-pronounce-name-icon-1430').click(function (event) {  toggle_play_player_name_pronunciation('stephanie-talbot',1430)  });  $('#stephanie-talbot-pronounce-name-audio-1430').on('ended',function (event) {  pronounce_icon_not_playing('stephanie-talbot-pronounce-name-icon-1430',1430)  });",2026,"$392,500  5.6%  7.0%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Stephanie Talbot  This HTML5 audio player is not supported by your browser  $('#stephanie-talbot-pronounce-name-icon-1430').click(function (event) {  toggle_play_player_name_pronunciation('stephanie-talbot',1430)  });  $('#stephanie-talbot-pronounce-name-audio-1430').on('ended',function (event) {  pronounce_icon_not_playing('stephanie-talbot-pronounce-name-icon-1430',1430)  });",2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Dana Evans  This HTML5 audio player is not supported by your browser  $('#dana-evans-pronounce-name-icon-87697').click(function (event) {  toggle_play_player_name_pronunciation('dana-evans',87697)  });  $('#dana-evans-pronounce-name-audio-87697').on('ended',function (event) {  pronounce_icon_not_playing('dana-evans-pronounce-name-icon-87697',87697)  });",2026,"$380,000  5.4%  6.8%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Dana Evans  This HTML5 audio player is not supported by your browser  $('#dana-evans-pronounce-name-icon-87697').click(function (event) {  toggle_play_player_name_pronunciation('dana-evans',87697)  });  $('#dana-evans-pronounce-name-audio-87697').on('ended',function (event) {  pronounce_icon_not_playing('dana-evans-pronounce-name-icon-87697',87697)  });",2027,"$399,000  $???,???  9.2%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Dana Evans  This HTML5 audio player is not supported by your browser  $('#dana-evans-pronounce-name-icon-87697').click(function (event) {  toggle_play_player_name_pronunciation('dana-evans',87697)  });  $('#dana-evans-pronounce-name-audio-87697').on('ended',function (event) {  pronounce_icon_not_playing('dana-evans-pronounce-name-icon-87697',87697)  });",2028,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Kierstan Bell,2026,"$277,500  4.0%  4.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Kierstan Bell,2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Chennedy Carter  This HTML5 audio player is not supported by your browser  $('#chennedy-carter-pronounce-name-icon-96030').click(function (event) {  toggle_play_player_name_pronunciation('chennedy-carter',96030)  });  $('#chennedy-carter-pronounce-name-audio-96030').on('ended',function (event) {  pronounce_icon_not_playing('chennedy-carter-pronounce-name-icon-96030',96030)  });",2026,"$277,500  4.0%  4.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Chennedy Carter  This HTML5 audio player is not supported by your browser  $('#chennedy-carter-pronounce-name-icon-96030').click(function (event) {  toggle_play_player_name_pronunciation('chennedy-carter',96030)  });  $('#chennedy-carter-pronounce-name-audio-96030').on('ended',function (event) {  pronounce_icon_not_playing('chennedy-carter-pronounce-name-icon-96030',96030)  });",2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Cheyenne Parker-Tyus  This HTML5 audio player is not supported by your browser  $('#cheyenne-parker-tyus-pronounce-name-icon-25803').click(function (event) {  toggle_play_player_name_pronunciation('cheyenne-parker-tyus',25803)  });  $('#cheyenne-parker-tyus-pronounce-name-audio-25803').on('ended',function (event) {  pronounce_icon_not_playing('cheyenne-parker-tyus-pronounce-name-icon-25803',25803)  });",2026,"$277,500  4.0%  4.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Cheyenne Parker-Tyus  This HTML5 audio player is not supported by your browser  $('#cheyenne-parker-tyus-pronounce-name-icon-25803').click(function (event) {  toggle_play_player_name_pronunciation('cheyenne-parker-tyus',25803)  });  $('#cheyenne-parker-tyus-pronounce-name-audio-25803').on('ended',function (event) {  pronounce_icon_not_playing('cheyenne-parker-tyus-pronounce-name-icon-25803',25803)  });",2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Brianna Turner  This HTML5 audio player is not supported by your browser  $('#brianna-turner-pronounce-name-icon-85679').click(function (event) {  toggle_play_player_name_pronunciation('brianna-turner',85679)  });  $('#brianna-turner-pronounce-name-audio-85679').on('ended',function (event) {  pronounce_icon_not_playing('brianna-turner-pronounce-name-icon-85679',85679)  });",2026,"$277,500  4.0%  4.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"Brianna Turner  This HTML5 audio player is not supported by your browser  $('#brianna-turner-pronounce-name-icon-85679').click(function (event) {  toggle_play_player_name_pronunciation('brianna-turner',85679)  });  $('#brianna-turner-pronounce-name-audio-85679').on('ended',function (event) {  pronounce_icon_not_playing('brianna-turner-pronounce-name-icon-85679',85679)  });",2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Janiah Barker,2026,"$270,000  3.9%  4.8%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Janiah Barker,2027,"$288,600  $???,???  6.7%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Janiah Barker,2028,"$317,460  $???,???  7.6%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Janiah Barker,2029,"$358,730  $???,???  50.0%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Janiah Barker,2030,RFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Jordan Obi,2026,"$270,000  3.9%  4.8%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Jordan Obi,2027,"$288,600  $???,???  6.7%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Jordan Obi,2028,"$317,460  $???,???  7.6%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Jordan Obi,2029,"$358,730  $???,???  50.0%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Jordan Obi,2030,RFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2026,"$5,612,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2027,"$4,336,200",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2028,"$4,158,420",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2029,"$717,460",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Salaries  (excl. TC & D),2030,$0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2026,7,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2027,6,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2028,5,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2029,2,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Players  (excl. TC & D),2030,0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Cap Room,2026,"$1,387,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Open Roster Slots,2026,5,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Guaranteed Salary,2026,"$5,612,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Guaranteed Salary,2027,"$3,759,000",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Guaranteed Salary,2028,"$3,523,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Guaranteed Salary,2029,$0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Guaranteed Salary,2030,$0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Protected Veterans,2026,7,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Protected Veterans,2027,4,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Protected Veterans,2028,3,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Protected Veterans,2029,0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Total Protected Veterans,2030,0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Open Protected Veteran Slots,2026,0,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Core Player,2026,Available,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 2 Pick ? (?) (LVA),2027,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 2 Pick ? (?) (LVA),2028,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 2 Pick ? (?) (LVA),2029,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 2 Pick ? (?) (LVA),2030,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (LVA),2027,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (LVA),2028,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (LVA),2029,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,2027 Round 3 Pick ? (?) (LVA),2030,"$??,???  $??,???  $??,???",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Salary Cap,2026,"$7,000,000",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Roster Size Requirement,2026,12,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Maximum Protected Veterans,2026,7,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Supermaximum,2026,"$1,400,000",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Maximum,2026,"$1,190,000",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (0 YOS),2026,"$270,000",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (1 YOS),2026,"$277,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (2 YOS),2026,"$277,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (3 YOS),2026,"$277,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (4-6 YOS),2026,"$277,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (7-9 YOS),2026,"$277,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,Player Minimum (10+ YOS),2026,"$277,500",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,salary,"All values shown reflect cap hit, not base salary.",2026,"All values shown reflect cap hit, not base salary.",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-60406').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',60406)  });  $('#aja-wilson-pronounce-name-audio-60406').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-60406',60406)  });",2026,"$1,400,000  20.0%  24.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-60406').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',60406)  });  $('#aja-wilson-pronounce-name-audio-60406').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-60406',60406)  });",2027,"$1,470,000  $???,???  33.9%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-60406').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',60406)  });  $('#aja-wilson-pronounce-name-audio-60406').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-60406',60406)  });",2028,"$1,543,500  $???,???  37.1%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"A'ja Wilson  This HTML5 audio player is not supported by your browser  $('#aja-wilson-pronounce-name-icon-60406').click(function (event) {  toggle_play_player_name_pronunciation('aja-wilson',60406)  });  $('#aja-wilson-pronounce-name-audio-60406').on('ended',function (event) {  pronounce_icon_not_playing('aja-wilson-pronounce-name-icon-60406',60406)  });",2029,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Jackie Young  This HTML5 audio player is not supported by your browser  $('#jackie-young-pronounce-name-icon-4980').click(function (event) {  toggle_play_player_name_pronunciation('jackie-young',4980)  });  $('#jackie-young-pronounce-name-audio-4980').on('ended',function (event) {  pronounce_icon_not_playing('jackie-young-pronounce-name-icon-4980',4980)  });",2026,"$1,190,000  17.0%  21.2%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Jackie Young  This HTML5 audio player is not supported by your browser  $('#jackie-young-pronounce-name-icon-4980').click(function (event) {  toggle_play_player_name_pronunciation('jackie-young',4980)  });  $('#jackie-young-pronounce-name-audio-4980').on('ended',function (event) {  pronounce_icon_not_playing('jackie-young-pronounce-name-icon-4980',4980)  });",2027,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-78285').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',78285)  });  $('#chelsea-gray-pronounce-name-audio-78285').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-78285',78285)  });",2026,"$1,000,000  14.3%  17.8%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-78285').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',78285)  });  $('#chelsea-gray-pronounce-name-audio-78285').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-78285',78285)  });",2027,"$1,050,000  $???,???  24.2%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-78285').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',78285)  });  $('#chelsea-gray-pronounce-name-audio-78285').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-78285',78285)  });",2028,"$1,100,000  $???,???  26.5%",
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Chelsea Gray  This HTML5 audio player is not supported by your browser  $('#chelsea-gray-pronounce-name-icon-78285').click(function (event) {  toggle_play_player_name_pronunciation('chelsea-gray',78285)  });  $('#chelsea-gray-pronounce-name-audio-78285').on('ended',function (event) {  pronounce_icon_not_playing('chelsea-gray-pronounce-name-icon-78285',78285)  });",2029,UFA,
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-35462').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',35462)  });  $('#jewell-loyd-pronounce-name-audio-35462').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-35462',35462)  });",2026,"$800,000  11.4%  14.3%","2022, 2023"
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-35462').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',35462)  });  $('#jewell-loyd-pronounce-name-audio-35462').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-35462',35462)  });",2027,"$840,000  $???,???  19.4%","2022, 2023"
Las Vegas Aces,las-vegas-aces-11eaecc7-3575-e2fe-b611-2362f5011b0b,pct_cap,"Jewell Loyd  This HTML5 audio player is not supported by your browser  $('#jewell-loyd-pronounce-name-icon-35462').click(function (event) {  toggle_play_player_name_pronunciation('jewell-loyd',35462)  });  $('#jewell-loyd-pronounce-name-audio-35462').on('ended',function (event) {  pronounce_icon_not_playing('jewell-loyd-pronounce-name-icon-35462',35462)  });",2028,"$880,000  $???,???  21.2%","2022, 2023"
