player_id,player_name,team_id,team_name,season,position_group,salary_tier,salary,cap_hit,salary_as_pct_cap,archetype_family,archetype_label,role_band,service_band,skill_signature,archetype_confidence,archetype_reason,usage,ts_pct,mpg,tov_pct,ast_pct,reb_pct,stl_pct,blk_pct,three_par,rim_rate,playoff_games_career,playoff_minutes_career,high_leverage_experience_score,onoff_impact_score,onoff_sample_flag,on_minutes,off_minutes,primary_regular_season_lane,reg_2025_onoff_impact_score,reg_2025_on_minutes,reg_2025_off_minutes,reg_2025_on_net_rating,reg_2025_off_net_rating,reg_2025_net_rating_diff,reg_2025_ts_pct_on_off,reg_2025_efg_pct_on_off,reg_2025_usage_on_off,playoffs_2025_onoff_impact_score,playoffs_2025_on_minutes,playoffs_2025_off_minutes,playoffs_2025_on_net_rating,playoffs_2025_off_net_rating,playoffs_2025_net_rating_diff,playoffs_2025_ts_pct_on_off,playoffs_2025_efg_pct_on_off,playoffs_2025_usage_on_off,reg_2024_onoff_impact_score,reg_2024_on_minutes,reg_2024_off_minutes,reg_2024_on_net_rating,reg_2024_off_net_rating,reg_2024_net_rating_diff,reg_2024_ts_pct_on_off,reg_2024_efg_pct_on_off,reg_2024_usage_on_off,playoffs_2024_onoff_impact_score,playoffs_2024_on_minutes,playoffs_2024_off_minutes,playoffs_2024_on_net_rating,playoffs_2024_off_net_rating,playoffs_2024_net_rating_diff,playoffs_2024_ts_pct_on_off,playoffs_2024_efg_pct_on_off,playoffs_2024_usage_on_off,reg_2025_ts_pct,playoffs_2025_ts_pct,playoff_ts_pct_percentile,playoff_ts_pct_vs_reg_delta,playoff_performance_flag,playoff_performance_bonus
1628277,Allisha Gray,1611661330,Atlanta Dream,2026,Guard,Max / Protected Veteran Top Tier,1190000.0,1190000.0,0.17,Guard,Scoring Guard,Starter,early_career,balanced,0.95,efficiency,22.40025133521835,0.5950155763239875,33.833333,0.0133888185272299,0.0265967070743622,0.0403473855617875,0.0081418491043965,0.0027139497014655,,,7.0,238.0,32.76,0.0,large,473.5,130.917,reg_2025,0.0,473.5,130.917,,,,-0.038,-0.008,-4.708,0.0,36.091,9.455,,,,0.064,0.073,-3.165,,,,,,,,,,9.96,26.8,6.5,,,,0.058,0.085,-4.838,,,,,False,0.0
1642291,Angel Reese,1611661330,Atlanta Dream,2026,Forward,Low Rotation / Rookie Scale,350692.0,350692.0,0.05,Forward,Connector Wing,Starter,,balanced,0.95,balanced profile,23.818181818181817,0.541871921182266,31.633333,0.0317033852767329,0.0298226759806555,0.1012896292315959,0.0118216012896292,0.0053734551316496,,,,,,0.0,large,291.923,312.0,reg_2025,0.0,291.923,312.0,,,,-0.053,-0.053,-2.916,,,,,,,,,,0.0,315.429,177.357,,,,0.017,0.025,-2.074,,,,,,,,,,,,,,False,0.0
player:bella_fontleroy__atlanta_dream,Bella Fontleroy,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1628280,Brionna Jones,1611661330,Atlanta Dream,2026,Forward,Premium Starter,1000000.0,1000000.0,0.143,Forward,Rebounding Forward,Rotation,early_career,balanced,0.95,efficiency,21.056691091399923,0.5838509316770186,26.340909,0.0144567427151569,0.0214592274678111,0.0720578269708606,0.0108425570363677,0.0081319177772758,,,10.0,209.0,44.18,0.0,large,386.25,240.083,reg_2025,0.0,386.25,240.083,,,,-0.076,-0.047,-3.112,0.0,31.0,15.909,,,,-0.131,-0.119,-3.015,0.0,307.571,183.5,,,,-0.058,-0.033,-6.5,0.0,49.7,67.8,,,,-0.111,-0.125,-2.735,,,,,False,0.0
player:holly_winterburn__atlanta_dream,Holly Winterburn,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:indya_nivar__atlanta_dream,Indya Nivar,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:isobel_borlase__atlanta_dream,Isobel Borlase,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1628886,Jordin Canada,1611661330,Atlanta Dream,2026,Guard,High/Mid Starter,650000.0,650000.0,0.093,Guard,Primary Creator,Rotation,early_career,balanced,0.95,balanced profile,21.938479396401625,0.4968354430379746,27.25,0.020563847429519,0.0527363184079602,0.0301824212271973,0.0159203980099502,0.0029850746268656,,,5.0,135.0,22.7,0.0,large,254.25,405.0,reg_2025,0.0,254.25,405.0,,,,-0.015,0.023,-4.357,0.0,29.455,17.727,,,,0.036,0.047,-4.951,,,,,,,,,,0.0,21.6,13.0,,,,-0.165,-0.156,-10.829,,,,,False,0.0
player:laila_phelia__atlanta_dream,Laila Phelia,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1631032,Lorela Cubaj,1611661330,Atlanta Dream,2026,,,,,,,Rotation Forward,Bench,,balanced,0.61,balanced profile,9.8,0.4459459459459459,8.0,,,,,,,,2.0,22.0,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,8.8,29.2,,,,0.171,0.171,5.62,,,,,False,0.0
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,289133.0,289133.0,0.0409999999999999,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,Forward,High/Mid Starter,840000.0,840000.0,0.12,Forward,Usage Forward,Rotation,,balanced,0.95,efficiency,15.316045380875202,0.5775075987841946,25.045455,0.0116658889407372,0.0244983667755482,0.063229118058796,0.0048996733551096,0.0044330377974801,,,7.0,178.0,31.56,13.86,large,367.167,264.0,reg_2025,13.86,367.167,264.0,,,,0.001,0.025,-0.482,0.0,36.818,8.455,,,,-0.075,-0.081,-5.063,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Guard,Premium Starter,1100000.0,1100000.0,0.157,Guard,Scoring Guard,Starter,,balanced,0.95,balanced profile,23.62204724409449,0.5238095238095238,34.272727,0.0125800548947849,0.0349954254345837,0.0338517840805123,0.0116651418115279,0.0061756633119853,,,7.0,249.0,32.98,0.0,large,377.083,251.417,reg_2025,0.0,377.083,251.417,,,,-0.088,-0.063,-3.451,0.0,38.0,6.909,,,,-0.109,-0.063,-3.955,,,,,,,,,,0.0,27.6,5.5,,,,-0.012,0.007,-3.1,,,,,False,0.0
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
