player_id,player_name,team_id,team_name,season,position_group,salary_tier,salary,cap_hit,salary_as_pct_cap,archetype_family,archetype_label,role_band,service_band,skill_signature,archetype_confidence,archetype_reason,usage,ts_pct,mpg,tov_pct,ast_pct,reb_pct,stl_pct,blk_pct,three_par,rim_rate,playoff_games_career,playoff_minutes_career,high_leverage_experience_score,onoff_impact_score,onoff_sample_flag,on_minutes,off_minutes,primary_regular_season_lane,reg_2025_onoff_impact_score,reg_2025_on_minutes,reg_2025_off_minutes,reg_2025_on_net_rating,reg_2025_off_net_rating,reg_2025_net_rating_diff,reg_2025_ts_pct_on_off,reg_2025_efg_pct_on_off,reg_2025_usage_on_off,playoffs_2025_onoff_impact_score,playoffs_2025_on_minutes,playoffs_2025_off_minutes,playoffs_2025_on_net_rating,playoffs_2025_off_net_rating,playoffs_2025_net_rating_diff,playoffs_2025_ts_pct_on_off,playoffs_2025_efg_pct_on_off,playoffs_2025_usage_on_off,reg_2024_onoff_impact_score,reg_2024_on_minutes,reg_2024_off_minutes,reg_2024_on_net_rating,reg_2024_off_net_rating,reg_2024_net_rating_diff,reg_2024_ts_pct_on_off,reg_2024_efg_pct_on_off,reg_2024_usage_on_off,playoffs_2024_onoff_impact_score,playoffs_2024_on_minutes,playoffs_2024_off_minutes,playoffs_2024_on_net_rating,playoffs_2024_off_net_rating,playoffs_2024_net_rating_diff,playoffs_2024_ts_pct_on_off,playoffs_2024_efg_pct_on_off,playoffs_2024_usage_on_off,reg_2025_ts_pct,playoffs_2025_ts_pct,playoff_ts_pct_percentile,playoff_ts_pct_vs_reg_delta,playoff_performance_flag,playoff_performance_bonus
1631021,Sika Koné,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,Forward,Rotation Forward,Development,,balanced,0.85,balanced profile,17.277486910994764,0.5,4.473684,0.0176470588235294,0.0176470588235294,0.0558823529411764,,,,,4.0,12.0,16.24,0.0,large,3.667,718.25,reg_2025,0.0,3.667,718.25,,,,-0.247,-0.219,-3.429,0.0,1.091,53.364,,,,-0.262,-0.246,-13.713,0.0,17.615,595.154,,,,-0.012,-0.003,-5.538,,,,,,,,,,,,,,False,0.0
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,Forward,Rotation Forward,Development,,balanced,0.85,balanced profile,17.28395061728395,0.2307692307692307,2.117647,0.0068493150684931,0.0136986301369863,0.0410958904109589,0.0273972602739726,,,,1.0,2.0,4.04,0.0,large,12.0,707.833,reg_2025,0.0,12.0,707.833,,,,-0.184,-0.165,-4.479,0.0,0.727,53.909,,,,-0.262,-0.246,-11.398,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Guard,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,Guard,Primary Creator,Rotation,,balanced,0.95,efficiency,16.993051168667087,0.5555555555555556,16.511628,0.0158444364422038,0.03781058696435,0.0248469571480014,0.007202016564638,0.0032409074540871,,,3.0,29.0,12.58,100.0,large,236.5,427.167,reg_2025,100.0,236.5,427.167,,,,0.064,0.034,2.33,100.0,10.727,41.091,,,,-0.153,-0.15,4.298,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:kejia_ran__atlanta_dream,Kejia Ran,1611661330,Atlanta Dream,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:aicha_coulibaly__chicago_sky,Aicha Coulibaly,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1628922,Azurá Stevens,1611661329,Chicago Sky,2026,,Premium Starter,1000000.0,1000000.0,0.143,Forward,Rotation Forward,Starter,,balanced,0.85,efficiency,19.25152932709608,0.5955414012738853,28.159091,0.0130187144019528,0.0191212367778681,0.0716029292107404,0.0109845402766476,0.009560618388934,,,,,,0.0,medium,309.875,167.438,reg_2025,0.0,309.875,167.438,,,,-0.028,-0.028,-1.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
202664,Courtney Vandersloot,1611661329,Chicago Sky,2026,Guard,High/Mid Starter,750000.0,750000.0,0.107,Guard,Primary Creator,Rotation,rookie_scale,balanced,0.95,balanced profile,18.069815195071868,0.5211267605633803,27.285714,0.0215462610899873,0.0468948035487959,0.0278833967046894,0.0139416983523447,0.0025348542458808,,,21.0,484.0,93.68,0.0,large,58.615,603.615,reg_2025,0.0,58.615,603.615,,,,-0.184,-0.175,-6.714,,,,,,,,,,46.86,251.545,413.091,,,,-0.133,-0.131,1.623,0.0,57.182,132.909,,,,-0.183,-0.217,-6.177,,,,,False,0.0
1630096,DiJonai Carrington,1611661329,Chicago Sky,2026,,High/Mid Starter,650000.0,650000.0,0.093,Forward,Rotation Forward,Rotation,,balanced,0.85,balanced profile,23.78826530612245,0.482484076433121,21.290323,0.0217712177121771,0.0177121771217712,0.0461254612546125,0.0125461254612546,0.0047970479704797,,,15.0,314.0,66.28,0.0,large,45.938,494.312,reg_2025,0.0,45.938,494.312,,,,-0.142,-0.151,-6.357,100.0,9.364,90.818,,,,-0.075,-0.087,1.402,0.0,324.571,162.286,,,,-0.099,-0.091,-4.212,0.0,84.1,25.1,,,,-0.013,0.004,-2.447,,,,,False,0.0
204322,Elizabeth Williams,1611661329,Chicago Sky,2026,,High/Mid Starter,600000.0,600000.0,0.086,Forward,Rotation Forward,Rotation,,balanced,0.85,balanced profile,20.914058618976657,0.4986301369863014,21.023256,0.0161476355247981,0.0224913494809688,0.0643021914648212,0.0089388696655132,0.0112456747404844,,,2.0,66.0,9.32,48.03,large,278.0,329.462,reg_2025,48.03,278.0,329.462,,,,-0.0,-0.006,-0.288,,,,,,,,,,0.0,71.143,482.429,,,,-0.172,-0.171,-7.495,,,,,,,,,,,,,,False,0.0
player:gabriela_jaquez__chicago_sky,Gabriela Jaquez,1611661329,Chicago Sky,2026,,Low Rotation / Rookie Scale,380219.0,380219.0,0.054,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642817,Hailey Van Lith,1611661329,Chicago Sky,2026,Guard,Minimum / Training Camp / Draftee Band,289133.0,289133.0,0.0409999999999999,Guard,Scoring Guard,Bench,,balanced,0.95,balanced profile,20.05044136191677,0.4146341463414634,12.448276,0.0262773722627737,0.0328467153284671,0.0226277372262773,0.0087591240875912,0.002919708029197,,,,,,39.57,large,111.077,538.0,reg_2025,39.57,111.077,538.0,,,,0.049,0.06,-0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642292,Jacy Sheldon,1611661329,Chicago Sky,2026,Guard,Mid-Tier Rotation,402155.0,402155.0,0.057,Guard,Scoring Guard,Rotation,,balanced,0.95,efficiency,14.101738570508694,0.5957446808510638,23.266667,0.0112891478514202,0.0207574654042243,0.0207574654042243,0.0098324836125273,0.0021849963583394,,,,,,0.0,large,9.0,608.5,reg_2025,0.0,9.0,608.5,,,,-0.165,-0.151,-6.017,,,,,,,,,,100.0,286.385,263.077,,,,-0.008,-0.017,2.259,,,,,,,,,,,,,,False,0.0
player:jordan_hobbs__chicago_sky,Jordan Hobbs,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642289,Kamilla Cardoso,1611661329,Chicago Sky,2026,Center,Mid-Tier Rotation,461171.0,461171.0,0.066,Center,Rim Protector,Rotation,,balanced,0.95,efficiency,23.12300319488818,0.5632780082987552,27.375,0.0230130486358244,0.0232502965599051,0.0806642941874258,0.0033214709371293,0.0111506524317912,,,,,,100.0,large,336.923,255.769,reg_2025,100.0,336.923,255.769,,,,-0.011,-0.011,2.533,,,,,,,,,,1.3,250.286,258.571,,,,-0.02,-0.005,-1.069,,,,,,,,,,,,,,False,0.0
player:latasha_lattimore__chicago_sky,Latasha Lattimore,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642818,Maddy Westbeld,1611661329,Chicago Sky,2026,Forward,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,Forward,Usage Forward,Bench,,balanced,0.95,balanced profile,17.2,0.4734513274336283,13.538462,0.0120663650075414,0.0173453996983408,0.0467571644042232,0.0098039215686274,0.0052790346907993,,,,,,0.0,large,108.308,541.538,reg_2025,0.0,108.308,541.538,,,,0.023,0.022,-1.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:megan_nestor__chicago_sky,Megan Nestor,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1627671,Rachel Banham,1611661329,Chicago Sky,2026,Guard,Mid-Tier Rotation,425000.0,425000.0,0.061,Guard,Scoring Guard,Rotation,,balanced,0.95,balanced profile,17.861583091587235,0.5318559556786704,24.568182,0.0170960751264146,0.0286539850710329,0.0178184444979532,0.0062605345533349,0.0026486876956417,,,3.0,49.0,12.98,0.0,large,332.462,261.154,reg_2025,0.0,332.462,261.154,,,,-0.026,-0.029,-1.231,,,,,,,,,,0.0,90.429,458.429,,,,-0.107,-0.097,-3.784,,,,,,,,,,,,,,False,0.0
1642288,Rickea Jackson,1611661329,Chicago Sky,2026,Forward,Mid-Tier Rotation,430654.0,430654.0,0.062,Forward,Usage Forward,Starter,,balanced,0.95,balanced profile,22.83434650455927,0.5286259541984732,30.736842,0.0167417900837089,0.0137368534020176,0.026185876797596,0.00493668169135,0.0030049366816913,,,,,,0.0,medium,291.938,189.812,reg_2025,0.0,291.938,189.812,,,,-0.121,-0.119,-2.772,,,,,,,,,,46.02,323.357,161.714,,,,0.02,0.019,-0.323,,,,,,,,,,,,,,False,0.0
203400,Skylar Diggins,1611661329,Chicago Sky,2026,Guard,Premium Starter,920000.0,920000.0,0.131,Guard,Primary Creator,Starter,,balanced,0.95,balanced profile,24.01628222523745,0.532258064516129,31.232558,0.0173102529960053,0.049077420582081,0.0205440365227315,0.0098915731405744,0.0066577896138482,,,3.0,97.0,13.94,0.0,large,413.308,164.231,reg_2025,0.0,413.308,164.231,,,,-0.019,-0.001,-1.843,0.0,35.455,10.364,,,,-0.158,-0.162,-8.474,0.0,417.417,144.833,,,,-0.068,-0.054,-4.048,100.0,32.333,4.333,,,,-0.016,-0.032,7.222,,,,,False,0.0
player:sydney_taylor__chicago_sky,Sydney Taylor,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:tonie_morgan__chicago_sky,Tonie Morgan,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:aj_a_sivka__chicago_sky,Ajša Sivka,1611661329,Chicago Sky,2026,,Minimum / Training Camp / Draftee Band,289133.0,289133.0,0.0409999999999999,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642290,Aaliyah Edwards,1611661323,Connecticut Sun,2026,Forward,Low Rotation / Rookie Scale,375542.0,375542.0,0.054,Forward,Usage Forward,Bench,,balanced,0.95,balanced profile,19.386909693454847,0.5025906735751295,14.555556,0.0194959581550166,0.009510223490252,0.0627674750356633,0.0109367570137898,0.0066571564431764,,,,,,0.0,large,81.929,518.143,reg_2025,0.0,81.929,518.143,,,,-0.102,-0.111,-2.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642800,Aneesah Morrow,1611661323,Connecticut Sun,2026,Forward,Low Rotation / Rookie Scale,331563.0,331563.0,0.047,Forward,Rebounding Forward,Rotation,,balanced,0.95,balanced profile,21.90152801358234,0.4604105571847507,18.658537,0.0151715039577836,0.0069261213720316,0.0930079155672823,0.0105540897097625,0.0059366754617414,,,,,,18.73,large,203.8,323.467,reg_2025,18.73,203.8,323.467,,,,-0.062,-0.088,-0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
203829,Bria Hartley,1611661323,Connecticut Sun,2026,Guard,,,,,Guard,Scoring Guard,Rotation,,balanced,0.95,balanced profile,20.698510529019003,0.4985163204747774,22.947368,0.020053081686818,0.034503096431731,0.0221173695075199,0.0085520495429076,,,,,,,0.0,large,232.8,287.6,reg_2025,0.0,232.8,287.6,,,,-0.003,0.013,-1.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
203398,Brittney Griner,1611661323,Connecticut Sun,2026,Center,Max / Protected Veteran Top Tier,1190000.0,1190000.0,0.17,Center,Rim Protector,Rotation,early_career,balanced,0.95,efficiency,22.65224815025612,0.5634218289085545,20.25641,0.0189710610932475,0.0106109324758842,0.0652733118971061,0.0016077170418006,0.015112540192926,,,5.0,91.0,21.82,40.62,large,263.417,393.583,reg_2025,40.62,263.417,393.583,,,,-0.057,-0.021,-0.071,0.0,11.545,40.182,,,,0.041,0.036,-6.84,0.0,237.286,264.714,,,,-0.072,-0.05,-4.222,0.0,26.222,11.556,,,,0.139,0.139,-2.435,,,,,False,0.0
player:charlisse_leger-walker__connecticut_sun,Charlisse Leger-Walker,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1628890,Diamond DeShields,1611661323,Connecticut Sun,2026,,,,,,,Rotation Forward,Bench,,balanced,0.69,balanced profile,20.15732546705998,0.403954802259887,13.78125,,,,,,,,,,,74.98,large,126.0,414.0,reg_2024,,,,,,,,,,,,,,,,,,,74.98,126.0,414.0,,,,-0.028,-0.031,2.328,,,,,,,,,,,,,,False,0.0
1641649,Diamond Miller,1611661323,Connecticut Sun,2026,Forward,Mid-Tier Rotation,536588.0,536588.0,0.077,Forward,Usage Forward,Bench,,balanced,0.95,balanced profile,18.7192118226601,0.5128205128205128,10.85,0.0194730813287514,0.0177548682703321,0.0297823596792668,0.0068728522336769,0.0040091638029782,,,9.0,63.0,37.26,0.0,large,60.875,475.438,reg_2025,0.0,60.875,475.438,,,,-0.107,-0.121,-4.399,,,,,,,,,,100.0,65.385,535.462,,,,-0.061,-0.067,3.851,0.0,1.273,211.909,,,,-0.453,-0.426,-8.578,,,,,False,0.0
player:gianna_kneepkens__connecticut_sun,Gianna Kneepkens,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,289133.0,289133.0,0.0409999999999999,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
203863,Haley Peters,1611661323,Connecticut Sun,2026,,,,,,Forward,Rotation Forward,Bench,,balanced,0.85,balanced profile,13.105076741440376,0.3820224719101123,11.515152,0.0150170648464163,0.0170648464163822,0.0505119453924914,0.0075085324232081,0.0020477815699658,,,,,,100.0,large,101.2,451.867,reg_2025,100.0,101.2,451.867,,,,-0.024,-0.025,3.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:harmoni_turner__connecticut_sun,Harmoni Turner,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1629568,Kennedy Burke,1611661323,Connecticut Sun,2026,,Premium Starter,1000000.0,1000000.0,0.143,Forward,Rotation Forward,Rotation,,balanced,0.85,efficiency,16.0932944606414,0.6012396694214877,21.083333,0.0110353781239857,0.0146056475170399,0.0275884453099642,0.009087958455047,0.0051931191171697,,,9.0,97.0,37.94,37.11,large,167.182,518.545,reg_2024,,,,,,,,,,32.18,19.0,32.909,,,,-0.176,-0.204,0.507,37.11,167.182,518.545,,,,-0.03,-0.05,0.07,100.0,16.364,184.091,,,,0.081,0.095,6.288,,,,,False,0.0
player:kyla_oldacre__connecticut_sun,Kyla Oldacre,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:leila_lacan__connecticut_sun,Leila Lacan,1611661323,Connecticut Sun,2026,Guard,Minimum / Training Camp / Draftee Band,289133.0,289133.0,0.0409999999999999,Guard,Scoring Guard,nan,,balanced,0.61,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:madison_hayes__connecticut_sun,Madison Hayes,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,270000.0,270000.0,0.039,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
1642841,Mamignan Touré,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,277500.0,277500.0,0.04,Forward,Rotation Forward,Bench,,balanced,0.85,balanced profile,14.19939577039275,0.4615384615384615,8.166667,0.0137457044673539,0.0154639175257731,0.0120274914089347,0.0120274914089347,,,,,,,0.0,large,39.333,529.133,reg_2025,0.0,39.333,529.133,,,,-0.078,-0.069,-1.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
player:nell_angloma__connecticut_sun,Nell Angloma,1611661323,Connecticut Sun,2026,,Minimum / Training Camp / Draftee Band,289133.0,289133.0,0.0409999999999999,,Rotation Forward,nan,,balanced,0.45,balanced profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
