team,team_slug,row_type,player,season_year,salary_cap_hit,pct_of_cap,pct_of_team,status,core_years,raw_value,source,source_url
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Olivia Miles,2026,466913,6.7,7.6,,,"$466,913  6.7%  7.6%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Olivia Miles,2027,485590,,9.8,,,"$485,590  $???,???  9.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Olivia Miles,2028,534149,,35.3,,,"$534,149  $???,???  35.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Olivia Miles,2029,603588,,45.7,,,"$603,588  $???,???  45.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Olivia Miles,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Nia Coffey,2026,350000,5.0,5.7,,,"$350,000  5.0%  5.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Nia Coffey,2027,367500,,7.4,,,"$367,500  $???,???  7.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Nia Coffey,2028,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Dorka Juhasz,2026,318910,4.6,5.2,,,"$318,910  4.6%  5.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Dorka Juhasz,2027,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Anastasiia Olairi Kosu,2026,277500,4.0,4.5,,,"$277,500  4.0%  4.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Anastasiia Olairi Kosu,2027,305250,,6.1,,,"$305,250  $???,???  6.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Anastasiia Olairi Kosu,2028,344933,,22.8,,,"$344,933  $???,???  22.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Anastasiia Olairi Kosu,2029,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Liatu King,2026,277500,4.0,4.5,,,"$277,500  4.0%  4.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Liatu King,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Jaylyn Sherrod,2026,277500,4.0,4.5,,,"$277,500  4.0%  4.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Jaylyn Sherrod,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Lani White,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Lani White,2027,288600,,5.8,,,"$288,600  $???,???  5.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Lani White,2028,317460,,21.0,,,"$317,460  $???,???  21.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Lani White,2029,358730,,27.2,,,"$358,730  $???,???  27.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Lani White,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Aubrey Griffin,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Aubrey Griffin,2027,288600,,5.8,,,"$288,600  $???,???  5.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Aubrey Griffin,2028,317460,,21.0,,,"$317,460  $???,???  21.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Aubrey Griffin,2029,358730,,27.2,,,"$358,730  $???,???  27.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Aubrey Griffin,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Amaya Battle,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Amaya Battle,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Antonia Delaere,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Antonia Delaere,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Eliska Hamzova,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Eliska Hamzova,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Emma Cechova,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Emma Cechova,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Jade Masogayo,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Jade Masogayo,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Ra Shaya Kyle,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Ra Shaya Kyle,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Reigan Richardson,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Reigan Richardson,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Sakima Walker,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Sakima Walker,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Saylor Poffenbarger,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Saylor Poffenbarger,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,unsigned_draftee,Maia Hirsch,2026,289133,4.1,4.7,,,"$289,133  4.1%  4.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,unsigned_draftee,Maia Hirsch,2027,300698,,6.1,,,"$300,698  $???,???  6.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,unsigned_draftee,Maia Hirsch,2028,330768,,21.8,,,"$330,768  $???,???  21.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,unsigned_draftee,Maia Hirsch,2029,373768,,28.3,,,"$373,768  $???,???  28.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,unsigned_draftee,Maia Hirsch,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (MIN),2027,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (MIN),2028,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (MIN),2029,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (MIN),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (MIN),2027,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (MIN),2028,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (MIN),2029,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (MIN),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Sabrina Ionescu,2026,1190000,17.0,21.9,,"2026, 2027, 2028","$1,190,000  17.0%  21.9%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Sabrina Ionescu,2027,1249500,,25.3,,"2026, 2027, 2028","$1,249,500  $???,???  25.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Sabrina Ionescu,2028,1311975,,33.4,,"2026, 2027, 2028","$1,311,975  $???,???  33.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Sabrina Ionescu,2029,,,,UFA,"2026, 2027, 2028",UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Breanna Stewart,2026,1190000,17.0,21.9,,"2024, 2025","$1,190,000  17.0%  21.9%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Breanna Stewart,2027,1249500,,25.3,,"2024, 2025","$1,249,500  $???,???  25.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Breanna Stewart,2028,1311975,,33.4,,"2024, 2025","$1,311,975  $???,???  33.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Breanna Stewart,2029,,,,UFA,"2024, 2025",UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Jonquel Jones,2026,1190000,17.0,21.9,,"2022, 2023","$1,190,000  17.0%  21.9%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Jonquel Jones,2027,1249500,,25.3,,"2022, 2023","$1,249,500  $???,???  25.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Jonquel Jones,2028,1309000,,33.3,,"2022, 2023","$1,309,000  $???,???  33.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Jonquel Jones,2029,,,,UFA,"2022, 2023",UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Satou Sabally,2026,815000,11.6,15.0,,2025,"$815,000  11.6%  15.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Satou Sabally,2027,855750,,17.3,,2025,"$855,750  $???,???  17.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Satou Sabally,2028,,,,UFA,2025,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Betnijah Laney-Hamilton,2026,400000,5.7,7.4,,,"$400,000  5.7%  7.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Betnijah Laney-Hamilton,2027,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Rebecca Allen,2026,350000,5.0,6.4,,,"$350,000  5.0%  6.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Rebecca Allen,2027,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Leonie Fiebich,2026,293510,4.2,5.4,,,"$293,510  4.2%  5.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Leonie Fiebich,2027,331666,,6.7,,,"$331,666  $???,???  6.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Leonie Fiebich,2028,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Rebekah Gardner,2026,277500,4.0,5.1,,,"$277,500  4.0%  5.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Rebekah Gardner,2027,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Marine Johannès,2026,277500,4.0,5.1,,,"$277,500  4.0%  5.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Marine Johannès,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,DiDi Richards,2026,277500,4.0,5.1,,,"$277,500  4.0%  5.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,DiDi Richards,2027,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Han Xu,2026,277500,4.0,5.1,,,"$277,500  4.0%  5.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Han Xu,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Alex Fowler,2026,270000,3.9,5.0,,,"$270,000  3.9%  5.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Alex Fowler,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ashley Owusu,2026,270000,3.9,5.0,,,"$270,000  3.9%  5.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ashley Owusu,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Derin Erdogan,2026,270000,3.9,5.0,,,"$270,000  3.9%  5.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Derin Erdogan,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ny'Ceara Pryor,2026,270000,3.9,5.0,,,"$270,000  3.9%  5.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ny'Ceara Pryor,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Pauline Astier,2026,270000,3.9,5.0,,,"$270,000  3.9%  5.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Pauline Astier,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Raquel Carrera,2026,270000,3.9,5.0,,,"$270,000  3.9%  5.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
