team,team_slug,row_type,player,season_year,salary_cap_hit,pct_of_cap,pct_of_team,status,core_years,raw_value,source,source_url
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (DAL),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (MIN),2027,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (MIN),2028,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (MIN),2029,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Dallas Wings,dallas-wings-11eaecc7-3583-13fc-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (MIN),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Gabby Williams,2026,1190000,17.0,19.2,,2025.0,"$1,190,000  17.0%  19.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Gabby Williams,2027,1249500,,22.6,,2025.0,"$1,249,500  $???,???  22.6%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Gabby Williams,2028,1309000,,38.5,,2025.0,"$1,309,000  $???,???  38.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Gabby Williams,2029,,,,UFA,2025.0,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Veronica Burton,2026,925000,13.2,15.0,,,"$925,000  13.2%  15.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Veronica Burton,2027,971250,,17.6,,,"$971,250  $???,???  17.6%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Veronica Burton,2028,1017500,,30.0,,,"$1,017,500  $???,???  30.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Veronica Burton,2029,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kayla Thornton,2026,750000,10.7,12.1,,,"$750,000  10.7%  12.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kayla Thornton,2027,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaila Charles,2026,600000,8.6,9.7,,,"$600,000  8.6%  9.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaila Charles,2027,615000,,11.1,,,"$615,000  $???,???  11.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaila Charles,2028,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Tiffany Hayes,2026,600000,8.6,9.7,,,"$600,000  8.6%  9.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Tiffany Hayes,2027,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Janelle Salaün,2026,500000,7.1,8.1,,,"$500,000  7.1%  8.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Janelle Salaün,2027,520000,,9.4,,,"$520,000  $???,???  9.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Janelle Salaün,2028,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Cecilia Zandalasini,2026,500000,7.1,8.1,,,"$500,000  7.1%  8.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Cecilia Zandalasini,2027,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Iliana Rupert,2026,450000,6.4,7.3,,,"$450,000  6.4%  7.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Iliana Rupert,2027,472500,,8.6,,,"$472,500  $???,???  8.6%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Iliana Rupert,2028,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Justė Jocytė,2026,380219,5.4,6.1,,,"$380,219  5.4%  6.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Justė Jocytė,2027,395428,,7.2,,,"$395,428  $???,???  7.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Justė Jocytė,2028,434971,,12.8,,,"$434,971  $???,???  12.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Justė Jocytė,2029,491517,,40.7,,,"$491,517  $???,???  40.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Justė Jocytė,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kiah Stokes,2026,375000,5.4,6.1,,,"$375,000  5.4%  6.1%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kiah Stokes,2027,386250,,7.0,,,"$386,250  $???,???  7.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kiah Stokes,2028,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kate Martin,2026,293510,4.2,4.7,,,"$293,510  4.2%  4.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kate Martin,2027,331666,,6.0,,,"$331,666  $???,???  6.0%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kate Martin,2028,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Laeticia Amihere,2026,277500,4.0,4.5,,,"$277,500  4.0%  4.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Laeticia Amihere,2027,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaitlyn Chen,2026,277500,4.0,4.5,,,"$277,500  4.0%  4.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Kaitlyn Chen,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ashlon Jackson,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ashlon Jackson,2027,288600,,5.2,,,"$288,600  $???,???  5.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ashlon Jackson,2028,317460,,9.3,,,"$317,460  $???,???  9.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ashlon Jackson,2029,358730,,29.7,,,"$358,730  $???,???  29.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ashlon Jackson,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Marta Suárez,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Marta Suárez,2027,288600,,5.2,,,"$288,600  $???,???  5.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Marta Suárez,2028,317460,,9.3,,,"$317,460  $???,???  9.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Marta Suárez,2029,358730,,29.7,,,"$358,730  $???,???  29.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Marta Suárez,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Caroline Ducharme,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Caroline Ducharme,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Cate Reese,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Cate Reese,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Mariella Fasoula,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Mariella Fasoula,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Miela Sowah,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Miela Sowah,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ndjakalenga Mwenentanda,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,roster_player,Ndjakalenga Mwenentanda,2027,,,,Reserved,,Reserved,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,unsigned_draftee,Kokoro Tanaka,2026,270000,3.9,4.4,,,"$270,000  3.9%  4.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,unsigned_draftee,Kokoro Tanaka,2027,288600,,5.2,,,"$288,600  $???,???  5.2%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,unsigned_draftee,Kokoro Tanaka,2028,317460,,9.3,,,"$317,460  $???,???  9.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,unsigned_draftee,Kokoro Tanaka,2029,358730,,29.7,,,"$358,730  $???,???  29.7%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,unsigned_draftee,Kokoro Tanaka,2030,,,,RFA,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (GSV),2027,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (GSV),2028,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (GSV),2029,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (GSV),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (GSV),2027,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (GSV),2028,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (GSV),2029,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (GSV),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (GSV),2027,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (GSV),2028,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (GSV),2029,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Golden State Valkyries,golden-state-valkyries-11efb2ba-e2c6-f520-8806-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (GSV),2030,,,,"$??,???  $??,???  $??,???",,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Kelsey Mitchell,2026,1400000,20.0,21.8,,"2025, 2026","$1,400,000  20.0%  21.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Kelsey Mitchell,2027,,,,UFA,"2025, 2026",UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aliyah Boston,2026,1000000,14.3,15.6,,,"$1,000,000  14.3%  15.6%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aliyah Boston,2027,1470000,,30.3,,,"$1,470,000  $???,???  30.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aliyah Boston,2028,1543500,,60.8,,,"$1,543,500  $???,???  60.8%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aliyah Boston,2029,1620675,,68.9,,,"$1,620,675  $???,???  68.9%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Aliyah Boston,2030,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Monique Billings,2026,800000,11.4,12.4,,,"$800,000  11.4%  12.4%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Monique Billings,2027,800000,,16.5,,,"$800,000  $???,???  16.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Monique Billings,2028,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Lexie Hull,2026,765000,10.9,11.9,,,"$765,000  10.9%  11.9%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Lexie Hull,2027,803250,,16.5,,,"$803,250  $???,???  16.5%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Lexie Hull,2028,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Sophie Cunningham,2026,665000,9.5,10.3,,,"$665,000  9.5%  10.3%",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Indiana Fever,indiana-fever-11eaecc7-3565-c004-b611-2362f5011b0b,roster_player,Sophie Cunningham,2027,,,,UFA,,UFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
