team,team_slug,metric,season_year,value_numeric,value_text,source,source_url
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Salaries (excl. TC & D),2030,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Players (excl. TC & D),2026,9,9,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Players (excl. TC & D),2027,8,8,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Players (excl. TC & D),2028,6,6,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Players (excl. TC & D),2029,4,4,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Players (excl. TC & D),2030,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Cap Room,2026,1817293,"$1,817,293",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Open Roster Slots,2026,3,3,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Guaranteed Salary,2026,4715794,"$4,715,794",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Guaranteed Salary,2027,2445000,"$2,445,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Guaranteed Salary,2028,1250000,"$1,250,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Guaranteed Salary,2029,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Guaranteed Salary,2030,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Protected Veterans,2026,6,6,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Protected Veterans,2027,3,3,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Protected Veterans,2028,1,1,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Protected Veterans,2029,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Total Protected Veterans,2030,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Open Protected Veteran Slots,2026,1,1,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Core Player,2026,,E. Magbegor,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Core Player,2027,,E. Magbegor,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,Core Player,2028,,E. Magbegor,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Salaries (excl. TC & D),2026,5206957,"$5,206,957",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Salaries (excl. TC & D),2027,3778110,"$3,778,110",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Salaries (excl. TC & D),2028,1068579,"$1,068,579",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Salaries (excl. TC & D),2029,817720,"$817,720",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Salaries (excl. TC & D),2030,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Players (excl. TC & D),2026,8,8,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Players (excl. TC & D),2027,6,6,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Players (excl. TC & D),2028,3,3,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Players (excl. TC & D),2029,2,2,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Players (excl. TC & D),2030,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Cap Room,2026,1793043,"$1,793,043",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Open Roster Slots,2026,4,4,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Guaranteed Salary,2026,4529457,"$4,529,457",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Guaranteed Salary,2027,2815000,"$2,815,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Guaranteed Salary,2028,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Guaranteed Salary,2029,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Guaranteed Salary,2030,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Protected Veterans,2026,5,5,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Protected Veterans,2027,3,3,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Protected Veterans,2028,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Protected Veterans,2029,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Total Protected Veterans,2030,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Open Protected Veteran Slots,2026,2,2,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Core Player,2026,,M. Mabrey,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,Core Player,2027,,M. Mabrey,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Salaries (excl. TC & D),2026,3772900,"$3,772,900",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Salaries (excl. TC & D),2027,5150357,"$5,150,357",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Salaries (excl. TC & D),2028,4786593,"$4,786,593",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Salaries (excl. TC & D),2029,1991344,"$1,991,344",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Salaries (excl. TC & D),2030,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Players (excl. TC & D),2026,7,7,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Players (excl. TC & D),2027,11,11,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Players (excl. TC & D),2028,10,10,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Players (excl. TC & D),2029,5,5,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Players (excl. TC & D),2030,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Cap Room,2026,3227100,"$3,227,100",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Open Roster Slots,2026,5,5,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Guaranteed Salary,2026,2297163,"$2,297,163",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Guaranteed Salary,2027,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Guaranteed Salary,2028,1190000,"$1,190,000",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Guaranteed Salary,2029,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Guaranteed Salary,2030,0,$0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Protected Veterans,2026,2,2,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Protected Veterans,2027,1,1,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Protected Veterans,2028,1,1,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Protected Veterans,2029,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Total Protected Veterans,2030,0,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Open Protected Veteran Slots,2026,5,5,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,Core Player,2026,,Available,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
