team,team_slug,row_type,player,core_years,salary_cap_hit_2026,pct_of_cap_2026,pct_of_team_2026,status_2026,salary_cap_hit_2027,pct_of_cap_2027,pct_of_team_2027,status_2027,salary_cap_hit_2028,pct_of_cap_2028,pct_of_team_2028,status_2028,salary_cap_hit_2029,pct_of_cap_2029,pct_of_team_2029,status_2029,salary_cap_hit_2030,pct_of_cap_2030,pct_of_team_2030,status_2030,source,source_url
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Napheesa Collier,2026,1400000,20.0,22.7,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Kayla McBride,,1190000,17.0,19.3,,1249500,,25.1,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Courtney Williams,,1190000,17.0,19.3,,1249500,,25.1,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Natasha Howard,"2021, 2022, 2023, 2024",700000,10.0,11.4,,735000,,14.8,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Olivia Miles,,466913,6.7,7.6,,485590,,9.8,,534149,,35.3,,603588,,45.7,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Nia Coffey,,350000,5.0,5.7,,367500,,7.4,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Dorka Juhasz,,318910,4.6,5.2,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Anastasiia Olairi Kosu,,277500,4.0,4.5,,305250,,6.1,,344933,,22.8,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Liatu King,,277500,4.0,4.5,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Jaylyn Sherrod,,277500,4.0,4.5,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Lani White,,270000,3.9,4.4,,288600,,5.8,,317460,,21.0,,358730,,27.2,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Aubrey Griffin,,270000,3.9,4.4,,288600,,5.8,,317460,,21.0,,358730,,27.2,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Amaya Battle,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Antonia Delaere,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Eliska Hamzova,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Emma Cechova,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Jade Masogayo,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Ra Shaya Kyle,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Reigan Richardson,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Sakima Walker,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,roster_player,Saylor Poffenbarger,,270000,3.9,4.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,unsigned_draftee,Maia Hirsch,,289133,4.1,4.7,,300698,,6.1,,330768,,21.8,,373768,,28.3,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (MIN),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Minnesota Lynx,minnesota-lynx-11eaecc7-357c-772c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (MIN),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Sabrina Ionescu,"2026, 2027, 2028",1190000,17.0,21.9,,1249500,,25.3,,1311975,,33.4,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Breanna Stewart,"2024, 2025",1190000,17.0,21.9,,1249500,,25.3,,1311975,,33.4,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Jonquel Jones,"2022, 2023",1190000,17.0,21.9,,1249500,,25.3,,1309000,,33.3,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Satou Sabally,2025,815000,11.6,15.0,,855750,,17.3,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Betnijah Laney-Hamilton,,400000,5.7,7.4,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Rebecca Allen,,350000,5.0,6.4,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Leonie Fiebich,,293510,4.2,5.4,,331666,,6.7,,,,,RFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Rebekah Gardner,,277500,4.0,5.1,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Marine Johannès,,277500,4.0,5.1,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,DiDi Richards,,277500,4.0,5.1,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Han Xu,,277500,4.0,5.1,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Alex Fowler,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ashley Owusu,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Derin Erdogan,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ny'Ceara Pryor,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Pauline Astier,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Raquel Carrera,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Seehia Ridard,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Ugonne Onyiah,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Anneli Maley,,270000,3.9,5.0,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Natasha Cloud,,,,,UFA,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Emma Meesseman,,,,,UFA,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Total Salaries (excl. TC),,5428510,,,,4935916,,,,3932950,,,,0,,,,0,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,roster_player,Total Players (excl. TC),,,,,7,,,,5,,,,3,,,,0,,,,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,unsigned_draftee,Manuela Puoch,,270000,3.9,5.0,,288600,,5.8,,317460,,8.1,,358730,,,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,unsigned_draftee,Marine Fauthoux,,270000,3.9,5.0,,288600,,5.8,,317460,,8.1,,358730,,,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (NYL),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (NYL),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
New York Liberty,new-york-liberty-11eaecc7-356f-5524-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (NYL),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Kahleah Copper,"2022, 2023",1200000,17.1,24.8,,1260000,,33.7,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Alyssa Thomas,2025,1200000,17.1,24.8,,1200000,,32.1,,1200000,,100.0,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Sami Whitcomb,,735000,10.5,15.2,,700000,,18.7,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Valériane Ayayi,,500000,7.1,10.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,DeWanna Bonner,"2015, 2016, 2018, 2019",500000,7.1,10.3,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Natasha Mack,,303600,4.3,6.3,,288600,,7.7,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Monique Akoa Makani,,300000,4.3,6.2,,288600,,7.7,,,,,Reserved,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Kyara Linskens,,277500,4.0,5.7,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Jaime Nared,,277500,4.0,5.7,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Aisha Sheppard,,277500,4.0,5.7,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Kathryn Westbeld,,277500,4.0,5.7,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Kiana Williams,,277500,4.0,5.7,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Ashten Prechtel,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Jovana Nogic,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Kara Dunn,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Lauren Jensen,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Lee Seul Kang,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Maggie Doogan,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Morgan Maly,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Noemie Brochant,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Quionche Carter,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Shay Ciezki,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Yarden Garzon,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Jillian Alleyne,,270000,3.9,5.6,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Helena Pueyo,,,,,SuspCE,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Julia Ayrault,,,,,SuspCE,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Klara Lundquist,,,,,SuspCE,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Kalani Brown,,100000,1.4,2.1,,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Total Salaries (excl. TC),,4838600,,,,3737200,,,,1200000,,,,0,,,,0,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,roster_player,Total Players (excl. TC),,,,,7,,,,5,,,,1,,,,0,,,,0,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,unsigned_draftee,Eszter Ratkai,,270000,3.9,5.6,,288600,,7.7,,317460,,26.5,,358730,,,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,unsigned_draftee,Ines Pitarch-Granel,,270000,3.9,5.6,,288600,,7.7,,317460,,26.5,,358730,,,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (PHX),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 2 Pick ? (?) (PHX),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (PHX),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Bridget Carleton,"2026, 2027, 2028",1190000,17.0,27.9,,1249500,,34.0,,1309000,,43.2,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Megan Gustafson,,500000,7.1,11.7,,525000,,14.3,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
