player_id,player_name,team_id,team_name,season,salary_tier,salary,cap_hit,expected_salary_source,expected_salary,salary_history_reference_salary,salary_history_gap,salary_history_gap_pct,historical_salary_latest,historical_salary_median,historical_salary_mean,historical_salary_min,historical_salary_max,historical_salary_rows,historical_salary_latest_season,historical_salary_latest_contract_year,historical_salary_latest_signing,historical_salary_contract_years,historical_salary_tier,recommended_salary_low,recommended_salary_high,salary_gap,salary_gap_pct,market_discount_pct,production_score,salary_efficiency_score,scarcity_score,playoff_performance_score,playoff_score,onoff_score,value_score,value_label,undervalued_flag,hidden_talent_flag,overvalued_flag,archetype_family,archetype_label,role_band,service_band,skill_signature,comp_count,playoff_ts_pct_percentile,playoff_ts_pct_vs_reg_delta,playoff_performance_flag,playoff_performance_bonus,reg_2025_onoff_impact_score,playoffs_2025_onoff_impact_score,reg_2024_onoff_impact_score,playoffs_2024_onoff_impact_score
202252,Alysha Clark,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,423478.5,277500.0,0.0,0.0,277500.0,205908.0,197802.66666666666,110000.0,277500.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,359956.725,487000.27499999997,-145978.5,-0.34471289569600344,-0.34471289569600344,47.66,67.24,0.0,50.17,74.3,50.0,49.58,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,54.1,,0.0,
1629539,Amy Okonkwo,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,277500.0,270000.0,0.0,0.0,270000.0,270000.0,270000.0,270000.0,270000.0,1.0,2025.0,2026.0,UFA,2026,Starter,235875.0,319125.0,-7500.0,-0.02702702702702703,-0.02702702702702703,56.37,51.35,0.0,50.17,50.04,50.0,47.0,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
1629481,Arike Ogunbowale,1611661321,Dallas Wings,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,1190000.0,1190000.0,0.0,0.0,1190000.0,249032.0,560338.6666666666,241984.0,1190000.0,3.0,2025.0,2026.0,Core,2024|2025|2026,Star,1011500.0,1368500.0,0.0,0.0,0.0,50.57,50.0,0.0,50.17,46.58,50.0,43.9,Risk,False,False,True,,Rotation Forward,Starter,early_career,balanced,5,,,False,0.0,0.0,,0.0,
1630386,Awak Kuier,1611661321,Dallas Wings,2026,Mid-Tier Rotation,525000.0,525000.0,comparables,277500.0,89302.0,435698.0,4.878927683590513,89302.0,89302.0,89302.0,89302.0,89302.0,1.0,2023.0,2024.0,Rookie,2024,Low,235875.0,319125.0,247500.0,0.8918918918918919,0.8918918918918919,38.86,5.41,0.0,50.17,41.54,50.0,27.77,Overvalued,True,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,,,,
1642793,Aziaha James,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,331563.0,289133.0,0.0,0.0,289133.0,289133.0,289133.0,289133.0,289133.0,1.0,2025.0,2026.0,Rookie,2026,Starter,281828.55,381297.44999999995,-42430.0,-0.1279696467941236,-0.1279696467941236,49.43,56.4,0.0,50.17,50.04,50.0,45.3,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,48.29,,,
player:azzi_fudd__dallas_wings,Azzi Fudd,1611661321,Dallas Wings,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,436016.0,,,,,,,,,,,,,,,370613.6,501418.39999999997,63984.0,0.14674690837033502,0.14674690837033502,50.01,42.66,0.0,50.17,50.04,50.0,42.25,Risk,True,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:costanza_verona__dallas_wings,Costanza Verona,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1641675,Dulcy Fankam Mendjiadeu,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,400000.0,13188.0,264312.0,20.041856232939036,13188.0,13188.0,13188.0,13188.0,13188.0,1.0,2023.0,2024.0,--,2024,Minimum,340000.0,459999.99999999994,-122500.0,-0.30625,-0.30625,47.55,65.31,0.0,50.17,50.04,50.0,46.65,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,
1641658,Grace Berger,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,17214.0,76153.6,1666.0,277500.0,5.0,2025.0,2026.0,Reserved,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,34.52,50.0,0.0,50.17,13.8,50.0,33.88,Overvalued,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,27.69,0.0
1642808,JJ Quinerly,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,49.19,50.0,0.0,50.17,50.04,50.0,43.66,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,
1629491,Jessica Shepard,1611661321,Dallas Wings,2026,Premium Starter,1000000.0,1000000.0,comparables,1000000.0,1000000.0,0.0,0.0,1000000.0,561800.0,561800.0,123600.0,1000000.0,2.0,2025.0,2026.0,UFA,2024|2026,Star,850000.0,1150000.0,0.0,0.0,0.0,53.1,50.0,0.0,50.17,48.47,50.0,45.15,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,0.0,,
1629574,Li Yueru,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,171789.5,171789.5,66079.0,277500.0,2.0,2025.0,2026.0,Reserved,2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,45.99,50.0,0.0,50.17,50.04,50.0,42.32,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,15.68,
1628263,Lindsay Allen,1611661321,Dallas Wings,2026,Mid-Tier Rotation,410000.0,410000.0,comparables,277500.0,410000.0,0.0,0.0,410000.0,90000.0,196666.66666666666,90000.0,410000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,235875.0,319125.0,132500.0,0.4774774774774775,0.4774774774774775,45.74,26.13,0.0,50.17,50.04,50.0,36.49,Risk,True,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,100.0,,100.0,
1641661,Lou Lopez Sénéchal,1611661321,Dallas Wings,2026,,,,comparables,277500.0,79999.0,,,79999.0,76363.0,76363.0,72727.0,79999.0,2.0,2024.0,2025.0,Rookie,2024|2025,Minimum,235875.0,319125.0,,,,37.81,50.0,0.0,50.17,50.04,50.0,38.88,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,
1641652,Maddy Siegrist,1611661321,Dallas Wings,2026,Mid-Tier Rotation,501080.0,501080.0,comparables,277500.0,501080.0,0.0,0.0,501080.0,83371.0,220081.0,75792.0,501080.0,3.0,2025.0,2026.0,Rookie,2024|2025|2026,Star,235875.0,319125.0,223580.0,0.8056936936936937,0.8056936936936937,56.94,9.72,0.0,50.17,38.38,50.0,36.09,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,57.51,,,
203824,Odyssey Sims,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,315000.0,277500.0,0.0,0.0,277500.0,13911.0,56116.71428571428,7949.0,277500.0,7.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,267750.0,362250.0,-37500.0,-0.11904761904761904,-0.11904761904761904,50.81,55.95,0.0,50.17,68.01,50.0,47.57,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,
1642784,Paige Bueckers,1611661321,Dallas Wings,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,430654.0,500000.0,0.0,0.0,500000.0,500000.0,500000.0,500000.0,500000.0,1.0,2025.0,2026.0,Rookie,2026,Star,366055.89999999997,495252.1,69346.0,0.1610248598642994,0.1610248598642994,62.68,41.95,0.0,50.17,50.04,50.0,47.4,Risk,True,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,16.48,,,
1642796,Rayah Marshall,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,40.72,50.0,0.0,50.17,50.04,50.0,40.11,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,
player:ashlon_jackson__golden_state_valkyries,Ashlon Jackson,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:caroline_ducharme__golden_state_valkyries,Caroline Ducharme,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:cate_reese__golden_state_valkyries,Cate Reese,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1628508,Cecilia Zandalasini,1611661331,Golden State Valkyries,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,600000.0,500000.0,0.0,0.0,500000.0,300000.0,300000.0,100000.0,500000.0,2.0,2025.0,2026.0,Reserved,2025|2026,Star,510000.0,690000.0,-100000.0,-0.16666666666666666,-0.16666666666666666,57.5,58.33,0.0,50.17,65.48,50.0,50.7,Fair Value,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,100.0
1628931,Gabby Williams,1611661331,Golden State Valkyries,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,1100000.0,1190000.0,0.0,0.0,1190000.0,225000.0,479497.0,23491.0,1190000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,935000.0,1265000.0,90000.0,0.08181818181818182,0.08181818181818182,50.32,45.91,0.0,50.17,45.32,50.0,42.68,Risk,False,False,True,,Rotation Forward,Starter,rookie_scale,balanced,5,,,False,0.0,0.0,0.0,0.0,0.0
1630387,Iliana Rupert,1611661331,Golden State Valkyries,2026,Mid-Tier Rotation,450000.0,450000.0,comparables,351250.0,450000.0,0.0,0.0,450000.0,262199.0,262199.0,74398.0,450000.0,2.0,2025.0,2026.0,Reserved,2024|2026,Core,298562.5,403937.49999999994,98750.0,0.28113879003558717,0.28113879003558717,52.44,35.94,0.0,50.17,35.23,50.0,40.17,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
1642767,Janelle Salaün,1611661331,Golden State Valkyries,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,400000.0,500000.0,0.0,0.0,500000.0,500000.0,500000.0,500000.0,500000.0,1.0,2025.0,2026.0,Reserved,2026,Star,340000.0,459999.99999999994,100000.0,0.25,0.25,48.33,37.5,0.0,50.17,25.78,50.0,37.88,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
player:just_jocyt__golden_state_valkyries,Justė Jocytė,1611661331,Golden State Valkyries,2026,Low Rotation / Rookie Scale,380219.0,380219.0,comparables,355058.0,,,,,,,,,,,,,,,301799.3,408316.69999999995,25161.0,0.07086447847957235,0.07086447847957235,50.01,46.46,0.0,50.17,50.04,50.0,43.16,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1630097,Kaila Charles,1611661331,Golden State Valkyries,2026,High/Mid Starter,600000.0,600000.0,comparables,500000.0,600000.0,0.0,0.0,600000.0,600000.0,600000.0,600000.0,600000.0,1.0,2025.0,2026.0,UFA,2026,Star,425000.0,575000.0,100000.0,0.2,0.2,44.2,40.0,0.0,50.17,24.52,50.0,36.62,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
1642822,Kaitlyn Chen,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Reserved,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,37.92,50.0,0.0,50.17,15.06,50.0,35.43,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,50.18,,,
1642324,Kate Martin,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,293510.0,293510.0,comparables,288750.0,293510.0,0.0,0.0,293510.0,181052.5,181052.5,68595.0,293510.0,2.0,2025.0,2026.0,--,2025|2026,Starter,245437.5,332062.5,4760.0,0.016484848484848484,0.016484848484848484,41.88,49.18,0.0,50.17,31.14,50.0,38.51,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,100.0,
203866,Kayla Thornton,1611661331,Golden State Valkyries,2026,High/Mid Starter,750000.0,750000.0,comparables,750000.0,750000.0,0.0,0.0,750000.0,132000.0,330666.6666666667,110000.0,750000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,637500.0,862499.9999999999,0.0,0.0,0.0,54.21,50.0,0.0,50.17,78.09,50.0,48.58,Risk,False,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,38.99,0.0
204329,Kiah Stokes,1611661331,Golden State Valkyries,2026,Low Rotation / Rookie Scale,375000.0,375000.0,comparables,277500.0,375000.0,0.0,0.0,375000.0,103000.0,192666.66666666666,100000.0,375000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,235875.0,319125.0,97500.0,0.35135135135135137,0.35135135135135137,42.83,32.43,0.0,50.17,76.82,50.0,39.45,Risk,True,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,26.64,0.0,0.0,
1641656,Laeticia Amihere,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,72727.0,134511.33333333334,53307.0,277500.0,3.0,2025.0,2026.0,Reserved,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,51.32,50.0,0.0,50.17,32.08,50.0,42.76,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,28.87,,,0.0
player:mariella_fasoula__golden_state_valkyries,Mariella Fasoula,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:marta_su_rez__golden_state_valkyries,Marta Suárez,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:miela_sowah__golden_state_valkyries,Miela Sowah,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:ndjakalenga_mwenentanda__golden_state_valkyries,Ndjakalenga Mwenentanda,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
203026,Tiffany Hayes,1611661331,Golden State Valkyries,2026,High/Mid Starter,600000.0,600000.0,comparables,500000.0,600000.0,0.0,0.0,600000.0,200000.0,296000.0,88000.0,600000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,425000.0,575000.0,100000.0,0.2,0.2,56.54,40.0,0.0,50.17,67.38,50.0,46.08,Risk,True,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
1631007,Veronica Burton,1611661331,Golden State Valkyries,2026,Premium Starter,925000.0,925000.0,comparables,999999.0,925000.0,0.0,0.0,925000.0,103831.0,359670.3333333333,50180.0,925000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,849999.15,1149998.8499999999,-74999.0,-0.074999074999075,-0.074999074999075,56.82,53.75,0.0,50.17,70.53,50.0,49.82,Risk,False,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,28.27,100.0
player:kokoro_tanaka__golden_state_valkyries,Kokoro Tanaka,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1630462,Aari McDonald,1611661325,Indiana Fever,2026,,,,comparables,362500.0,52333.0,,,52333.0,52333.0,49364.666666666664,6459.0,89302.0,3.0,2024.0,2025.0,UFA,2024|2025,Minimum,308125.0,416874.99999999994,,,,49.36,50.0,0.0,50.17,23.89,50.0,41.12,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
1641648,Aliyah Boston,1611661325,Indiana Fever,2026,Premium Starter,1000000.0,1000000.0,comparables,1000000.0,1000000.0,0.0,0.0,1000000.0,83371.0,386387.6666666667,75792.0,1000000.0,3.0,2025.0,2026.0,Rookie,2024|2025|2026,Star,850000.0,1150000.0,0.0,0.0,0.0,58.54,50.0,0.0,50.17,59.18,50.0,48.5,Risk,False,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,0.0,0.0
1642286,Caitlin Clark,1611661325,Indiana Fever,2026,Mid-Tier Rotation,528846.0,528846.0,comparables,283316.5,528846.0,0.0,0.0,528846.0,303456.0,303456.0,78066.0,528846.0,2.0,2025.0,2026.0,--,2025|2026,Star,240819.025,325813.975,245529.5,0.8666261936738594,0.8666261936738594,50.54,6.67,0.0,50.17,28.93,50.0,31.72,Overvalued,True,False,True,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,0.0,0.0
203024,Damiris Dantas,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,283316.5,277500.0,0.0,0.0,277500.0,188750.0,188750.0,100000.0,277500.0,2.0,2025.0,2026.0,UFA,2025|2026,Starter,240819.025,325813.975,-5816.5,-0.02053004325551106,-0.02053004325551106,45.08,51.03,0.0,50.17,22.63,50.0,39.44,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,99.31,,0.0,100.0
player:jessica_timmons__indiana_fever,Jessica Timmons,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1641672,Kayana Traylor,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,-7500.0,-0.02702702702702703,-0.02702702702702703,40.24,51.35,0.0,50.17,50.04,50.0,40.23,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,
1628909,Kelsey Mitchell,1611661325,Indiana Fever,2026,Max / Protected Veteran Top Tier,1400000.0,1400000.0,comparables,1100000.0,1400000.0,0.0,0.0,1400000.0,269244.0,627081.3333333334,212000.0,1400000.0,3.0,2025.0,2026.0,Core,2024|2025|2026,Star,935000.0,1265000.0,300000.0,0.2727272727272727,0.2727272727272727,60.19,36.36,0.0,50.17,61.08,50.0,46.11,Risk,True,False,False,,Rotation Forward,Starter,early_career,balanced,5,,,False,0.0,0.0,,,0.0
1631086,Lexie Hull,1611661325,Indiana Fever,2026,High/Mid Starter,765000.0,765000.0,comparables,700000.0,765000.0,0.0,0.0,765000.0,88261.0,310310.0,77669.0,765000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,595000.0,804999.9999999999,65000.0,0.09285714285714286,0.09285714285714286,50.07,45.36,0.0,50.17,59.82,50.0,43.9,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,27.84,,100.0,0.0
1642815,Makayla Timpson,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,54.35,50.0,0.0,50.17,52.88,50.0,46.11,Risk,False,False,False,,Rotation Forward,Development,,balanced,5,,,False,0.0,100.0,,,
1642799,Megan McConnell,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,UFA,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,37.17,50.0,0.0,50.17,50.04,50.0,38.62,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,
1628881,Monique Billings,1611661325,Indiana Fever,2026,High/Mid Starter,800000.0,800000.0,comparables,466913.0,800000.0,0.0,0.0,800000.0,35237.0,194048.6,5304.0,800000.0,5.0,2025.0,2026.0,UFA,2024|2025|2026,Star,396876.05,536949.95,333087.0,0.7133812937313804,0.7133812937313804,49.76,14.33,0.0,50.17,49.1,50.0,35.25,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,30.09,58.51
1628899,Myisha Hines-Allen,1611661325,Indiana Fever,2026,Low Rotation / Rookie Scale,315000.0,315000.0,comparables,300000.0,315000.0,0.0,0.0,315000.0,203000.0,232733.33333333334,180200.0,315000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,255000.0,345000.0,15000.0,0.05,0.05,53.41,47.5,0.0,50.17,62.96,50.0,46.13,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,19.45,,0.0,0.0
player:raven_johnson__indiana_fever,Raven Johnson,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1628278,Shatori Walker-Kimbrough,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,150000.0,175116.66666666666,97850.0,277500.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,45.31,50.0,0.0,50.17,39.01,50.0,40.93,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,100.0,0.0,,
1629482,Sophie Cunningham,1611661325,Indiana Fever,2026,High/Mid Starter,665000.0,665000.0,comparables,402155.0,665000.0,0.0,0.0,665000.0,189500.0,318166.6666666667,100000.0,665000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,341831.75,462478.24999999994,262845.0,0.6535912769951884,0.6535912769951884,50.06,17.32,0.0,50.17,27.04,50.0,33.89,Overvalued,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,75.91
202641,Sydney Colson,1611661325,Indiana Fever,2026,,,,comparables,277500.0,90000.0,,,90000.0,83267.5,83267.5,76535.0,90000.0,2.0,2024.0,2025.0,UFA,2024|2025,Low,235875.0,319125.0,,,,39.31,50.0,0.0,50.17,64.86,50.0,41.0,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,100.0,
1630112,Tyasha Harris,1611661325,Indiana Fever,2026,Mid-Tier Rotation,400000.0,400000.0,comparables,303600.0,400000.0,0.0,0.0,400000.0,100013.0,199037.66666666666,97100.0,400000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,258060.0,349140.0,96400.0,0.31752305665349145,0.31752305665349145,50.43,34.12,0.0,50.17,63.6,50.0,41.73,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,82.38
player:justine_pissott__indiana_fever,Justine Pissott,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1628932,A'ja Wilson,1611661319,Las Vegas Aces,2026,Max / Protected Veteran Top Tier,1400000.0,1400000.0,comparables,1190000.0,1400000.0,0.0,0.0,1400000.0,227303.0,609101.0,200000.0,1400000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,1011500.0,1368500.0,210000.0,0.17647058823529413,0.17647058823529413,69.84,41.18,0.0,50.17,87.54,50.0,53.97,Fair Value,True,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,54.53,0.0,0.0,
1629488,Brianna Turner,1611661319,Las Vegas Aces,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,150000.0,170833.33333333334,85000.0,277500.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,35.85,50.0,0.0,50.17,54.77,50.0,38.53,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,
203833,Chelsea Gray,1611661319,Las Vegas Aces,2026,Premium Starter,1000000.0,1000000.0,comparables,1190000.0,1000000.0,0.0,0.0,1000000.0,196267.0,464178.0,196267.0,1000000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,1011500.0,1368500.0,-190000.0,-0.15966386554621848,-0.15966386554621848,62.38,57.98,0.0,50.17,86.28,50.0,54.74,Fair Value,False,False,True,,Rotation Forward,Starter,,balanced,5,,,False,0.0,9.64,0.0,0.0,
