player_id,player_name,team_id,team_name,season,salary_tier,salary,cap_hit,expected_salary_source,expected_salary,salary_history_reference_salary,salary_history_gap,salary_history_gap_pct,historical_salary_latest,historical_salary_median,historical_salary_mean,historical_salary_min,historical_salary_max,historical_salary_rows,historical_salary_latest_season,historical_salary_latest_contract_year,historical_salary_latest_signing,historical_salary_contract_years,historical_salary_tier,recommended_salary_low,recommended_salary_high,salary_gap,salary_gap_pct,market_discount_pct,production_score,salary_efficiency_score,scarcity_score,playoff_performance_score,playoff_score,onoff_score,value_score,value_label,undervalued_flag,hidden_talent_flag,overvalued_flag,archetype_family,archetype_label,role_band,service_band,skill_signature,comp_count,playoff_ts_pct_percentile,playoff_ts_pct_vs_reg_delta,playoff_performance_flag,playoff_performance_bonus,reg_2025_onoff_impact_score,playoffs_2025_onoff_impact_score,reg_2024_onoff_impact_score,playoffs_2024_onoff_impact_score,override_expected_salary,override_comp_names,override_method,effective_expected_salary,override_active
203035,Shey Peddy,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,400000.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,UFA,2026,Starter,340000.0,460000.0,-122500.0,-0.30625,-0.30625,50.37,65.31,50.36,50.17,54.14,50.0,54.29,Fair Value,False,False,True,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,400000.0,False
player:taylor_bigby__connecticut_sun,Taylor Bigby,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
202250,Tina Charles,1611661323,Connecticut Sun,2026,,,,comparables,466913.0,170000.0,,,170000.0,170000.0,170000.0,170000.0,170000.0,1.0,2024.0,2025.0,UFA,2025,Rotation,396876.05,536949.95,,,,48.0,50.0,88.49,50.17,26.41,50.0,51.42,Fair Value,False,False,False,Center,Stretch Big,Starter,early_career,balanced,5,,,False,0.0,0.0,,,0.0,,,,466913.0,False
1629501,Alanna Smith,1611661321,Dallas Wings,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,1190000.0,1190000.0,0.0,0.0,1190000.0,150000.0,496666.6666666667,150000.0,1190000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,1011500.0,1368500.0,0.0,0.0,0.0,71.31,50.0,45.32,50.17,78.72,50.0,61.26,Fair Value,False,False,False,Forward,Connector Wing,Rotation,,balanced,5,,,False,0.0,65.13,0.0,0.0,83.79,,,,1190000.0,False
202252,Alysha Clark,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,205908.0,197802.66666666663,110000.0,277500.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,46.15,50.0,45.32,50.17,74.3,50.0,50.25,Fair Value,False,False,False,Forward,Usage Forward,Rotation,,balanced,5,,,False,0.0,54.1,,0.0,,,,,277500.0,False
1629539,Amy Okonkwo,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,338750.0,270000.0,0.0,0.0,270000.0,270000.0,270000.0,270000.0,270000.0,1.0,2025.0,2026.0,UFA,2026,Starter,287937.5,389562.5,-68750.0,-0.2029520295202952,-0.2029520295202952,56.89,60.15,45.32,50.17,50.04,50.0,54.77,Fair Value,False,False,True,Forward,Usage Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,338750.0,False
1629481,Arike Ogunbowale,1611661321,Dallas Wings,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,1100000.0,1190000.0,0.0,0.0,1190000.0,249032.0,560338.6666666666,241984.0,1190000.0,3.0,2025.0,2026.0,Core,2024|2025|2026,Star,935000.0,1265000.0,90000.0,0.0818181818181818,0.0818181818181818,48.02,45.91,50.36,50.17,46.58,50.0,47.89,Risk,False,False,False,Guard,Scoring Guard,Starter,early_career,balanced,5,,,False,0.0,0.0,,0.0,,,,,1100000.0,False
1630386,Awak Kuier,1611661321,Dallas Wings,2026,Mid-Tier Rotation,525000.0,525000.0,comparables,348750.0,89302.0,435698.0,4.878927683590513,89302.0,89302.0,89302.0,89302.0,89302.0,1.0,2023.0,2024.0,Rookie,2024,Low,296437.5,401062.5,176250.0,0.5053763440860215,0.5053763440860215,38.86,24.73,0.0,50.17,41.54,50.0,32.41,Overvalued,True,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,,,,,,,,348750.0,False
1642793,Aziaha James,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,289133.0,0.0,0.0,289133.0,289133.0,289133.0,289133.0,289133.0,1.0,2025.0,2026.0,Rookie,2026,Starter,245763.05,332502.94999999995,0.0,0.0,0.0,50.35,50.0,50.36,50.17,50.04,50.0,50.19,Fair Value,False,False,False,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,48.29,,,,,,,289133.0,False
player:azzi_fudd__dallas_wings,Azzi Fudd,1611661321,Dallas Wings,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,436016.0,,,,,,,,,,,,,,,370613.6,501418.4,63984.0,0.146746908370335,0.146746908370335,50.01,42.66,0.0,50.17,50.04,50.0,42.25,Risk,True,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,436016.0,False
player:costanza_verona__dallas_wings,Costanza Verona,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1641675,Dulcy Fankam Mendjiadeu,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,13188.0,264312.0,20.04185623293904,13188.0,13188.0,13188.0,13188.0,13188.0,1.0,2023.0,2024.0,--,2024,Minimum,235875.0,319125.0,0.0,0.0,0.0,47.55,50.0,0.0,50.17,50.04,50.0,42.97,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,,,,,277500.0,False
1641658,Grace Berger,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,17214.0,76153.6,1666.0,277500.0,5.0,2025.0,2026.0,Reserved,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,39.82,50.0,50.36,50.17,13.8,50.0,42.15,Risk,False,False,True,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,27.69,0.0,,,,277500.0,False
1642808,JJ Quinerly,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,394566.5,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,335381.525,453751.475,-117066.5,-0.2966965010967733,-0.2966965010967733,49.7,64.83,50.36,50.17,50.04,50.0,53.48,Fair Value,False,False,True,Guard,Primary Creator,Bench,,balanced,5,,,False,0.0,0.0,,,,,,,394566.5,False
1629491,Jessica Shepard,1611661321,Dallas Wings,2026,Premium Starter,1000000.0,1000000.0,comparables,1000000.0,1000000.0,0.0,0.0,1000000.0,561800.0,561800.0,123600.0,1000000.0,2.0,2025.0,2026.0,UFA,2024|2026,Star,850000.0,1150000.0,0.0,0.0,0.0,53.75,50.0,45.32,50.17,48.47,50.0,50.86,Fair Value,False,False,False,Forward,Connector Wing,Rotation,,balanced,5,,,False,0.0,0.0,0.0,,,,,,1000000.0,False
1629574,Li Yueru,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,600000.0,277500.0,0.0,0.0,277500.0,171789.5,171789.5,66079.0,277500.0,2.0,2025.0,2026.0,Reserved,2025|2026,Starter,510000.0,690000.0,-322500.0,-0.5375,-0.5375,45.25,76.88,88.49,50.17,50.04,50.0,59.08,Fair Value,False,False,True,Center,Stretch Big,Rotation,,balanced,5,,,False,0.0,0.0,,15.68,,,,,600000.0,False
1628263,Lindsay Allen,1611661321,Dallas Wings,2026,Mid-Tier Rotation,410000.0,410000.0,comparables,380000.0,410000.0,0.0,0.0,410000.0,90000.0,196666.66666666663,90000.0,410000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,323000.0,437000.0,30000.0,0.0789473684210526,0.0789473684210526,41.43,46.05,50.36,50.17,50.04,50.0,45.5,Risk,False,False,False,Guard,Primary Creator,Bench,,balanced,5,,,False,0.0,100.0,,100.0,,,,,380000.0,False
1641661,Lou Lopez Sénéchal,1611661321,Dallas Wings,2026,,,,comparables,277500.0,79999.0,,,79999.0,76363.0,76363.0,72727.0,79999.0,2.0,2024.0,2025.0,Rookie,2024|2025,Minimum,235875.0,319125.0,,,,37.81,50.0,0.0,50.17,50.04,50.0,38.88,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,,,,,277500.0,False
1641652,Maddy Siegrist,1611661321,Dallas Wings,2026,Mid-Tier Rotation,501080.0,501080.0,comparables,388750.0,501080.0,0.0,0.0,501080.0,83371.0,220081.0,75792.0,501080.0,3.0,2025.0,2026.0,Rookie,2024|2025|2026,Star,330437.5,447062.5,112330.0,0.288951768488746,0.288951768488746,56.13,35.55,45.32,50.17,38.38,50.0,47.38,Risk,True,False,False,Forward,Usage Forward,Rotation,,balanced,5,,,False,0.0,57.51,,,,,,,388750.0,False
203824,Odyssey Sims,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,425000.0,277500.0,0.0,0.0,277500.0,13911.0,56116.71428571428,7949.0,277500.0,7.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,361250.0,488750.0,-147500.0,-0.3470588235294117,-0.3470588235294117,47.09,67.35,50.36,50.17,68.01,50.0,54.79,Fair Value,False,False,True,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,,,,,425000.0,False
1642784,Paige Bueckers,1611661321,Dallas Wings,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,812499.5,500000.0,0.0,0.0,500000.0,500000.0,500000.0,500000.0,500000.0,1.0,2025.0,2026.0,Rookie,2026,Star,690624.575,934374.425,-312499.5,-0.3846150059169267,-0.3846150059169267,68.66,69.23,50.36,50.17,50.04,50.0,62.5,Fair Value,False,False,True,Guard,Primary Creator,Starter,,balanced,5,,,False,0.0,16.48,,,,,,,812499.5,False
1642796,Rayah Marshall,1611661321,Dallas Wings,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,325000.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,276250.0,373750.0,-47500.0,-0.1461538461538461,-0.1461538461538461,38.42,57.31,45.32,50.17,50.04,50.0,46.33,Risk,False,False,True,Forward,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,,,,,325000.0,False
player:ashlon_jackson__golden_state_valkyries,Ashlon Jackson,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:caroline_ducharme__golden_state_valkyries,Caroline Ducharme,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:cate_reese__golden_state_valkyries,Cate Reese,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1628508,Cecilia Zandalasini,1611661331,Golden State Valkyries,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,277500.0,500000.0,0.0,0.0,500000.0,300000.0,300000.0,100000.0,500000.0,2.0,2025.0,2026.0,Reserved,2025|2026,Star,235875.0,319125.0,222500.0,0.8018018018018018,0.8018018018018018,57.02,9.91,45.32,50.17,65.48,50.0,44.31,Risk,True,False,True,Forward,Usage Forward,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,100.0,,,,277500.0,False
1628931,Gabby Williams,1611661331,Golden State Valkyries,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,536588.0,1190000.0,0.0,0.0,1190000.0,225000.0,479497.0,23491.0,1190000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,456099.8,617076.2,653412.0,1.2177163857559246,1.2177163857559246,57.62,0.0,45.32,50.17,45.32,50.0,40.17,Risk,True,False,True,Forward,Connector Wing,Starter,rookie_scale,balanced,5,,,False,0.0,0.0,0.0,0.0,0.0,,,,536588.0,False
1630387,Iliana Rupert,1611661331,Golden State Valkyries,2026,Mid-Tier Rotation,450000.0,450000.0,comparables,608456.5,450000.0,0.0,0.0,450000.0,262199.0,262199.0,74398.0,450000.0,2.0,2025.0,2026.0,Reserved,2024|2026,Core,517188.025,699724.975,-158456.5,-0.2604237114732113,-0.2604237114732113,56.56,63.02,88.49,50.17,35.23,50.0,59.02,Fair Value,False,False,True,Center,Stretch Big,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,608456.5,False
1642767,Janelle Salaün,1611661331,Golden State Valkyries,2026,Mid-Tier Rotation,500000.0,500000.0,comparables,415327.0,500000.0,0.0,0.0,500000.0,500000.0,500000.0,500000.0,500000.0,1.0,2025.0,2026.0,Reserved,2026,Star,353027.95,477626.05,84673.0,0.2038706850264972,0.2038706850264972,41.62,39.81,45.32,50.17,25.78,50.0,41.05,Risk,True,False,True,Forward,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,415327.0,False
player:just_jocyt__golden_state_valkyries,Justė Jocytė,1611661331,Golden State Valkyries,2026,Low Rotation / Rookie Scale,380219.0,380219.0,comparables,355058.0,,,,,,,,,,,,,,,301799.3,408316.7,25161.0,0.0708644784795723,0.0708644784795723,50.01,46.46,0.0,50.17,50.04,50.0,43.16,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,355058.0,False
1630097,Kaila Charles,1611661331,Golden State Valkyries,2026,High/Mid Starter,600000.0,600000.0,comparables,375542.0,600000.0,0.0,0.0,600000.0,600000.0,600000.0,600000.0,600000.0,1.0,2025.0,2026.0,UFA,2026,Star,319210.7,431873.3,224458.0,0.5976908042242944,0.5976908042242944,46.57,20.12,45.32,50.17,24.52,50.0,38.28,Risk,True,False,True,Forward,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,375542.0,False
1642822,Kaitlyn Chen,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Reserved,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,31.23,50.0,50.36,50.17,15.06,50.0,38.67,Risk,False,False,True,Guard,Scoring Guard,Bench,,balanced,5,,,False,0.0,50.18,,,,,,,277500.0,False
1642324,Kate Martin,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,293510.0,293510.0,comparables,277500.0,293510.0,0.0,0.0,293510.0,181052.5,181052.5,68595.0,293510.0,2.0,2025.0,2026.0,--,2025|2026,Starter,235875.0,319125.0,16010.0,0.0576936936936937,0.0576936936936937,37.76,47.12,50.36,50.17,31.14,50.0,42.33,Risk,False,False,True,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,100.0,,,,,277500.0,False
203866,Kayla Thornton,1611661331,Golden State Valkyries,2026,High/Mid Starter,750000.0,750000.0,comparables,650000.0,750000.0,0.0,0.0,750000.0,132000.0,330666.6666666667,110000.0,750000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,552500.0,747500.0,100000.0,0.1538461538461538,0.1538461538461538,54.87,42.31,45.32,50.17,78.09,50.0,52.45,Fair Value,True,False,False,Forward,Usage Forward,Starter,,balanced,5,,,False,0.0,0.0,,38.99,0.0,,,,650000.0,False
204329,Kiah Stokes,1611661331,Golden State Valkyries,2026,Low Rotation / Rookie Scale,375000.0,375000.0,comparables,436957.0,375000.0,0.0,0.0,375000.0,103000.0,192666.66666666663,100000.0,375000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,371413.45,502500.55,-61957.0,-0.1417919841082761,-0.1417919841082761,47.39,57.09,88.49,50.17,76.82,50.0,57.91,Fair Value,False,False,True,Center,Stretch Big,Bench,,balanced,5,,,False,0.0,26.64,0.0,0.0,,,,,436957.0,False
1641656,Laeticia Amihere,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,407163.0,277500.0,0.0,0.0,277500.0,72727.0,134511.33333333334,53307.0,277500.0,3.0,2025.0,2026.0,Reserved,2024|2025|2026,Starter,346088.55,468237.45,-129663.0,-0.3184547711850045,-0.3184547711850045,56.03,65.92,45.32,50.17,32.08,50.0,54.0,Fair Value,False,False,True,Forward,Rebounding Forward,Bench,,balanced,5,,,False,0.0,28.87,,,0.0,,,,407163.0,False
player:mariella_fasoula__golden_state_valkyries,Mariella Fasoula,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:marta_su_rez__golden_state_valkyries,Marta Suárez,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:miela_sowah__golden_state_valkyries,Miela Sowah,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:ndjakalenga_mwenentanda__golden_state_valkyries,Ndjakalenga Mwenentanda,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
203026,Tiffany Hayes,1611661331,Golden State Valkyries,2026,High/Mid Starter,600000.0,600000.0,comparables,425000.0,600000.0,0.0,0.0,600000.0,200000.0,296000.0,88000.0,600000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,361250.0,488750.0,175000.0,0.4117647058823529,0.4117647058823529,51.55,29.41,50.36,50.17,67.38,50.0,47.49,Risk,True,False,False,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,425000.0,False
1631007,Veronica Burton,1611661331,Golden State Valkyries,2026,Premium Starter,925000.0,925000.0,comparables,999999.0,925000.0,0.0,0.0,925000.0,103831.0,359670.3333333333,50180.0,925000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,849999.15,1149998.85,-74999.0,-0.074999074999075,-0.074999074999075,62.37,53.75,50.36,50.17,70.53,50.0,58.19,Fair Value,False,False,False,Guard,Primary Creator,Starter,,balanced,5,,,False,0.0,0.0,,28.27,100.0,,,,999999.0,False
player:kokoro_tanaka__golden_state_valkyries,Kokoro Tanaka,1611661331,Golden State Valkyries,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1630462,Aari McDonald,1611661325,Indiana Fever,2026,,,,comparables,300000.0,52333.0,,,52333.0,52333.0,49364.66666666666,6459.0,89302.0,3.0,2024.0,2025.0,UFA,2024|2025,Minimum,255000.0,345000.0,,,,46.65,50.0,50.36,50.17,23.89,50.0,46.03,Risk,False,False,False,Guard,Primary Creator,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,300000.0,False
1641648,Aliyah Boston,1611661325,Indiana Fever,2026,Premium Starter,1000000.0,1000000.0,comparables,1000000.0,1000000.0,0.0,0.0,1000000.0,83371.0,386387.6666666667,75792.0,1000000.0,3.0,2025.0,2026.0,Rookie,2024|2025|2026,Star,850000.0,1150000.0,0.0,0.0,0.0,67.84,50.0,45.32,50.17,59.18,50.0,57.85,Fair Value,False,False,False,Forward,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,0.0,0.0,,,,1000000.0,False
1642286,Caitlin Clark,1611661325,Indiana Fever,2026,Mid-Tier Rotation,528846.0,528846.0,comparables,625000.0,528846.0,0.0,0.0,528846.0,303456.0,303456.0,78066.0,528846.0,2.0,2025.0,2026.0,--,2025|2026,Star,531250.0,718750.0,-96154.0,-0.1538464,-0.1538464,54.54,57.69,50.36,50.17,28.93,50.0,51.69,Fair Value,False,False,True,Guard,Primary Creator,Starter,,balanced,5,,,False,0.0,0.0,,0.0,0.0,,,,625000.0,False
203024,Damiris Dantas,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,313750.0,277500.0,0.0,0.0,277500.0,188750.0,188750.0,100000.0,277500.0,2.0,2025.0,2026.0,UFA,2025|2026,Starter,266687.5,360812.5,-36250.0,-0.1155378486055776,-0.1155378486055776,37.78,55.78,45.32,50.17,22.63,50.0,42.96,Risk,False,False,True,Forward,Rotation Forward,Bench,,balanced,5,,,False,0.0,99.31,,0.0,100.0,,,,313750.0,False
player:jessica_timmons__indiana_fever,Jessica Timmons,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1641672,Kayana Traylor,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,40.24,50.0,0.0,50.17,50.04,50.0,39.9,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1628909,Kelsey Mitchell,1611661325,Indiana Fever,2026,Max / Protected Veteran Top Tier,1400000.0,1400000.0,comparables,1190000.0,1400000.0,0.0,0.0,1400000.0,269244.0,627081.3333333334,212000.0,1400000.0,3.0,2025.0,2026.0,Core,2024|2025|2026,Star,1011500.0,1368500.0,210000.0,0.1764705882352941,0.1764705882352941,53.94,41.18,50.36,50.17,61.08,50.0,50.69,Fair Value,True,False,False,Guard,Scoring Guard,Starter,early_career,balanced,5,,,False,0.0,0.0,,,0.0,,,,1190000.0,False
1631086,Lexie Hull,1611661325,Indiana Fever,2026,High/Mid Starter,765000.0,765000.0,comparables,360000.0,765000.0,0.0,0.0,765000.0,88261.0,310310.0,77669.0,765000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,306000.0,414000.0,405000.0,1.125,1.125,52.25,0.0,50.36,50.17,59.82,50.0,39.97,Risk,True,False,True,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,27.84,,100.0,0.0,,,,360000.0,False
1642815,Makayla Timpson,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,62.54,50.0,45.32,50.17,52.88,50.0,54.99,Fair Value,False,False,False,Forward,Rotation Forward,Development,,balanced,5,,,False,0.0,100.0,,,,,,,277500.0,False
1642799,Megan McConnell,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,UFA,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,42.29,50.0,50.36,50.17,50.04,50.0,46.81,Risk,False,False,False,Guard,Primary Creator,Bench,,balanced,5,,,False,0.0,0.0,,,,,,,277500.0,False
1628881,Monique Billings,1611661325,Indiana Fever,2026,High/Mid Starter,800000.0,800000.0,comparables,450000.0,800000.0,0.0,0.0,800000.0,35237.0,194048.6,5304.0,800000.0,5.0,2025.0,2026.0,UFA,2024|2025|2026,Star,382500.0,517500.0,350000.0,0.7777777777777778,0.7777777777777778,53.06,11.11,45.32,50.17,49.1,50.0,41.3,Risk,True,False,True,Forward,Usage Forward,Rotation,,balanced,5,,,False,0.0,0.0,,30.09,58.51,,,,450000.0,False
1628899,Myisha Hines-Allen,1611661325,Indiana Fever,2026,Low Rotation / Rookie Scale,315000.0,315000.0,comparables,300000.0,315000.0,0.0,0.0,315000.0,203000.0,232733.3333333333,180200.0,315000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,255000.0,345000.0,15000.0,0.05,0.05,56.73,47.5,45.32,50.17,62.96,50.0,52.96,Fair Value,False,False,False,Forward,Connector Wing,Rotation,,balanced,5,,,False,0.0,19.45,,0.0,0.0,,,,300000.0,False
player:raven_johnson__indiana_fever,Raven Johnson,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,289133.0,False
1628278,Shatori Walker-Kimbrough,1611661325,Indiana Fever,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,150000.0,175116.66666666666,97850.0,277500.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,45.0,50.0,50.36,50.17,39.01,50.0,46.84,Risk,False,False,False,Guard,Scoring Guard,Bench,,balanced,5,,,False,0.0,100.0,0.0,,,,,,277500.0,False
