player_id,player_id_source,player_name,player_name_key,team_id,team_id_source,team_abbreviation,team_name,team_slug,season,salary,cap_hit,salary_as_pct_cap,pct_team,salary_tier,contract_icon,contract_icon_source,source_quality,option_flag,tc_flag,draftee_flag,buyout_flag,protected_veteran_flag,protected_rookie_scale_flag,unprotected_flag,status,status_full,next_status,core_years,row_section,counts_toward_salary_total,counts_toward_player_total,counts_toward_guaranteed_salary,counts_toward_protected_veteran_total,guaranteed_salary,source_url,source_name,notes,roster_status,roster_slot_type,position_group,archetype,age_2026,years_service,games_played,minutes,mpg,usage,ts_pct,efg_pct,ast_pct,tov_pct,stl_pct,blk_pct,reb_pct,three_par,rim_rate,projected_role,actual_role,latest_context_season,latest_context_season_type,playoff_games_career,playoff_minutes_career,playoff_mpg_career,high_leverage_experience_score,team_total_salary,team_salary_cap
1628277,team_roster_history,Allisha Gray,allishagray,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,1190000.0,1190000.0,0.17,0.199809,Max / Protected Veteran Top Tier,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,"2026, 2027, 2028",current_roster,True,True,True,True,1190000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,rookie,,Rotation Forward,,3.0,42.0,1421.0,33.833333,22.40025133521835,0.5950155763239875,0.5402930402930403,,,,,,,,Starter,Starter,2025.0,Regular Season,7.0,238.0,34.0,32.76,5955692.0,7000000.0
1642291,team_roster_history,Angel Reese,angelreese,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,350692.0,350692.0,0.050099,0.058884,Low Rotation / Rookie Scale,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,Traded,Traded,Traded,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,30.0,949.0,31.633333,23.818181818181817,0.541871921182266,0.4640718562874251,,,,,,,,Starter,Starter,2025.0,Regular Season,,,,,5955692.0,7000000.0
player:bella_fontleroy__atlanta_dream,synthetic_name,Bella Fontleroy,bellafontleroy,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
1628280,team_roster_history,Brionna Jones,brionnajones,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,1000000.0,1000000.0,0.142857,0.167907,Premium Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,"2023, 2024",current_roster,True,True,True,True,1000000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,2.0,44.0,1159.0,26.340909,21.056691091399923,0.5838509316770186,0.5409836065573771,,,,,,,,Rotation,Rotation,2025.0,Regular Season,10.0,209.0,20.9,44.18,5955692.0,7000000.0
player:holly_winterburn__atlanta_dream,synthetic_name,Holly Winterburn,hollywinterburn,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,,,Reserved,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
player:indya_nivar__atlanta_dream,synthetic_name,Indya Nivar,indyanivar,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
player:isobel_borlase__atlanta_dream,synthetic_name,Isobel Borlase,isobelborlase,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
1628886,team_roster_history,Jordin Canada,jordincanada,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,650000.0,650000.0,0.092857,0.109139,High/Mid Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,"2024, 2025",current_roster,True,True,True,True,650000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,2.0,28.0,763.0,27.25,21.938479396401625,0.4968354430379746,0.4413919413919414,,,,,,,,Rotation,Rotation,2025.0,Regular Season,5.0,135.0,27.0,22.7,5955692.0,7000000.0
player:laila_phelia__atlanta_dream,synthetic_name,Laila Phelia,lailaphelia,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
1631032,team_roster_history,Lorela Cubaj,lorelacubaj,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,,,,,,,not_available_from_prior_csv,prior_csv_inferred,False,False,False,False,False,False,False,Reserved,Reserved,Reserved,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,28.0,224.0,8.0,9.8,0.4459459459459459,0.4285714285714285,,,,,,,,Bench,Bench,2024.0,Regular Season,2.0,22.0,11.0,8.44,5955692.0,7000000.0
player:madina_okot__atlanta_dream,synthetic_name,Madina Okot,madinaokot,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,289133.0,289133.0,0.041305,0.048547,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
player:maite_cazorla__atlanta_dream,synthetic_name,Maite Cazorla,maitecazorla,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,277500.0,277500.0,0.039643,0.046594,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,,,Reserved,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
