player_id,player_id_source,player_name,player_name_key,team_id,team_id_source,team_abbreviation,team_name,team_slug,season,salary,cap_hit,salary_as_pct_cap,pct_team,salary_tier,contract_icon,contract_icon_source,source_quality,option_flag,tc_flag,draftee_flag,buyout_flag,protected_veteran_flag,protected_rookie_scale_flag,unprotected_flag,status,status_full,next_status,core_years,row_section,counts_toward_salary_total,counts_toward_player_total,counts_toward_guaranteed_salary,counts_toward_protected_veteran_total,guaranteed_salary,source_url,source_name,notes,roster_status,roster_slot_type,position_group,archetype,age_2026,years_service,games_played,minutes,mpg,usage,ts_pct,efg_pct,ast_pct,tov_pct,stl_pct,blk_pct,reb_pct,three_par,rim_rate,projected_role,actual_role,latest_context_season,latest_context_season_type,playoff_games_career,playoff_minutes_career,playoff_mpg_career,high_leverage_experience_score,team_total_salary,team_salary_cap
1631044,team_roster_history,Naz Hillmon,nazhillmon,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,840000.0,840000.0,0.12,0.141042,High/Mid Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,,current_roster,True,True,True,True,840000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,44.0,1102.0,25.045455,15.316045380875202,0.5775075987841946,0.5516666666666666,,,,,,,,Rotation,Rotation,2025.0,Regular Season,7.0,178.0,25.428571,31.56,5955692.0,7000000.0
1631009,team_roster_history,Rhyne Howard,rhynehoward,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,1100000.0,1100000.0,0.157143,0.184697,Premium Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,,current_roster,True,True,True,True,1100000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,33.0,1131.0,34.272727,23.62204724409449,0.5238095238095238,0.4779116465863454,,,,,,,,Starter,Starter,2025.0,Regular Season,7.0,249.0,35.571429,32.98,5955692.0,7000000.0
player:sacha_washington__atlanta_dream,synthetic_name,Sacha Washington,sachawashington,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
1631021,team_roster_history,Sika Koné,sikakon,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,277500.0,277500.0,0.039643,0.046594,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,,,RFA,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,19.0,85.0,4.473684,17.277486910994764,0.5,0.3409090909090909,,,,,,,,Development,Development,2025.0,Regular Season,4.0,12.0,3.0,16.24,5955692.0,7000000.0
player:stephanie_jones__atlanta_dream,synthetic_name,Stephanie Jones,stephaniejones,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,277500.0,277500.0,0.039643,0.046594,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,,,Reserved,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
1642814,team_roster_history,Taylor Thierry,taylorthierry,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,277500.0,277500.0,0.039643,0.046594,Minimum / Training Camp / Draftee Band,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,,,RFA,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,17.0,36.0,2.117647,17.28395061728395,0.2307692307692307,0.2272727272727272,,,,,,,,Development,Development,2025.0,Regular Season,1.0,2.0,2.0,4.04,5955692.0,7000000.0
1642804,team_roster_history,Te-Hina Paopao,tehinapaopao,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,277500.0,277500.0,0.039643,0.046594,Minimum / Training Camp / Draftee Band,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,,,RFA,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,43.0,710.0,16.511628,16.993051168667087,0.5555555555555556,0.5547945205479452,,,,,,,,Rotation,Rotation,2025.0,Regular Season,3.0,29.0,9.666667,12.58,5955692.0,7000000.0
player:kejia_ran__atlanta_dream,synthetic_name,Kejia Ran,kejiaran,1611661330,pbpstats_catalog,ATL,Atlanta Dream,atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.045335,Minimum / Training Camp / Draftee Band,Draftee (section inferred: Unsigned Draftees),inferred_from_unsigned_draftees_section,prior_csv_inferred,False,False,True,False,False,False,False,,,RFA,,unsigned_draftees,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/atlanta-dream-11eaecc7-356c-1364-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,unsigned_draftees,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,5955692.0,7000000.0
player:aicha_coulibaly__chicago_sky,synthetic_name,Aicha Coulibaly,aichacoulibaly,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.040997,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,6585832.0,7000000.0
1628922,team_roster_history,Azurá Stevens,azurstevens,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,1000000.0,1000000.0,0.142857,0.151841,Premium Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,,,UFA,,current_roster,True,True,True,True,1000000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,44.0,1239.0,28.159091,19.25152932709608,0.5955414012738853,0.5644028103044496,,,,,,,,Starter,Starter,2025.0,Regular Season,,,,,6585832.0,7000000.0
202664,team_roster_history,Courtney Vandersloot,courtneyvandersloot,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,750000.0,750000.0,0.107143,0.113881,High/Mid Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,2019.0,current_roster,True,True,True,True,750000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,1.0,7.0,191.0,27.285714,18.069815195071868,0.5211267605633803,0.4772727272727273,,,,,,,,Rotation,Rotation,2025.0,Regular Season,21.0,484.0,23.047619,93.68,6585832.0,7000000.0
1630096,team_roster_history,DiJonai Carrington,dijonaicarrington,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,650000.0,650000.0,0.092857,0.098697,High/Mid Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,,current_roster,True,True,True,True,650000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,31.0,660.0,21.290323,23.78826530612245,0.482484076433121,0.427797833935018,,,,,,,,Rotation,Rotation,2025.0,Regular Season,15.0,314.0,20.933333,66.28,6585832.0,7000000.0
204322,team_roster_history,Elizabeth Williams,elizabethwilliams,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,600000.0,600000.0,0.085714,0.091105,High/Mid Starter,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,,current_roster,True,True,True,True,600000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,43.0,904.0,21.023256,20.914058618976657,0.4986301369863014,0.4801223241590214,,,,,,,,Rotation,Rotation,2025.0,Regular Season,2.0,66.0,33.0,9.32,6585832.0,7000000.0
player:gabriela_jaquez__chicago_sky,synthetic_name,Gabriela Jaquez,gabrielajaquez,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,380219.0,380219.0,0.054317,0.057733,Low Rotation / Rookie Scale,Protected Rookie Scale / Guaranteed (solved from team totals),solved_from_guaranteed_salary_total,prior_csv_inferred,False,False,False,False,False,True,False,Signed,Signed,Signed,,current_roster,True,True,True,False,380219.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,6585832.0,7000000.0
1642817,team_roster_history,Hailey Van Lith,haileyvanlith,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,289133.0,289133.0,0.041305,0.043902,Minimum / Training Camp / Draftee Band,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,,,RFA,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,29.0,361.0,12.448276,20.05044136191677,0.4146341463414634,0.3623853211009174,,,,,,,,Bench,Bench,2025.0,Regular Season,,,,,6585832.0,7000000.0
1642292,team_roster_history,Jacy Sheldon,jacysheldon,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,402155.0,402155.0,0.057451,0.061064,Mid-Tier Rotation,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,Traded,Traded,Traded,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,30.0,698.0,23.266667,14.101738570508694,0.5957446808510638,0.5674157303370787,,,,,,,,Rotation,Rotation,2025.0,Regular Season,,,,,6585832.0,7000000.0
player:jordan_hobbs__chicago_sky,synthetic_name,Jordan Hobbs,jordanhobbs,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.040997,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,,,Reserved,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,6585832.0,7000000.0
1642289,team_roster_history,Kamilla Cardoso,kamillacardoso,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,461171.0,461171.0,0.065882,0.070025,Mid-Tier Rotation,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,,,RFA,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,40.0,1095.0,27.375,23.12300319488818,0.5632780082987552,0.5296208530805687,,,,,,,,Rotation,Rotation,2025.0,Regular Season,,,,,6585832.0,7000000.0
player:latasha_lattimore__chicago_sky,synthetic_name,Latasha Lattimore,latashalattimore,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.040997,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,,,RFA,,current_roster,False,False,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,6585832.0,7000000.0
1642818,team_roster_history,Maddy Westbeld,maddywestbeld,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,277500.0,277500.0,0.039643,0.042136,Minimum / Training Camp / Draftee Band,Unprotected (solved remainder),solved_remainder_after_guaranteed_total,prior_csv_inferred,False,False,False,False,False,False,True,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,26.0,352.0,13.538462,17.2,0.4734513274336283,0.4428571428571428,,,,,,,,Bench,Bench,2025.0,Regular Season,,,,,6585832.0,7000000.0
player:megan_nestor__chicago_sky,synthetic_name,Megan Nestor,megannestor,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,270000.0,270000.0,0.038571,0.040997,Minimum / Training Camp / Draftee Band,"Excluded from totals: likely TC/D, exact icon missing",not_available_from_prior_csv,prior_csv_inferred,False,True,False,False,False,False,False,Signed,Signed,Signed,,current_roster,True,True,False,False,,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,,,,,,,,,,,,,,,,,,,,,,,,,6585832.0,7000000.0
1627671,team_roster_history,Rachel Banham,rachelbanham,1611661329,pbpstats_catalog,CHI,Chicago Sky,chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b,2026,425000.0,425000.0,0.060714,0.064532,Mid-Tier Rotation,Protected Veteran (solved from team totals),solved_from_guaranteed_and_protected_veteran_totals,prior_csv_inferred,False,False,False,False,True,False,False,Signed,Signed,Signed,,current_roster,True,True,True,True,425000.0,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/chicago-sky-11eaecc7-355f-1c4a-b611-2362f5011b0b/,Her Hoop Stats WNBA Salary Cap Database,,active,veteran,,Rotation Forward,,,44.0,1081.0,24.568182,17.861583091587235,0.5318559556786704,0.5088757396449705,,,,,,,,Rotation,Rotation,2025.0,Regular Season,3.0,49.0,16.333333,12.98,6585832.0,7000000.0
