Season,Player,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40
2025,Jaylyn Sherrod,NYL,G,18,0,104,6,20,0.3,3,11,0.273,3,9,0.333,7,9,0.778,2,11,10,10,0,11,17,22,5.5,0.459,0.375,0.55,0.45,2.4,6.1,14.1,4.9,0,31.5,15.6,78,100,-0.2,0.2,0,-0.006
2025,Odyssey Sims,LAS,G,12,11,354,40,96,0.417,12,34,0.353,28,62,0.452,26,34,0.765,6,35,42,10,1,17,27,118,11.6,0.532,0.479,0.354,0.354,2.1,5.9,18.3,1.4,0.3,13.3,16.2,108,114,0.5,0,0.5,0.053
2025,NaLyssa Smith,DAL,F,18,15,344,45,107,0.421,2,11,0.182,43,96,0.448,29,47,0.617,29,89,14,7,16,17,42,121,12.3,0.474,0.43,0.103,0.439,9.3,14.8,6.5,1,4.4,11.8,18.3,98,110,0.1,0.2,0.3,0.029
2025,Brittney Sykes,WAS,G,25,25,774,120,317,0.379,21,66,0.318,99,251,0.394,124,158,0.785,12,85,109,31,8,68,67,385,14.4,0.498,0.412,0.208,0.498,1.9,6.7,26,2.1,1,15,27.1,98,107,0.1,0.8,0.9,0.048
2025,Stephanie Talbot,GSV,F,16,10,268,20,59,0.339,8,32,0.25,12,27,0.444,9,14,0.643,14,53,32,9,1,19,21,57,8.6,0.437,0.407,0.542,0.237,6.2,11.6,20.4,1.8,0.4,22.6,14.6,92,103,-0.2,0.4,0.3,0.041
2025,Sevgi Uzun,PHO,G,7,0,102,3,14,0.214,1,8,0.125,2,6,0.333,4,6,0.667,0,6,14,4,3,10,9,11,2.1,0.331,0.25,0.571,0.429,0,3.4,19.2,2,2.8,37.5,11.7,66,105,-0.3,0.1,-0.2,-0.066
2025,Julie Vanloo,GSV,G,9,2,180,14,48,0.292,8,38,0.211,6,10,0.6,5,6,0.833,2,17,37,6,0,23,16,41,4.7,0.405,0.375,0.792,0.125,1.3,5.5,35.2,1.8,0,31.2,19.1,80,105,-0.5,0.2,-0.3,-0.058
2025,Li Yueru,SEA,C,9,0,78,6,20,0.3,2,4,0.5,4,16,0.25,11,12,0.917,4,14,6,1,0,7,13,25,6.3,0.494,0.35,0.2,0.6,6,10.8,11,0.7,0,21.7,19,93,107,0,0.1,0,0.016
2025,Grace Berger,DAL,G,18,13,402,26,85,0.306,2,21,0.095,24,64,0.375,10,15,0.667,11,62,57,14,7,18,36,64,7.1,0.349,0.318,0.247,0.176,3,8.8,20.6,1.8,1.7,16.4,11.8,87,112,-0.4,0.1,-0.3,-0.028
2025,Aerial Powers,IND,G,8,0,160,27,63,0.429,7,19,0.368,20,44,0.455,11,17,0.647,9,37,19,7,1,11,19,72,15.9,0.511,0.484,0.302,0.27,6.7,14,19.4,2.2,0.6,13.5,22.8,104,103,0.2,0.3,0.4,0.112
2025,Bree Hall,IND,G,1,0,5,0,2,0,0,0,,0,2,0,0,0,,0,1,0,0,0,0,1,0,-17.6,0,0,0,0,0,12.1,0,0,0,0,17.9,0,107,-0.1,0,0,-0.382
2025,Haley Jones,DAL,F-G,24,16,546,81,176,0.46,11,37,0.297,70,139,0.504,22,35,0.629,16,90,60,20,21,46,60,195,11.9,0.509,0.491,0.21,0.199,3.2,9.5,18.2,1.9,3.7,19.4,18.9,94,110,-0.3,0.3,0,0.003
2025,Chloe Bibby,IND,F,9,0,88,10,28,0.357,9,23,0.391,1,5,0.2,6,7,0.857,2,11,4,5,1,7,7,35,11.6,0.563,0.518,0.821,0.25,2.7,7.6,6.8,2.9,1,18.4,19.4,98,103,0,0.1,0.2,0.07
2025,Shey Peddy,IND,G,9,0,127,17,31,0.548,11,22,0.5,6,9,0.667,2,3,0.667,1,7,15,4,0,9,7,47,14.3,0.727,0.726,0.71,0.097,0.9,3.3,18.2,1.6,0,21.8,14.6,119,109,0.3,0.1,0.4,0.125
2025,Sevgi Uzun,CHI,G,18,3,337,28,81,0.346,4,22,0.182,24,59,0.407,7,10,0.7,1,25,49,9,0,33,28,67,2.9,0.392,0.37,0.272,0.123,0.4,4.4,23.5,1.4,0,27.9,15.8,76,116,-0.9,-0.1,-1,-0.117
2025,DeWanna Bonner,PHO,F-G,24,1,586,86,202,0.426,31,95,0.326,55,107,0.514,58,67,0.866,25,103,24,17,8,18,30,261,16.1,0.564,0.502,0.47,0.332,4.8,10,6.9,1.5,1.3,7.2,19.1,114,104,1.3,0.8,2.2,0.147
2025,Marquesha Davis,CHI,G,2,0,21,1,6,0.167,0,1,0,1,5,0.2,0,0,,2,2,0,0,1,3,1,2,-8.8,0.167,0.167,0.167,0,11.3,5.6,0,0,4.5,33.3,19.3,36,119,-0.2,0,-0.2,-0.378
2025,Julie Vanloo,LAS,G,26,0,269,19,63,0.302,17,54,0.315,2,9,0.222,3,4,0.75,2,15,31,9,0,26,29,58,2.7,0.448,0.437,0.857,0.063,0.9,3.3,16.7,1.7,0,28.6,15.1,79,115,-0.6,0,-0.6,-0.091
2025,Li Yueru,DAL,C,22,12,441,56,133,0.421,18,51,0.353,38,82,0.463,32,38,0.842,48,127,23,8,9,23,44,162,14.9,0.541,0.489,0.383,0.286,12,16.5,8.3,0.9,1.9,13.3,17,110,112,0.8,0.1,0.9,0.081
2025,Sika Koné,ATL,F,8,0,11,0,4,0,0,2,0,0,2,0,4,4,1,0,1,1,0,0,0,2,4,3.3,0.347,0,0.5,1,0,5.4,12.1,0,0,0,24.1,93,107,0,0,0,0.016
2025,Liatu King,DAL,F,2,0,16,1,3,0.333,0,0,,1,3,0.333,0,0,,2,4,0,0,0,0,2,2,4.7,0.333,0.333,0,0,13.8,14.3,0,0,0,0,8.1,101,117,0,0,0,-0.008
2025,Odyssey Sims,IND,G,12,10,317,49,119,0.412,9,30,0.3,40,89,0.449,17,21,0.81,4,22,48,7,0,16,21,124,12.1,0.483,0.45,0.252,0.176,1.5,4.2,24.1,1.1,0,11.1,20.4,104,109,0.3,0.2,0.5,0.067
2025,Alissa Pili,LAS,F,5,0,17,3,6,0.5,0,1,0,3,5,0.6,10,11,0.909,0,2,0,0,1,1,2,16,33,0.738,0.5,0.167,1.833,0,7,0,0,5.4,8.4,31.1,144,113,0.2,0,0.2,0.401
2025,Tiffany Mitchell,SEA,G,23,1,300,24,61,0.393,7,17,0.412,17,44,0.386,12,18,0.667,5,13,5,8,5,10,27,67,4.8,0.486,0.451,0.279,0.295,1.9,2.6,2.4,1.4,1.5,12.7,12,90,108,-0.2,0.3,0.1,0.01
2025,Stephanie Talbot,NYL,F,22,0,273,19,45,0.422,8,24,0.333,11,21,0.524,9,14,0.643,12,48,34,10,5,21,22,55,9.8,0.538,0.511,0.533,0.311,5.4,10.2,18.6,1.9,1.7,29.1,12.2,99,104,0.1,0.4,0.5,0.066
2025,Kaila Charles,GSV,G-F,18,8,347,50,108,0.463,15,42,0.357,35,66,0.53,18,22,0.818,21,81,17,19,3,22,37,133,15.1,0.565,0.532,0.389,0.204,7.2,13.6,9.5,2.9,0.9,15.8,18.8,104,99,0.3,0.8,1.1,0.128
2025,Jaylyn Sherrod,MIN,G,8,0,38,3,8,0.375,0,2,0,3,6,0.5,2,4,0.5,0,4,2,1,0,1,2,8,5.1,0.41,0.375,0.25,0.5,0,6.3,7.3,1.4,0,9.3,13,87,104,0,0.1,0,0.018
2025,NaLyssa Smith,LVA,F,27,26,612,89,160,0.556,6,16,0.375,83,144,0.576,37,61,0.607,45,142,19,18,13,34,89,221,13.6,0.591,0.575,0.1,0.381,8.5,13.5,5.2,1.5,1.9,15.4,16.5,109,105,0.9,0.8,1.7,0.11
2025,DiJonai Carrington,MIN,G-F,11,1,183,33,68,0.485,10,22,0.455,23,46,0.5,19,25,0.76,7,23,12,13,4,10,27,95,19.1,0.601,0.559,0.324,0.368,4.7,7.5,10.6,3.7,2,11.2,22.4,114,98,0.5,0.4,0.9,0.199
2025,Aaliyah Edwards,CON,F,15,0,255,24,60,0.4,0,2,0,24,58,0.414,21,31,0.677,22,63,11,13,8,18,28,69,11.2,0.468,0.4,0.033,0.517,9.9,14.7,7.3,2.6,3,19.6,16.3,91,108,-0.2,0.2,0,0.006
2025,Diamond Miller,DAL,F,15,1,191,24,71,0.338,3,25,0.12,21,46,0.457,7,13,0.538,7,30,16,4,3,14,27,58,3.9,0.378,0.359,0.352,0.183,4,9,13.4,1.1,1.5,15.4,20.6,78,114,-0.6,0,-0.5,-0.115
2025,Brittney Sykes,SEA,G,14,13,420,54,140,0.386,10,36,0.278,44,104,0.423,47,61,0.77,8,38,46,17,6,30,32,165,11.7,0.494,0.421,0.257,0.436,2.2,5.4,17,2.1,1.3,15.2,21.5,96,105,-0.1,0.5,0.4,0.043
2025,Alysha Clark,WAS,F,15,8,343,25,69,0.362,10,41,0.244,15,28,0.536,8,13,0.615,7,53,23,7,2,5,28,68,7.6,0.455,0.435,0.594,0.188,2.5,9.5,10.7,1.1,0.6,6.3,10.7,102,108,0.1,0.3,0.4,0.05
2025,Jacy Sheldon,WAS,G,2,0,32,4,10,0.4,1,6,0.167,3,4,0.75,4,5,0.8,1,3,1,0,0,1,5,13,8.7,0.533,0.45,0.6,0.5,3.8,5.8,5.5,0,0,7.6,19,108,113,0,0,0.1,0.063
