player_id,player_name,player_name_key,season,player_team,position_full,position,jersey_number,player_age,age_2026,player_height_raw,height_inches,weight_lbs,player_college,player_country,gp_2025,pts_2025,reb_2025,ast_2025,net_rtg_2025,oreb_pct,dreb_pct,usage_pct_bio,ts_pct_bio,ast_pct_bio
,Mercedes Russell,mercedesrussell,2025,LAS,Center,C,TBD,30.0,31.0,6-6,78.0,195.0,Tennessee,USA,20.0,1.7,1.2,0.6,-16.8,0.057,0.094,0.108,0.513,0.154
1630446,Michaela Onyenwere,michaelaonyenwere,2025,CHI,Forward,F,12,26.0,27.0,6-0,72.0,178.0,UCLA,USA,42.0,5.8,1.6,1.1,-10.9,0.024,0.073,0.176,0.525,0.119
1642777,Monique Akoa Makani,moniqueakoamakani,2025,PHX,Guard,G,8,25.0,26.0,5-11,71.0,,,Cameroon,41.0,7.7,2.2,2.7,9.6,0.0279999999999999,0.073,0.1669999999999999,0.556,0.201
1628881,Monique Billings,moniquebillings,2025,GSV,Forward,F,25,30.0,31.0,6-4,76.0,192.0,UCLA,USA,26.0,7.3,4.5,0.5,-0.1,0.071,0.151,0.179,0.545,0.062
,Moriah Jefferson,moriahjefferson,2025,CHI,Guard,G,TBD,32.0,33.0,5-6,66.0,130.0,Connecticut,USA,5.0,1.4,1.0,1.8,-34.8,0.0,0.152,0.125,0.4379999999999999,0.563
,Murjanatu Musa,murjanatumusa,2025,PHX,Forward,F,TBD,26.0,27.0,6-0,72.0,,,Nigeria,12.0,3.3,2.6,0.6,-19.8,0.144,0.134,0.1639999999999999,0.502,0.113
1628899,Myisha Hines-Allen,myishahinesallen,2025,DAL,Forward,F,2,30.0,31.0,6-1,73.0,200.0,Louisville,USA,40.0,7.6,6.0,2.9,-4.3,0.065,0.213,0.179,0.529,0.204
1631019,NaLyssa Smith,nalyssasmith,2025,LVA,Forward,F,3,25.0,26.0,6-4,76.0,185.0,Baylor,USA,45.0,7.6,5.1,0.7,2.9,0.078,0.166,0.168,0.544,0.057
1629483,Napheesa Collier,napheesacollier,2025,MIN,Forward,F,24,29.0,30.0,6-1,73.0,180.0,Connecticut,USA,33.0,22.9,7.3,3.2,16.6,0.062,0.166,0.278,0.636,0.174
204333,Natasha Cloud,natashacloud,2025,NYL,Guard,G,9,34.0,35.0,5-10,70.0,160.0,St. Joseph's (PA),USA,41.0,10.1,3.7,5.1,5.5,0.013,0.109,0.171,0.546,0.28
203827,Natasha Howard,natashahoward,2025,IND,Forward,F,6,34.0,35.0,6-3,75.0,172.0,Florida State,USA,44.0,11.4,6.6,1.5,6.5,0.088,0.196,0.208,0.595,0.099
1630442,Natasha Mack,natashamack,2025,PHX,,,,28.0,29.0,6-4,76.0,182.0,Oklahoma State,USA,34.0,4.7,5.8,0.9,10.8,0.126,0.185,0.108,0.569,0.073
1629567,Natisha Hiedeman,natishahiedeman,2025,MIN,Guard,G,2,29.0,30.0,5-8,68.0,132.0,Marquette,USA,44.0,9.1,1.9,2.8,11.6,0.0139999999999999,0.083,0.201,0.593,0.241
1631044,Naz Hillmon,nazhillmon,2025,ATL,Forward,F,0,26.0,27.0,6-2,74.0,190.0,Michigan,USA,44.0,8.6,6.2,2.4,14.5,0.063,0.179,0.148,0.583,0.145
1628269,Nia Coffey,niacoffey,2025,ATL,Forward,F,12,30.0,31.0,6-1,73.0,182.0,Northwestern,USA,44.0,3.9,2.6,1.0,6.9,0.0579999999999999,0.183,0.19,0.503,0.174
203014,Nneka Ogwumike,nnekaogwumike,2025,SEA,Forward,F,3,35.0,36.0,6-2,74.0,190.0,Stanford,USA,44.0,18.3,7.0,2.3,5.3,0.043,0.192,0.245,0.6,0.132
1631055,Nyara Sabally,nyarasabally,2025,NYL,Center,C,8,26.0,27.0,6-5,77.0,204.0,Oregon,Germany,17.0,5.4,4.5,0.8,-0.6,0.089,0.157,0.147,0.529,0.065
203824,Odyssey Sims,odysseysims,2025,IND,Guard,G,1,33.0,34.0,5-8,68.0,155.0,Baylor,USA,24.0,10.1,2.4,3.8,2.2,0.016,0.075,0.178,0.506,0.213
1631135,Olivia Nelson-Ododa,olivianelsonododa,2025,CON,Center,C,10,25.0,26.0,6-5,77.0,176.0,Connecticut,USA,37.0,8.2,5.0,0.9,-10.0,0.075,0.1669999999999999,0.1689999999999999,0.578,0.08
1642784,Paige Bueckers,paigebueckers,2025,DAL,Guard,G,5,24.0,25.0,6-0,72.0,,Connecticut,USA,36.0,19.2,3.9,5.4,-3.7,0.02,0.102,0.241,0.5670000000000001,0.295
1627671,Rachel Banham,rachelbanham,2025,CHI,Guard,G,24,32.0,33.0,5-10,70.0,181.0,Minnesota,USA,44.0,9.0,1.7,2.7,-15.1,0.006,0.063,0.174,0.544,0.193
1630996,Rae Burrell,raeburrell,2025,LAS,,,,25.0,26.0,6-2,74.0,168.0,Tennessee,USA,28.0,7.5,2.3,1.2,-0.5,0.035,0.087,0.179,0.531,0.103
1642796,Rayah Marshall,rayahmarshall,2025,CON,,,,22.0,23.0,6-4,76.0,,USC,,15.0,1.7,1.7,0.3,4.3,0.079,0.2019999999999999,0.171,0.4,0.083
204296,Rebecca Allen,rebeccaallen,2025,CHI,,,,33.0,34.0,6-2,74.0,162.0,,Australia,44.0,5.1,2.6,1.3,-14.8,0.02,0.1159999999999999,0.151,0.444,0.119
203822,Rebekah Gardner,rebekahgardner,2025,NYL,Guard,G,7,35.0,36.0,6-1,73.0,130.0,UCLA,USA,41.0,3.7,1.8,0.6,4.3,0.057,0.087,0.128,0.624,0.083
1631009,Rhyne Howard,rhynehoward,2025,ATL,Guard,G,10,26.0,27.0,6-2,74.0,175.0,Kentucky,USA,33.0,17.5,4.5,4.6,10.3,0.026,0.102,0.2289999999999999,0.524,0.226
1642288,Rickea Jackson,rickeajackson,2025,LAS,Forward,F,2,25.0,26.0,6-2,74.0,175.0,Tennessee,USA,38.0,14.7,3.2,1.7,-4.7,0.034,0.071,0.221,0.53,0.092
,Robyn Parks,robynparks,2025,CON,Forward,F,TBD,33.0,34.0,6-1,73.0,170.0,Va Commonwealth,USA,6.0,0.3,1.5,0.3,-6.8,0.015,0.133,0.039,0.2,0.051
1629477,Sabrina Ionescu,sabrinaionescu,2025,NYL,Guard,G,20,28.0,29.0,5-11,71.0,165.0,Oregon,USA,38.0,18.2,4.9,5.7,6.3,0.026,0.121,0.273,0.537,0.318
1628244,Sami Whitcomb,samiwhitcomb,2025,PHX,Guard,G,33,37.0,38.0,5-10,70.0,149.0,Washington,Australia,43.0,9.1,2.6,2.5,5.1,0.015,0.095,0.175,0.544,0.162
1642790,Sania Feagin,saniafeagin,2025,LAS,Forward,F,1,23.0,24.0,6-3,75.0,,South Carolina,,16.0,1.3,0.7,0.3,-18.9,0.039,0.103,0.198,0.346,0.087
1642809,Saniya Rivers,saniyarivers,2025,CON,Guard,G,22,23.0,24.0,6-1,73.0,,North Carolina State,,42.0,8.8,2.8,2.7,-12.5,0.026,0.088,0.173,0.495,0.183
1642782,Sarah Ashlee Barker,sarahashleebarker,2025,LAS,Guard,G,13,24.0,25.0,6-0,72.0,,Alabama,,34.0,3.1,1.9,0.9,-9.2,0.021,0.118,0.136,0.4579999999999999,0.1009999999999999
1630149,Satou Sabally,satousabally,2025,PHX,Forward,F,0,28.0,29.0,6-4,76.0,175.0,Oregon,USA,39.0,16.3,5.9,2.5,7.9,0.051,0.171,0.276,0.5329999999999999,0.17
,Serena Sundell,serenasundell,2025,DAL,Guard,G,TBD,23.0,24.0,6-1,73.0,,Kansas State,,3.0,0.0,0.3,0.0,-44.9,0.0,0.0559999999999999,0.0559999999999999,0.0,0.0
1642244,Sevgi Uzun,sevgiuzun,2025,CHI,Guard,G,10,28.0,29.0,5-10,70.0,141.0,,Turkey,25.0,3.1,1.2,2.5,-6.5,0.002,0.072,0.147,0.382,0.23
1631022,Shakira Austin,shakiraaustin,2025,WAS,,,,25.0,26.0,6-5,77.0,190.0,Mississippi,USA,38.0,12.7,6.4,1.8,-7.0,0.068,0.23,0.283,0.506,0.162
1628278,Shatori Walker-Kimbrough,shatoriwalkerkimbrough,2025,ATL,Guard,G,32,30.0,31.0,5-9,69.0,140.0,Maryland,USA,41.0,1.7,0.9,0.5,2.2,0.008,0.092,0.1009999999999999,0.523,0.104
203035,Shey Peddy,sheypeddy,2025,IND,Guard,G,5,37.0,38.0,5-7,67.0,145.0,Temple,USA,15.0,5.1,1.7,2.1,-1.5,0.027,0.075,0.115,0.653,0.186
1631021,Sika Kone,sikakone,2025,ATL,Forward,F,23,23.0,24.0,6-3,75.0,180.0,,Spain,19.0,1.4,1.0,0.3,-9.3,0.034,0.163,0.16,0.487,0.136
203400,Skylar Diggins,skylardiggins,2025,SEA,Guard,G,4,35.0,36.0,5-9,69.0,140.0,Notre Dame,USA,43.0,15.5,2.5,6.0,7.6,0.02,0.063,0.235,0.536,0.305
1642785,Sonia Citron,soniacitron,2025,WAS,Guard,G,22,22.0,23.0,6-1,73.0,,Notre Dame,,44.0,14.9,4.0,2.4,-4.2,0.022,0.107,0.195,0.609,0.135
1629482,Sophie Cunningham,sophiecunningham,2025,IND,Guard,G,8,29.0,30.0,6-1,73.0,165.0,Missouri,USA,30.0,8.6,3.5,1.2,1.7,0.02,0.121,0.128,0.655,0.073
203828,Stefanie Dolson,stefaniedolson,2025,WAS,Center,C,31,34.0,35.0,6-5,77.0,235.0,Connecticut,USA,43.0,3.7,2.3,1.4,-4.1,0.026,0.121,0.122,0.534,0.151
203855,Stephanie Talbot,stephanietalbot,2025,NYL,Forward,F,6,31.0,32.0,6-2,74.0,192.0,,Australia,38.0,2.9,2.7,1.7,-3.7,0.046,0.133,0.124,0.481,0.198
1630134,Sug Sutton,sugsutton,2025,WAS,Guard,G,1,27.0,28.0,5-8,68.0,140.0,Texas-Austin,USA,43.0,7.4,1.8,3.9,-2.3,0.008,0.063,0.152,0.523,0.247
202641,Sydney Colson,sydneycolson,2025,IND,Guard,G,51,36.0,37.0,5-8,68.0,137.0,Texas A&M,USA,30.0,2.4,0.8,2.0,-3.9,0.017,0.047,0.119,0.449,0.238
1642814,Taylor Thierry,taylorthierry,2025,ATL,,,,23.0,24.0,6-1,73.0,,Ohio State,,17.0,0.4,0.4,0.1,-15.6,0.049,0.111,0.163,0.235,0.118
1642804,Te-Hina Paopao,tehinapaopao,2025,ATL,Guard,G,2,23.0,24.0,5-9,69.0,,South Carolina,,43.0,5.8,1.6,2.4,11.4,0.0139999999999999,0.083,0.163,0.5589999999999999,0.231
,Teaira McCowan,teairamccowan,2025,DAL,Center,C,TBD,29.0,30.0,6-7,79.0,239.0,Mississippi State,USA,17.0,5.6,4.6,0.6,-9.8,0.1169999999999999,0.2019999999999999,0.171,0.596,0.076
1627701,Temi Fagbenle,temifagbenle,2025,GSV,Center,C,14,33.0,34.0,6-4,76.0,180.0,Harvard,United Kingdo...,39.0,7.4,4.9,1.6,0.3,0.078,0.131,0.156,0.544,0.127
203026,Tiffany Hayes,tiffanyhayes,2025,GSV,Guard,G,15,36.0,37.0,5-10,70.0,155.0,Connecticut,USA,26.0,11.7,3.8,3.0,5.2,0.025,0.114,0.208,0.557,0.213
,Tiffany Mitchell,tiffanymitchell,2025,SEA,Guard,G,25,31.0,32.0,5-9,69.0,169.0,South Carolina,USA,39.0,3.2,1.1,0.3,-1.5,0.021,0.062,0.127,0.514,0.038
202250,Tina Charles,tinacharles,2025,CON,Center,C,31,37.0,38.0,6-4,76.0,192.0,Connecticut,USA,43.0,16.3,5.8,1.7,-16.6,0.05,0.163,0.2739999999999999,0.515,0.124
1630112,Tyasha Harris,tyashaharris,2025,DAL,Guard,G,52,28.0,29.0,5-10,70.0,152.0,South Carolina,USA,5.0,4.6,1.0,2.6,8.0,0.011,0.046,0.111,0.609,0.228
1631007,Veronica Burton,veronicaburton,2025,GSV,Guard,G,22,25.0,26.0,5-9,69.0,155.0,Northwestern,USA,44.0,11.9,4.4,6.0,4.0,0.038,0.109,0.1939999999999999,0.561,0.367
,Yvonne Anderson,yvonneanderson,2025,MIN,Guard,G,TBD,36.0,37.0,5-7,67.0,149.0,University of Texas at Austin,USA,1.0,0.0,1.0,2.0,61.9,0.0,0.067,0.094,0.0,0.182
1641660,Zia Cooke,ziacooke,2025,SEA,Guard,G,7,25.0,26.0,5-9,69.0,163.0,South Carolina,USA,26.0,3.5,0.5,0.5,-13.4,0.023,0.031,0.192,0.478,0.09
