player_id,season,season_type,team_id,possessions,usage_pct,ts_pct,efg_pct,ast_pct,tov_pct,ast_tov_ratio,oreb_pct,dreb_pct,reb_pct,stl_pct,blk_pct,ftr,three_par,rim_rate,midrange_rate,pts_per_40,ast_per_40,reb_per_40,stl_per_40,blk_per_40,ts_pctile_pos,usage_pctile_pos,ast_pctile_pos,tov_pctile_pos,reb_pctile_pos,stl_pctile_pos,blk_pctile_pos,production_score,position_group,ts_pctile_guard,ts_pctile_forward,ts_pctile_center,usage_pctile_guard,usage_pctile_forward,usage_pctile_center,ast_pctile_guard,ast_pctile_forward,ast_pctile_center,reb_pctile_guard,reb_pctile_forward,reb_pctile_center,stl_pctile_guard,stl_pctile_forward,stl_pctile_center,blk_pctile_guard,blk_pctile_forward,blk_pctile_center,tov_pctile_guard,tov_pctile_forward,tov_pctile_center
201886,2023,Playoffs,1611661323,972,24.363636363636363,0.516260162601626,0.4724770642201835,0.0246913580246913,0.0113168724279835,2.1818181818181817,0.0041152263374485,0.0555555555555555,0.0596707818930041,0.0072016460905349,0.0113168724279835,,,,,19.689922480620154,3.72093023255814,8.992248062015504,1.0852713178294573,1.7054263565891472,48.0,76.86,57.92,28.86,75.22,32.97,73.57,62.24,,,,,,,,,,,,,,,,,,,,,,
202252,2023,Playoffs,1611661319,848,13.807531380753137,0.6491228070175439,0.5980392156862745,0.0141509433962264,0.0106132075471698,1.3333333333333333,0.0141509433962264,0.0330188679245283,0.0471698113207547,0.0035377358490566,0.0011792452830188,,,,,13.640552995391706,2.2119815668202767,7.373271889400922,0.5529953917050692,0.184331797235023,84.44,25.62,24.26,24.88,60.87,7.14,1.43,39.84,Forward,,81.2,,,29.4,,,50.0,,,50.0,,,14.3,,,10.0,,,66.7,
204329,2023,Playoffs,1611661319,820,5.08849557522124,0.6470588235294118,0.625,0.0121951219512195,0.0073170731707317,1.6666666666666667,0.0170731707317073,0.0597560975609756,0.0768292682926829,0.0097560975609756,0.0024390243902439,,,,,4.2105263157894735,1.9138755980861244,12.057416267942584,1.5311004784688995,0.3827751196172249,84.0,2.07,18.81,10.45,90.87,50.82,15.71,50.26,Center,,,71.4,,,14.3,,,71.4,,,71.4,,,33.3,,,14.3,,,85.7
1629481,2023,Playoffs,1611661321,778,24.347826086956523,0.4666666666666667,0.4540816326530612,0.0334190231362467,0.0089974293059125,3.7142857142857135,0.0102827763496143,0.0205655526992287,0.0308483290488431,0.0102827763496143,,,,,,20.74074074074074,5.502645502645502,5.079365079365079,1.693121693121693,,30.22,75.62,74.75,18.41,29.13,54.4,,49.39,Guard,41.7,,,87.5,,,66.7,,,50.0,,,43.5,,,,,,83.3,,
203026,2023,Playoffs,1611661323,698,21.73913043478261,0.6410256410256411,0.6283783783783784,0.0157593123209169,0.0100286532951289,1.5714285714285714,0.0128939828080229,0.0214899713467048,0.0343839541547277,0.0057306590257879,0.0028653295128939,,,,,21.50537634408602,2.3655913978494625,5.161290322580645,0.860215053763441,0.4301075268817205,82.67,66.12,28.71,21.89,36.52,22.53,20.0,47.81,Guard,100.0,,,62.5,,,20.8,,,70.8,,,13.0,,,21.4,,,79.2,,
204296,2023,Playoffs,1611661323,702,13.554987212276217,0.6170212765957447,0.6063829787234043,0.0142450142450142,0.0085470085470085,1.6666666666666667,0.0128205128205128,0.0341880341880341,0.047008547008547,0.0128205128205128,0.0128205128205128,,,,,12.54054054054054,2.1621621621621623,7.135135135135135,1.945945945945946,1.945945945945946,77.33,25.21,24.75,15.92,60.43,71.43,77.86,60.16,,,,,,,,,,,,,,,,,,,,,,
203827,2023,Playoffs,1611661321,705,20.673076923076923,0.4347826086956521,0.4166666666666667,0.0156028368794326,0.0241134751773049,0.6470588235294118,0.0170212765957446,0.0425531914893617,0.0595744680851063,0.0113475177304964,0.0099290780141843,,,,,14.035087719298245,2.573099415204678,9.82456140350877,1.871345029239766,1.6374269005847952,23.11,60.33,27.72,80.6,74.78,64.84,66.43,48.09,Forward,,37.5,,,58.8,,,57.1,,,81.2,,,71.4,,,60.0,,,0.0,
1630149,2023,Playoffs,1611661321,692,24.57420924574209,0.4593023255813953,0.4166666666666667,0.0303468208092485,0.0216763005780346,1.4,0.0086705202312138,0.0289017341040462,0.0375722543352601,0.0101156069364161,0.0086705202312138,,,,,18.80952380952381,5.0,6.190476190476191,1.6666666666666663,1.4285714285714284,27.56,78.1,70.3,73.63,44.35,53.3,61.43,51.63,Forward,,50.0,,,82.4,,,92.9,,,25.0,,,57.1,,,40.0,,,6.7,
1629567,2023,Playoffs,1611661323,594,14.83679525222552,0.4130434782608695,0.3809523809523809,0.0269360269360269,0.0067340067340067,4.0,0.0016835016835016,0.0202020202020202,0.0218855218855218,0.0016835016835016,0.0016835016835016,,,,,9.440993788819876,3.975155279503105,3.229813664596273,0.248447204968944,0.248447204968944,19.11,29.34,64.36,7.96,13.91,1.1,5.71,32.22,Guard,29.2,,,12.5,,,45.8,,,25.0,,,4.3,,,14.3,,,91.7,,
1629479,2023,Playoffs,1611661321,630,15.447154471544716,0.6041666666666666,0.6216216216216216,0.0126984126984126,0.0142857142857142,0.8888888888888888,0.0333333333333333,0.0666666666666666,0.1,0.0063492063492063,0.0111111111111111,,,,,15.263157894736842,2.1052631578947367,16.578947368421055,1.0526315789473684,1.8421052631578947,75.11,33.47,21.29,40.3,97.61,25.82,72.14,55.02,,,,,,,,,,,,,,,,,,,,,,
1630112,2023,Playoffs,1611661323,555,19.365079365079367,0.5925925925925926,0.5865384615384616,0.0306306306306306,0.0126126126126126,2.4285714285714284,0.0018018018018018,0.0108108108108108,0.0126126126126126,0.009009009009009,,,,,,17.80821917808219,4.657534246575342,1.917808219178082,1.36986301369863,,72.0,51.24,71.29,34.33,1.74,45.6,,43.93,Guard,95.8,,,41.7,,,54.2,,,8.3,,,30.4,,,,,,50.0,,
203825,2023,Playoffs,1611661324,445,21.052631578947366,0.574468085106383,0.5454545454545454,0.0179775280898876,0.0112359550561797,1.6,0.0089887640449438,0.0314606741573033,0.0404494382022471,0.0067415730337078,,,,,,18.305084745762716,2.711864406779661,6.101694915254238,1.0169491525423728,,66.22,61.57,37.13,27.86,50.87,28.57,,45.21,Guard,87.5,,,54.2,,,25.0,,,79.2,,,21.7,,,,,,70.8,,
1629483,2023,Playoffs,1611661324,403,30.357142857142858,0.5725806451612904,0.5272727272727272,0.0124069478908188,0.0173697270471464,0.7142857142857143,0.009925558312655,0.0496277915632754,0.0595533498759305,0.0049627791563275,0.009925558312655,,,,,26.296296296296298,1.851851851851852,8.88888888888889,0.7407407407407407,1.4814814814814814,65.33,96.28,20.3,61.19,74.35,14.84,65.71,53.66,Forward,,68.8,,,100.0,,,35.7,,,75.0,,,21.4,,,50.0,,,26.7,
1631135,2023,Playoffs,1611661323,389,11.210762331838565,0.6818181818181818,0.6666666666666666,0.0102827763496143,0.0077120822622107,1.3333333333333333,0.0257069408740359,0.0359897172236503,0.0616966580976863,0.0179948586118251,0.0154241645244215,,,,,11.320754716981131,1.5094339622641508,9.056603773584904,2.641509433962264,2.2641509433962264,90.67,14.88,14.85,12.44,76.96,87.36,85.0,65.33,Center,,,85.7,,,42.9,,,42.9,,,42.9,,,83.3,,,57.1,,,71.4
1629546,2023,Playoffs,1611661313,406,16.086956521739133,0.3870967741935484,0.3793103448275862,0.0172413793103448,0.0147783251231527,1.1666666666666667,,0.0147783251231527,0.0147783251231527,0.0024630541871921,0.0049261083743842,,,,,9.320388349514564,2.7184466019417477,2.3300970873786406,0.3883495145631067,0.7766990291262135,14.67,37.6,33.17,45.27,4.35,2.75,35.71,26.14,,,,,,,,,,,,,,,,,,,,,,
203866,2023,Playoffs,1611661313,392,13.362068965517242,0.5714285714285714,0.5555555555555556,0.0076530612244897,0.0076530612244897,1.0,0.0178571428571428,0.0204081632653061,0.0382653061224489,0.0025510204081632,0.0051020408163265,,,,,12.673267326732674,1.188118811881188,5.9405940594059405,0.396039603960396,0.7920792079207921,64.22,23.97,7.92,11.94,46.09,3.85,37.14,38.75,Forward,,62.5,,,23.5,,,21.4,,,31.2,,,7.1,,,30.0,,,80.0,
203824,2023,Playoffs,1611661321,382,16.666666666666668,0.4705882352941176,0.453125,0.031413612565445,0.013089005235602,2.4,0.0052356020942408,0.0078534031413612,0.013089005235602,0.0104712041884816,,,,,,13.763440860215056,5.161290322580645,2.150537634408602,1.720430107526882,,31.11,39.88,72.77,36.82,3.04,58.79,,38.4,Guard,50.0,,,20.8,,,58.3,,,12.5,,,56.5,,,,,,45.8,,
1630096,2023,Playoffs,1611661323,311,21.468926553672315,0.5,0.4821428571428571,0.0096463022508038,0.0257234726688102,0.375,0.0160771704180064,0.0289389067524115,0.045016077170418,0.0128617363344051,,,,,,15.18987341772152,1.518987341772152,7.088607594936709,2.0253164556962027,,41.56,64.05,12.38,82.09,57.83,71.98,,37.96,,,,,,,,,,,,,,,,,,,,,,
1628279,2023,Playoffs,1611661322,302,21.83908045977012,0.46875,0.4482758620689655,0.0231788079470198,0.0198675496688741,1.1666666666666667,0.009933774834437,0.043046357615894,0.0529801324503311,0.0132450331125827,0.0033112582781456,,,,,15.384615384615383,3.58974358974359,8.205128205128204,2.051282051282051,0.5128205128205128,30.67,66.94,51.98,67.66,67.39,73.08,25.71,49.73,Guard,45.8,,,66.7,,,29.2,,,95.8,,,69.6,,,42.9,,,41.7,,
1627676,2023,Playoffs,1611661324,278,12.337662337662335,0.4583333333333333,0.4583333333333333,0.039568345323741,0.0251798561151079,1.5714285714285714,0.0107913669064748,0.0251798561151079,0.0359712230215827,0.0035971223021582,,,,,,5.866666666666667,5.866666666666667,5.333333333333333,0.5333333333333333,,26.89,20.25,82.18,81.59,40.87,8.24,,28.12,,,,,,,,,,,,,,,,,,,,,,
1631009,2023,Playoffs,1611661330,322,30.939226519337016,0.5480769230769231,0.5392156862745098,0.0124223602484472,0.0124223602484472,1.0,0.0031055900621118,0.0186335403726708,0.0217391304347826,0.0124223602484472,0.0031055900621118,,,,,30.4,2.1333333333333333,3.733333333333333,2.1333333333333333,0.5333333333333333,56.44,96.69,20.79,32.34,13.04,70.33,23.57,49.79,Guard,70.8,,,100.0,,,12.5,,,20.8,,,65.2,,,28.6,,,58.3,,
204333,2023,Playoffs,1611661322,290,21.686746987951807,0.5606060606060606,0.5166666666666667,0.0586206896551724,0.0103448275862068,5.666666666666667,,0.0482758620689655,0.0482758620689655,0.0137931034482758,,,,,,20.0,9.18918918918919,7.567567567567568,2.1621621621621623,,61.33,64.88,93.07,23.88,61.3,76.37,,61.87,Guard,79.2,,,58.3,,,100.0,,,91.7,,,78.3,,,,,,75.0,,
203399,2023,Playoffs,1611661322,283,18.012422360248447,0.3620689655172414,0.3214285714285714,0.0247349823321554,,,0.0070671378091872,0.0247349823321554,0.0318021201413427,0.0035335689045936,0.0070671378091872,,,,,12.054794520547944,3.835616438356164,4.931506849315069,0.547945205479452,1.095890410958904,11.56,45.04,58.42,,31.3,6.32,50.71,43.34,,,,,,,,,,,,,,,,,,,,,,
1628277,2023,Playoffs,1611661330,316,24.571428571428573,0.5405405405405406,0.5,0.0253164556962025,0.0221518987341772,1.1428571428571428,0.0031645569620253,0.0411392405063291,0.0443037974683544,0.0094936708860759,0.0031645569620253,,,,,22.22222222222222,4.444444444444445,7.777777777777778,1.6666666666666663,0.5555555555555556,53.78,77.69,59.16,75.12,57.39,48.9,25.0,49.54,Guard,66.7,,,91.7,,,37.5,,,87.5,,,39.1,,,35.7,,,29.2,,
1641657,2023,Playoffs,1611661324,265,13.513513513513514,0.5,0.5,0.030188679245283,0.0188679245283018,1.6,0.0150943396226415,0.0415094339622641,0.0566037735849056,0.0075471698113207,,,,,,8.333333333333334,4.444444444444445,8.333333333333334,1.1111111111111112,,41.56,24.38,69.31,65.42,72.61,36.26,,39.81,,,,,,,,,,,,,,,,,,,,,,
1629524,2023,Playoffs,1611661324,271,11.612903225806452,0.7352941176470589,0.7333333333333333,0.007380073800738,0.003690036900369,2.0,0.011070110701107,0.029520295202952,0.040590405904059,0.011070110701107,,,,,,13.88888888888889,1.1111111111111112,6.111111111111112,1.6666666666666663,,92.89,16.12,7.43,1.99,51.3,63.19,,46.99,Forward,,87.5,,,11.8,,,14.3,,,37.5,,,64.3,,,,,,93.3,
1627674,2023,Playoffs,1611661329,282,28.205128205128204,0.5263157894736842,0.484375,0.0106382978723404,0.0212765957446808,0.5,0.0141843971631205,0.0390070921985815,0.0531914893617021,0.0035460992907801,,,,,,23.18840579710145,1.7391304347826086,8.695652173913043,0.5797101449275363,,50.22,92.15,15.35,71.64,67.83,7.69,,37.37,,,,,,,,,,,,,,,,,,,,,,
1628878,2023,Playoffs,1611661322,256,23.28767123287671,0.4354838709677419,0.396551724137931,0.0234375,0.01171875,2.0,0.0234375,0.01953125,0.04296875,0.015625,0.01171875,,,,,16.119402985074625,3.5820895522388057,6.567164179104478,2.388059701492537,1.7910447761194028,23.56,71.9,52.97,30.35,55.43,81.87,75.71,61.58,Guard,37.5,,,79.2,,,33.3,,,83.3,,,82.6,,,92.9,,,62.5,,
204323,2023,Playoffs,1611661330,294,23.03030303030303,0.3939393939393939,0.3709677419354839,0.0136054421768707,0.0170068027210884,0.8,0.0136054421768707,0.0306122448979591,0.0442176870748299,0.0068027210884353,0.0136054421768707,,,,,15.522388059701491,2.388059701492537,7.761194029850746,1.1940298507462686,2.388059701492537,16.0,70.66,23.27,59.7,56.96,30.77,80.71,45.52,Forward,,25.0,,,70.6,,,42.9,,,43.8,,,35.7,,,90.0,,,33.3,
204322,2023,Playoffs,1611661329,263,11.409395973154362,0.2857142857142857,0.2857142857142857,0.0228136882129277,0.0114068441064638,2.0,0.0228136882129277,0.053231939163498,0.0760456273764258,0.0038022813688212,0.0152091254752851,,,,,4.848484848484849,3.6363636363636367,12.12121212121212,0.6060606060606061,2.4242424242424243,5.78,15.29,51.49,29.85,89.57,9.62,83.57,46.5,,,,,,,,,,,,,,,,,,,,,,
1627675,2023,Playoffs,1611661329,263,17.931034482758623,0.3684210526315789,0.3684210526315789,0.0304182509505703,0.026615969581749,1.1428571428571428,0.0076045627376425,0.053231939163498,0.0608365019011406,0.0038022813688212,0.0076045627376425,,,,,8.615384615384617,4.923076923076923,9.846153846153848,0.6153846153846154,1.2307692307692308,12.44,44.21,70.79,83.58,75.65,9.62,56.43,40.79,Guard,16.7,,,29.2,,,50.0,,,100.0,,,8.7,,,71.4,,,8.3,,
1629497,2023,Playoffs,1611661329,261,19.5945945945946,0.3958333333333333,0.391304347826087,0.0114942528735632,0.0229885057471264,0.5,,0.0268199233716475,0.0268199233716475,,0.0114942528735632,,,,,11.875,1.875,4.375,,1.875,17.33,51.65,17.57,78.36,22.61,,75.0,29.4,Guard,25.0,,,45.8,,,8.3,,,45.8,,,,,,85.7,,,16.7,,
1641649,2023,Playoffs,1611661324,217,21.186440677966104,0.32,0.3043478260869565,0.0276497695852534,0.0046082949308755,6.0,,0.0184331797235023,0.0184331797235023,0.0138248847926267,,,,,,10.847457627118644,4.067796610169491,2.711864406779661,2.0338983050847457,,9.33,62.4,66.83,3.98,8.26,76.92,,45.68,Forward,,12.5,,,64.7,,,85.7,,,6.2,,,92.9,,,,,,86.7,
1628899,2023,Playoffs,1611661322,221,20.610687022900763,0.6458333333333334,0.6590909090909091,0.0180995475113122,0.0135746606334841,1.3333333333333333,0.0226244343891402,0.0316742081447963,0.0542986425339366,,,,,,,21.016949152542374,2.711864406779661,8.135593220338983,,,83.56,59.09,38.12,37.31,68.7,,,44.59,Forward,,75.0,,,52.9,,,71.4,,,56.2,,,,,,,,,60.0,
1630101,2023,Playoffs,1611661321,243,13.13868613138686,0.6764705882352942,0.6,0.0205761316872428,0.0041152263374485,5.0,0.0123456790123456,0.0164609053497942,0.0288065843621399,0.0041152263374485,,,,,,15.862068965517242,3.4482758620689657,4.827586206896552,0.6896551724137931,,89.33,22.73,44.06,2.99,25.65,11.54,,41.47,,,,,,,,,,,,,,,,,,,,,,
1631007,2023,Playoffs,1611661321,224,12.307692307692308,0.28125,0.1923076923076923,0.0491071428571428,0.0044642857142857,11.0,0.0089285714285714,0.0178571428571428,0.0267857142857142,0.0357142857142857,,,,,,6.545454545454545,8.0,4.363636363636363,5.818181818181818,,5.33,19.21,89.11,3.48,22.17,97.25,,47.08,Guard,8.3,,,8.3,,,91.7,,,41.7,,,100.0,,,,,,95.8,,
1630386,2023,Playoffs,1611661321,209,16.379310344827587,0.6666666666666666,0.7142857142857143,0.0047846889952153,0.0191387559808612,0.25,0.0095693779904306,0.0239234449760765,0.0334928229665071,0.0143540669856459,0.0191387559808612,,,,,15.384615384615383,0.7692307692307693,5.384615384615384,2.307692307692308,3.076923076923077,86.89,38.43,1.98,66.67,36.09,78.02,95.71,52.92,,,,,,,,,,,,,,,,,,,,,,
1631006,2023,Playoffs,1611661319,197,19.29824561403509,0.25,0.1666666666666666,0.0101522842639593,0.0101522842639593,1.0,0.0101522842639593,0.0203045685279187,0.0304568527918781,0.015228426395939,0.0101522842639593,,,,,8.0,1.6,4.8,2.4,1.6,3.78,50.0,14.36,22.89,28.26,80.77,67.86,46.02,Forward,,6.2,,,47.1,,,28.6,,,12.5,,,100.0,,,70.0,,,73.3,
1627671,2023,Playoffs,1611661324,189,22.429906542056077,0.3947368421052631,0.3947368421052631,0.0476190476190476,0.0264550264550264,1.8,0.0105820105820105,0.0158730158730158,0.0264550264550264,0.0158730158730158,0.0105820105820105,,,,,12.244897959183676,7.346938775510204,4.081632653061225,2.4489795918367347,1.6326530612244896,16.67,68.6,88.61,83.08,21.3,83.24,70.0,52.19,Guard,20.8,,,75.0,,,87.5,,,37.5,,,87.0,,,78.6,,,12.5,,
204297,2023,Playoffs,1611661319,190,23.07692307692308,0.3095238095238095,0.275,0.0210526315789473,0.0157894736842105,1.3333333333333333,,0.0263157894736842,0.0263157894736842,0.0157894736842105,,,,,,10.833333333333332,3.333333333333333,4.166666666666667,2.5,,7.78,71.07,46.29,51.74,20.65,82.42,,39.5,,,,,,,,,,,,,,,,,,,,,,
1628881,2023,Playoffs,1611661330,199,12.280701754385966,0.4090909090909091,0.2857142857142857,,0.0150753768844221,,0.0251256281407035,0.0452261306532663,0.0703517587939698,0.0050251256281407,,,,,,7.659574468085106,,11.914893617021276,0.851063829787234,,18.67,18.18,,47.26,84.35,15.38,,27.05,Forward,,31.2,,,17.6,,,,,,100.0,,,28.6,,,,,,46.7,
203828,2023,Playoffs,1611661313,182,15.74074074074074,0.4642857142857143,0.5416666666666666,0.0054945054945054,0.0164835164835164,0.3333333333333333,0.0109890109890109,0.0164835164835164,0.0274725274725274,,0.0054945054945054,,,,,11.304347826086955,0.8695652173913043,4.3478260869565215,,0.8695652173913043,29.56,35.54,3.22,55.22,23.48,,42.14,25.53,Center,,,14.3,,,57.1,,,14.3,,,14.3,,,,,,28.6,,,28.6
1630389,2023,Playoffs,1611661329,176,29.292929292929298,0.5370370370370371,0.4583333333333333,0.0397727272727272,0.0113636363636363,3.5,0.0056818181818181,,0.0056818181818181,0.0170454545454545,,,,,,25.77777777777778,6.222222222222222,0.888888888888889,2.6666666666666665,,53.33,95.87,82.67,29.35,0.43,85.71,,55.52,Guard,62.5,,,95.8,,,79.2,,,4.2,,,91.3,,,,,,66.7,,
202658,2023,Playoffs,1611661330,194,10.377358490566037,0.3571428571428571,0.2,0.0412371134020618,0.0206185567010309,2.0,0.0103092783505154,0.0051546391752577,0.0154639175257731,0.0103092783505154,,,,,,4.545454545454545,7.272727272727273,2.727272727272727,1.8181818181818183,,11.11,13.22,85.15,69.15,5.22,54.95,,28.64,,,,,,,,,,,,,,,,,,,,,,
1629480,2023,Playoffs,1611661321,174,28.30188679245283,0.5769230769230769,0.5833333333333334,0.0114942528735632,0.0229885057471264,0.5,0.0402298850574712,0.0229885057471264,0.0632183908045977,0.0172413793103448,0.0057471264367816,,,,,27.906976744186046,1.8604651162790695,10.232558139534884,2.7906976744186047,0.9302325581395348,67.11,92.56,17.57,78.36,78.26,86.26,45.0,58.34,Center,,,28.6,,,85.7,,,57.1,,,57.1,,,66.7,,,42.9,,,14.3
1630462,2023,Playoffs,1611661330,150,18.39080459770115,0.3181818181818182,0.3181818181818182,0.0333333333333333,0.0333333333333333,1.0,,0.0133333333333333,0.0133333333333333,0.0133333333333333,,,,,,7.777777777777778,5.555555555555555,2.2222222222222223,2.2222222222222223,,8.89,47.93,74.26,92.54,3.48,73.63,,30.81,Guard,12.5,,,37.5,,,62.5,,,16.7,,,73.9,,,,,,0.0,,
1629501,2023,Playoffs,1611661329,140,17.94871794871795,0.3636363636363636,0.3,0.0071428571428571,0.0214285714285714,0.3333333333333333,0.0142857142857142,0.05,0.0642857142857142,,0.0142857142857142,,,,,8.88888888888889,1.1111111111111112,10.0,,2.2222222222222223,12.0,44.63,5.45,72.64,79.57,,82.14,35.88,Forward,,18.8,,,41.2,,,7.1,,,87.5,,,,,,100.0,,,13.3,
202641,2023,Playoffs,1611661319,134,9.589041095890412,0.25,0.25,0.0149253731343283,0.0223880597014925,0.6666666666666666,0.0074626865671641,0.0149253731343283,0.0223880597014925,0.0074626865671641,,,,,,2.3529411764705883,2.3529411764705883,3.5294117647058827,1.1764705882352942,,3.78,10.74,26.24,76.62,15.43,34.07,,16.23,Guard,4.2,,,4.2,,,16.7,,,33.3,,,26.1,,,,,,25.0,,
1631263,2023,Playoffs,1611661324,122,12.307692307692308,0.5,0.4,0.0163934426229508,0.0163934426229508,1.0,,0.0327868852459016,0.0327868852459016,,,,,,,7.5,2.5,5.0,,,41.56,19.21,31.44,54.73,34.35,,,24.55,,,,,,,,,,,,,,,,,,,,,,
203403,2023,Playoffs,1611661322,120,10.44776119402985,0.5,0.5,0.0166666666666666,0.0166666666666666,1.0,0.0333333333333333,0.0416666666666666,0.075,,,,,,,6.896551724137932,2.7586206896551726,12.413793103448276,,,41.56,13.64,32.18,56.72,89.13,,,31.4,,,,,,,,,,,,,,,,,,,,,,
1631044,2023,Playoffs,1611661330,125,4.285714285714286,1.0,1.0,0.016,0.016,1.0,0.008,0.024,0.032,0.008,,,,,,2.8571428571428568,2.8571428571428568,5.7142857142857135,1.4285714285714284,,98.44,1.24,30.45,52.74,31.96,39.56,,35.56,Forward,,100.0,,,5.9,,,64.3,,,18.8,,,50.0,,,,,,40.0,
